group,track_id,germination_target,oof_probability,oof_prediction,correct,confidence,error_type
pg1_12,7,1,0.9999884002127752,1,True,0.9999884002127752,CORRECT
pg1_12,8,1,0.9999789374068974,1,True,0.9999789374068974,CORRECT
pg1_12,9,1,0.9999801303580454,1,True,0.9999801303580454,CORRECT
pg1_3,0,0,0.0001142758510702558,0,True,0.9998857241489297,CORRECT
pg1_3,1,0,0.0003338244723172696,0,True,0.9996661755276828,CORRECT
pg1_3,2,0,0.009180226009162027,0,True,0.990819773990838,CORRECT
pg1_3,3,1,0.9999808980201397,1,True,0.9999808980201397,CORRECT
pg1_3,4,1,0.9999989200780417,1,True,0.9999989200780417,CORRECT
pg1_3,5,1,0.9999795576838832,1,True,0.9999795576838832,CORRECT
pg1_3,6,1,0.999963557171886,1,True,0.999963557171886,CORRECT
pg1_3,7,1,0.9999960083164648,1,True,0.9999960083164648,CORRECT
pg1_3,8,1,0.9999968208063167,1,True,0.9999968208063167,CORRECT
pg1_3,9,1,0.9999982926084698,1,True,0.9999982926084698,CORRECT
pg1_4,0,1,0.999997800062743,1,True,0.999997800062743,CORRECT
pg1_4,1,1,0.8944850930154712,1,True,0.8944850930154712,CORRECT
pg1_4,2,1,0.9999984898501194,1,True,0.9999984898501194,CORRECT
pg1_4,3,1,0.9999965010355251,1,True,0.9999965010355251,CORRECT
pg1_4,4,1,0.9999970847249172,1,True,0.9999970847249172,CORRECT
pg1_4,5,0,0.0016048550054458181,0,True,0.9983951449945542,CORRECT
pg1_4,6,1,0.18467639942394615,0,False,0.8153236005760538,FALSE_NEGATIVE
pg1_4,7,0,0.0012517662329664901,0,True,0.9987482337670335,CORRECT
pg1_4,8,1,0.9999956782362298,1,True,0.9999956782362298,CORRECT
pg1_4,9,1,0.999986372271613,1,True,0.999986372271613,CORRECT
pg1_5,0,1,0.9993876783007029,1,True,0.9993876783007029,CORRECT
pg1_5,1,0,0.0025034685221365077,0,True,0.9974965314778635,CORRECT
pg1_5,2,0,0.011168644707840394,0,True,0.9888313552921596,CORRECT
pg1_5,3,0,0.00039319362315547114,0,True,0.9996068063768445,CORRECT
pg1_5,4,0,0.00021384090713686552,0,True,0.9997861590928632,CORRECT
pg1_5,5,1,0.9999972508850562,1,True,0.9999972508850562,CORRECT
pg1_5,6,1,0.9999990395573642,1,True,0.9999990395573642,CORRECT
pg1_5,7,1,0.9999955819730675,1,True,0.9999955819730675,CORRECT
pg1_5,8,1,0.9999987883346306,1,True,0.9999987883346306,CORRECT
pg1_5,9,1,0.9999972158876322,1,True,0.9999972158876322,CORRECT
pg1_6,0,1,0.9999909791727002,1,True,0.9999909791727002,CORRECT
pg1_6,1,0,0.0015555310068283811,0,True,0.9984444689931716,CORRECT
pg1_6,2,0,0.015798598022309953,0,True,0.98420140197769,CORRECT
pg1_6,3,0,0.0029873650707548014,0,True,0.9970126349292452,CORRECT
pg1_6,4,1,0.9999240393844386,1,True,0.9999240393844386,CORRECT
pg1_6,5,1,0.9999984411946328,1,True,0.9999984411946328,CORRECT
pg1_6,6,1,0.999998806145183,1,True,0.999998806145183,CORRECT
pg1_6,7,1,0.9999827073998351,1,True,0.9999827073998351,CORRECT
pg1_6,8,1,0.9999976082393736,1,True,0.9999976082393736,CORRECT
pg1_6,9,1,0.9999959927978416,1,True,0.9999959927978416,CORRECT
pg1_7,0,1,0.9999980896943923,1,True,0.9999980896943923,CORRECT
pg1_7,1,1,0.9993643129484391,1,True,0.9993643129484391,CORRECT
pg1_7,2,1,0.006499602188242425,0,False,0.9935003978117576,FALSE_NEGATIVE
pg1_7,3,1,0.9999966055241926,1,True,0.9999966055241926,CORRECT
pg1_7,4,1,0.9999968881289687,1,True,0.9999968881289687,CORRECT
pg1_7,5,1,0.9999938982766229,1,True,0.9999938982766229,CORRECT
pg1_7,6,1,0.999943903168896,1,True,0.999943903168896,CORRECT
pg1_7,7,1,0.9999978430366572,1,True,0.9999978430366572,CORRECT
pg1_7,8,1,0.9999831778613543,1,True,0.9999831778613543,CORRECT
pg1_7,9,1,0.9999897870935865,1,True,0.9999897870935865,CORRECT
pg1_9,0,1,0.9999957553218095,1,True,0.9999957553218095,CORRECT
pg1_9,1,1,0.9999967779073275,1,True,0.9999967779073275,CORRECT
pg1_9,2,1,0.9999855524740257,1,True,0.9999855524740257,CORRECT
pg1_9,3,1,0.021479846871660113,0,False,0.9785201531283398,FALSE_NEGATIVE
pg1_9,4,1,0.99696689138977,1,True,0.99696689138977,CORRECT
pg1_9,5,1,0.9999904242489107,1,True,0.9999904242489107,CORRECT
pg1_9,6,1,0.9999887301187781,1,True,0.9999887301187781,CORRECT
pg1_9,7,1,0.9999885391881115,1,True,0.9999885391881115,CORRECT
pg1_9,8,1,0.9999871558026442,1,True,0.9999871558026442,CORRECT
pg1_9,9,1,0.9999813336844584,1,True,0.9999813336844584,CORRECT
pg2_10,0,0,0.00014522602578046124,0,True,0.9998547739742195,CORRECT
pg2_10,1,0,0.23564927029502244,0,True,0.7643507297049775,CORRECT
pg2_10,2,0,0.0009443345677518896,0,True,0.9990556654322481,CORRECT
pg2_10,3,1,0.9502355278840315,1,True,0.9502355278840315,CORRECT
pg2_10,4,1,0.9999985490483826,1,True,0.9999985490483826,CORRECT
pg2_10,5,1,0.9999899065366341,1,True,0.9999899065366341,CORRECT
pg2_10,6,1,0.9999962984101248,1,True,0.9999962984101248,CORRECT
pg2_10,7,1,0.9999926017191466,1,True,0.9999926017191466,CORRECT
pg2_10,8,1,0.9999957231150591,1,True,0.9999957231150591,CORRECT
pg2_10,9,1,0.9905667923286511,1,True,0.9905667923286511,CORRECT
pg2_11,0,0,0.02182190871725368,0,True,0.9781780912827464,CORRECT
pg2_11,1,1,0.6497257775600527,1,True,0.6497257775600527,CORRECT
pg2_11,2,1,0.9999665371221041,1,True,0.9999665371221041,CORRECT
pg2_11,3,1,0.07541583655748091,0,False,0.9245841634425191,FALSE_NEGATIVE
pg2_11,4,1,0.9999419041893948,1,True,0.9999419041893948,CORRECT
pg2_11,5,1,0.9327078719126874,1,True,0.9327078719126874,CORRECT
pg2_11,6,1,0.9999556409257089,1,True,0.9999556409257089,CORRECT
pg2_11,7,1,0.9999973746210807,1,True,0.9999973746210807,CORRECT
pg2_11,8,1,0.9999981983319218,1,True,0.9999981983319218,CORRECT
pg2_11,9,1,0.9999977689723315,1,True,0.9999977689723315,CORRECT
pg2_12,0,0,0.12251880637556326,0,True,0.8774811936244368,CORRECT
pg2_12,1,0,0.7683836127277917,1,False,0.7683836127277917,FALSE_POSITIVE
pg2_12,2,0,0.44769970013400007,0,True,0.5523002998659999,CORRECT
pg2_12,3,1,0.9999759367779513,1,True,0.9999759367779513,CORRECT
pg2_12,4,0,0.9699973444959717,1,False,0.9699973444959717,FALSE_POSITIVE
pg2_12,5,0,0.9612327835563701,1,False,0.9612327835563701,FALSE_POSITIVE
pg2_12,6,1,0.9999893621142105,1,True,0.9999893621142105,CORRECT
pg2_12,7,1,0.9999981585140838,1,True,0.9999981585140838,CORRECT
pg2_12,8,1,0.9999839912720219,1,True,0.9999839912720219,CORRECT
pg2_12,9,1,0.9999946196135708,1,True,0.9999946196135708,CORRECT
pg2_2,0,0,0.9683275837568533,1,False,0.9683275837568533,FALSE_POSITIVE
pg2_2,1,1,0.9999109784080322,1,True,0.9999109784080322,CORRECT
pg2_2,2,1,0.9999693370567807,1,True,0.9999693370567807,CORRECT
pg2_2,3,1,0.9999969526381857,1,True,0.9999969526381857,CORRECT
pg2_2,4,1,0.9999474868677231,1,True,0.9999474868677231,CORRECT
pg2_2,5,1,0.999933159431232,1,True,0.999933159431232,CORRECT
pg2_2,6,1,0.9999951427633773,1,True,0.9999951427633773,CORRECT
pg2_2,7,1,0.9999783500868008,1,True,0.9999783500868008,CORRECT
pg2_2,8,1,0.9999965476018657,1,True,0.9999965476018657,CORRECT
pg2_2,9,1,0.9999421912868437,1,True,0.9999421912868437,CORRECT
pg2_3,0,1,0.9999987810422598,1,True,0.9999987810422598,CORRECT
pg2_3,1,1,0.9999897231036161,1,True,0.9999897231036161,CORRECT
pg2_3,2,1,0.9999930678171384,1,True,0.9999930678171384,CORRECT
pg2_3,3,1,0.9999969199093403,1,True,0.9999969199093403,CORRECT
pg2_3,4,1,0.999998472930278,1,True,0.999998472930278,CORRECT
pg2_3,5,1,0.9999859168884316,1,True,0.9999859168884316,CORRECT
pg2_3,6,1,0.9999854608016732,1,True,0.9999854608016732,CORRECT
pg2_3,7,1,0.9469562222878345,1,True,0.9469562222878345,CORRECT
pg2_3,8,1,0.9999912101351043,1,True,0.9999912101351043,CORRECT
pg2_3,9,1,0.9999919634977286,1,True,0.9999919634977286,CORRECT
pg2_5,0,0,0.47059126045508776,0,True,0.5294087395449123,CORRECT
pg2_5,1,1,0.9999988806540735,1,True,0.9999988806540735,CORRECT
pg2_5,2,1,0.9999770847966798,1,True,0.9999770847966798,CORRECT
pg2_5,3,1,0.9999835439256669,1,True,0.9999835439256669,CORRECT
pg2_5,4,1,0.9999968686105848,1,True,0.9999968686105848,CORRECT
pg2_5,5,1,0.9999984801835954,1,True,0.9999984801835954,CORRECT
pg2_5,6,0,0.984411322233363,1,False,0.984411322233363,FALSE_POSITIVE
pg2_5,7,1,0.9999986419310314,1,True,0.9999986419310314,CORRECT
pg2_5,8,1,0.9999909324031007,1,True,0.9999909324031007,CORRECT
pg2_5,9,1,0.9999606612271422,1,True,0.9999606612271422,CORRECT
pg2_6,0,0,0.001158750693044752,0,True,0.9988412493069553,CORRECT
pg2_6,1,1,0.9999937495844421,1,True,0.9999937495844421,CORRECT
pg2_6,2,1,0.9999248713331585,1,True,0.9999248713331585,CORRECT
pg2_6,3,1,0.881346145592824,1,True,0.881346145592824,CORRECT
pg2_6,4,1,0.9999939022845984,1,True,0.9999939022845984,CORRECT
pg2_6,5,1,0.9999980130736444,1,True,0.9999980130736444,CORRECT
pg2_6,6,1,0.9999975293630378,1,True,0.9999975293630378,CORRECT
pg2_6,7,1,0.999299786825215,1,True,0.999299786825215,CORRECT
pg2_6,8,1,0.9999974484168914,1,True,0.9999974484168914,CORRECT
pg2_6,9,1,0.9999984747313143,1,True,0.9999984747313143,CORRECT
pg2_7,0,0,0.9593946323644422,1,False,0.9593946323644422,FALSE_POSITIVE
pg2_7,1,1,0.5787911288435752,1,True,0.5787911288435752,CORRECT
pg2_7,2,0,0.11699462661874649,0,True,0.8830053733812535,CORRECT
pg2_7,3,1,0.9999807794694194,1,True,0.9999807794694194,CORRECT
pg2_7,4,1,0.9999989255072269,1,True,0.9999989255072269,CORRECT
pg2_7,5,1,0.9999992948934504,1,True,0.9999992948934504,CORRECT
pg2_7,6,1,0.9999321723573231,1,True,0.9999321723573231,CORRECT
pg2_7,7,1,0.9999990199913643,1,True,0.9999990199913643,CORRECT
pg2_7,8,1,0.9999885571545756,1,True,0.9999885571545756,CORRECT
pg2_7,9,1,0.9999988851072883,1,True,0.9999988851072883,CORRECT
pg2_9,0,0,0.7975294749529523,1,False,0.7975294749529523,FALSE_POSITIVE
pg2_9,1,0,0.007924681138247425,0,True,0.9920753188617526,CORRECT
pg2_9,2,0,0.04145340105186349,0,True,0.9585465989481365,CORRECT
pg2_9,3,0,0.15448084942013343,0,True,0.8455191505798666,CORRECT
pg2_9,4,1,0.08703784190973025,0,False,0.9129621580902697,FALSE_NEGATIVE
pg2_9,5,1,0.990553432194461,1,True,0.990553432194461,CORRECT
pg2_9,6,1,0.997294081866041,1,True,0.997294081866041,CORRECT
pg2_9,7,0,0.42452321604182947,0,True,0.5754767839581705,CORRECT
pg2_9,8,1,0.9999959730484027,1,True,0.9999959730484027,CORRECT
pg2_9,9,1,0.9991573058944105,1,True,0.9991573058944105,CORRECT
pg3_1,0,0,0.3092254325483717,0,True,0.6907745674516284,CORRECT
pg3_1,1,1,0.9999966984007278,1,True,0.9999966984007278,CORRECT
pg3_1,2,1,0.9999885826079148,1,True,0.9999885826079148,CORRECT
pg3_1,3,1,0.99985457086456,1,True,0.99985457086456,CORRECT
pg3_1,4,1,0.9999981961606199,1,True,0.9999981961606199,CORRECT
pg3_1,5,1,0.9999913290048866,1,True,0.9999913290048866,CORRECT
pg3_1,6,1,0.9999944916782149,1,True,0.9999944916782149,CORRECT
pg3_1,7,1,0.999975767757779,1,True,0.999975767757779,CORRECT
pg3_1,8,1,0.9999987444268774,1,True,0.9999987444268774,CORRECT
pg3_1,9,1,0.9999627224906339,1,True,0.9999627224906339,CORRECT
pg3_10,0,0,0.003692335092951835,0,True,0.9963076649070481,CORRECT
pg3_10,1,0,0.964070491319209,1,False,0.964070491319209,FALSE_POSITIVE
pg3_10,2,0,0.020272474235551383,0,True,0.9797275257644487,CORRECT
pg3_10,3,1,0.9986436223459331,1,True,0.9986436223459331,CORRECT
pg3_10,4,1,0.9997323051917044,1,True,0.9997323051917044,CORRECT
pg3_10,5,1,0.9999992629443429,1,True,0.9999992629443429,CORRECT
pg3_10,6,1,0.9998708681403401,1,True,0.9998708681403401,CORRECT
pg3_10,7,1,0.9999976667993149,1,True,0.9999976667993149,CORRECT
pg3_10,8,1,0.9999982462255947,1,True,0.9999982462255947,CORRECT
pg3_10,9,1,0.999996081816591,1,True,0.999996081816591,CORRECT
pg3_11,0,0,0.005759807344118112,0,True,0.9942401926558819,CORRECT
pg3_11,1,0,9.210091691629012e-06,0,True,0.9999907899083084,CORRECT
pg3_11,2,1,0.9999081737933678,1,True,0.9999081737933678,CORRECT
pg3_11,3,1,0.9999099097903403,1,True,0.9999099097903403,CORRECT
pg3_11,4,1,0.9999088297714793,1,True,0.9999088297714793,CORRECT
pg3_11,5,1,0.9999806728692702,1,True,0.9999806728692702,CORRECT
pg3_11,6,1,0.9999986613571824,1,True,0.9999986613571824,CORRECT
pg3_11,7,1,0.9999968646381722,1,True,0.9999968646381722,CORRECT
pg3_11,8,1,0.9999903344120592,1,True,0.9999903344120592,CORRECT
pg3_11,9,1,0.9999906731918318,1,True,0.9999906731918318,CORRECT
pg3_12,0,0,0.8891081482060104,1,False,0.8891081482060104,FALSE_POSITIVE
pg3_12,1,0,0.00017797265215836766,0,True,0.9998220273478416,CORRECT
pg3_12,2,0,0.0014025497242685912,0,True,0.9985974502757314,CORRECT
pg3_12,3,1,0.9987349155522709,1,True,0.9987349155522709,CORRECT
pg3_12,4,1,0.9999976421971769,1,True,0.9999976421971769,CORRECT
pg3_12,5,1,0.9999990932094349,1,True,0.9999990932094349,CORRECT
pg3_12,6,1,0.999995844599748,1,True,0.999995844599748,CORRECT
pg3_12,7,1,0.999996407033086,1,True,0.999996407033086,CORRECT
pg3_12,8,1,0.9999963162861605,1,True,0.9999963162861605,CORRECT
pg3_12,9,1,0.9999973352736977,1,True,0.9999973352736977,CORRECT
pg3_3,0,0,0.4310432199842499,0,True,0.5689567800157501,CORRECT
pg3_3,1,0,0.023660566191003957,0,True,0.976339433808996,CORRECT
pg3_3,2,1,0.7740922013940007,1,True,0.7740922013940007,CORRECT
pg3_3,3,1,0.9755790847738343,1,True,0.9755790847738343,CORRECT
pg3_3,4,0,0.4377516739903173,0,True,0.5622483260096827,CORRECT
pg3_3,5,1,0.9999592974990635,1,True,0.9999592974990635,CORRECT
pg3_3,6,1,0.9999368029234544,1,True,0.9999368029234544,CORRECT
pg3_3,7,0,0.0017020215504487716,0,True,0.9982979784495513,CORRECT
pg3_3,8,0,0.0007594249740094607,0,True,0.9992405750259905,CORRECT
pg3_3,9,0,0.9639860829992585,1,False,0.9639860829992585,FALSE_POSITIVE
pg3_7,0,0,0.0002135117450807915,0,True,0.9997864882549192,CORRECT
pg3_7,1,0,0.524876732615377,1,False,0.524876732615377,FALSE_POSITIVE
pg3_7,2,0,0.004087624322261272,0,True,0.9959123756777387,CORRECT
pg3_7,3,1,0.7038347884916907,1,True,0.7038347884916907,CORRECT
pg3_7,4,1,0.8934665956128189,1,True,0.8934665956128189,CORRECT
pg3_7,5,1,0.999996339174154,1,True,0.999996339174154,CORRECT
pg3_7,6,1,0.9999923401674407,1,True,0.9999923401674407,CORRECT
pg3_7,7,1,0.9999956806382092,1,True,0.9999956806382092,CORRECT
pg3_7,8,1,0.9999852008121466,1,True,0.9999852008121466,CORRECT
pg3_7,9,1,0.9999979297627786,1,True,0.9999979297627786,CORRECT
pg3_9,0,0,0.1822854499351834,0,True,0.8177145500648166,CORRECT
pg3_9,1,0,0.0024853346157612095,0,True,0.9975146653842388,CORRECT
pg3_9,2,1,0.6179385212248457,1,True,0.6179385212248457,CORRECT
pg3_9,3,1,0.9975272073221119,1,True,0.9975272073221119,CORRECT
pg3_9,4,1,0.9999951664648884,1,True,0.9999951664648884,CORRECT
pg3_9,5,1,0.9999991940566623,1,True,0.9999991940566623,CORRECT
pg3_9,6,1,0.9999733267724368,1,True,0.9999733267724368,CORRECT
pg3_9,7,1,0.9999871811038575,1,True,0.9999871811038575,CORRECT
pg3_9,8,1,0.9999981618602053,1,True,0.9999981618602053,CORRECT
pg3_9,9,1,0.9999971527946903,1,True,0.9999971527946903,CORRECT
pg4_10,0,1,0.9999991123737796,1,True,0.9999991123737796,CORRECT
pg4_10,1,1,0.9999987399838319,1,True,0.9999987399838319,CORRECT
pg4_10,2,1,0.9999986113484854,1,True,0.9999986113484854,CORRECT
pg4_10,3,1,0.9999976400040649,1,True,0.9999976400040649,CORRECT
pg4_10,4,1,0.9999992046996099,1,True,0.9999992046996099,CORRECT
pg4_10,5,1,0.9999983937838377,1,True,0.9999983937838377,CORRECT
pg4_10,6,1,0.9999985694501557,1,True,0.9999985694501557,CORRECT
pg4_10,7,1,0.999999244888955,1,True,0.999999244888955,CORRECT
pg4_10,8,1,0.9999988643198042,1,True,0.9999988643198042,CORRECT
pg4_10,9,1,0.9999981845071229,1,True,0.9999981845071229,CORRECT
pg4_10,10,1,0.9999993181327653,1,True,0.9999993181327653,CORRECT
pg4_11,0,1,0.99998026771212,1,True,0.99998026771212,CORRECT
pg4_11,1,1,0.9998285228001061,1,True,0.9998285228001061,CORRECT
pg4_11,2,1,0.9998189344782489,1,True,0.9998189344782489,CORRECT
pg4_11,3,1,0.9999986310379914,1,True,0.9999986310379914,CORRECT
pg4_11,4,1,0.9999685682425267,1,True,0.9999685682425267,CORRECT
pg4_11,5,1,0.9999955573230611,1,True,0.9999955573230611,CORRECT
pg4_11,6,1,0.9999823013414026,1,True,0.9999823013414026,CORRECT
pg4_11,7,1,0.9999948810324351,1,True,0.9999948810324351,CORRECT
pg4_11,8,1,0.9999712198033214,1,True,0.9999712198033214,CORRECT
pg4_11,9,1,0.9999688479446225,1,True,0.9999688479446225,CORRECT
pg4_12,0,1,0.9993446138144583,1,True,0.9993446138144583,CORRECT
pg4_12,1,1,0.999997930232682,1,True,0.999997930232682,CORRECT
pg4_12,2,0,0.009248980308901159,0,True,0.9907510196910988,CORRECT
pg4_12,3,1,0.9999944757957627,1,True,0.9999944757957627,CORRECT
pg4_12,4,1,0.9999982756839833,1,True,0.9999982756839833,CORRECT
pg4_12,5,1,0.9999985262227178,1,True,0.9999985262227178,CORRECT
pg4_12,6,1,0.9999991175560023,1,True,0.9999991175560023,CORRECT
pg4_12,7,1,0.9931453421173427,1,True,0.9931453421173427,CORRECT
pg4_12,8,1,0.9999993160692929,1,True,0.9999993160692929,CORRECT
pg4_12,9,1,0.999980766522706,1,True,0.999980766522706,CORRECT
pg4_2,0,1,0.9999970742083033,1,True,0.9999970742083033,CORRECT
pg4_2,1,0,0.00035755852303865824,0,True,0.9996424414769614,CORRECT
pg4_2,2,0,0.03940732300194057,0,True,0.9605926769980594,CORRECT
pg4_2,3,1,0.999996995745409,1,True,0.999996995745409,CORRECT
pg4_2,4,1,0.9999979418419026,1,True,0.9999979418419026,CORRECT
pg4_2,5,1,0.9999964791631386,1,True,0.9999964791631386,CORRECT
pg4_2,6,1,0.9999963242619477,1,True,0.9999963242619477,CORRECT
pg4_2,7,1,0.9999960214861874,1,True,0.9999960214861874,CORRECT
pg4_2,8,1,0.9999921445124965,1,True,0.9999921445124965,CORRECT
pg4_2,9,1,0.9999966728552748,1,True,0.9999966728552748,CORRECT
pg4_3,0,1,0.9998935235462606,1,True,0.9998935235462606,CORRECT
pg4_3,1,1,0.997565422044298,1,True,0.997565422044298,CORRECT
pg4_3,2,1,0.9999915719005322,1,True,0.9999915719005322,CORRECT
pg4_3,3,1,0.9999954464035256,1,True,0.9999954464035256,CORRECT
pg4_3,4,1,0.99999170006848,1,True,0.99999170006848,CORRECT
pg4_3,5,1,0.9999399284691158,1,True,0.9999399284691158,CORRECT
pg4_3,6,1,0.9997836156173063,1,True,0.9997836156173063,CORRECT
pg4_3,7,1,0.9999926995128027,1,True,0.9999926995128027,CORRECT
pg4_3,8,1,0.999998535870981,1,True,0.999998535870981,CORRECT
pg4_3,9,1,0.9999978744387811,1,True,0.9999978744387811,CORRECT
pg4_4,0,1,0.9999616281351423,1,True,0.9999616281351423,CORRECT
pg4_4,1,1,0.9999899757479128,1,True,0.9999899757479128,CORRECT
pg4_4,2,1,0.9999777359414231,1,True,0.9999777359414231,CORRECT
pg4_4,3,1,0.9999977793952047,1,True,0.9999977793952047,CORRECT
pg4_4,4,1,0.9999985836745102,1,True,0.9999985836745102,CORRECT
pg4_4,5,1,0.9999978563348969,1,True,0.9999978563348969,CORRECT
pg4_4,6,1,0.999998695610374,1,True,0.999998695610374,CORRECT
pg4_4,7,1,0.9999890463902346,1,True,0.9999890463902346,CORRECT
pg4_4,8,1,0.9999933319303601,1,True,0.9999933319303601,CORRECT
pg4_4,9,1,0.9999947933551242,1,True,0.9999947933551242,CORRECT
pg4_5,0,1,0.0015840408964424154,0,False,0.9984159591035576,FALSE_NEGATIVE
pg4_5,1,1,0.9999979178737347,1,True,0.9999979178737347,CORRECT
pg4_5,2,1,0.9999984114579535,1,True,0.9999984114579535,CORRECT
pg4_5,3,1,0.9999933404399457,1,True,0.9999933404399457,CORRECT
pg4_5,4,1,0.9999976834740457,1,True,0.9999976834740457,CORRECT
pg4_5,5,1,0.9999982038876863,1,True,0.9999982038876863,CORRECT
pg4_5,6,1,0.9999969263613284,1,True,0.9999969263613284,CORRECT
pg4_5,7,1,0.9999987980866465,1,True,0.9999987980866465,CORRECT
pg4_5,8,1,0.9999985001863526,1,True,0.9999985001863526,CORRECT
pg4_5,9,1,0.9999543048820747,1,True,0.9999543048820747,CORRECT
pg4_6,0,0,0.0005797062578462436,0,True,0.9994202937421538,CORRECT
pg4_6,1,1,0.9999886625889571,1,True,0.9999886625889571,CORRECT
pg4_6,2,1,0.999998236529774,1,True,0.999998236529774,CORRECT
pg4_6,3,1,0.9999988438371199,1,True,0.9999988438371199,CORRECT
pg4_6,4,1,0.9999972726948324,1,True,0.9999972726948324,CORRECT
pg4_6,5,1,0.999998495321743,1,True,0.999998495321743,CORRECT
pg4_6,6,1,0.9999985890756594,1,True,0.9999985890756594,CORRECT
pg4_6,7,1,0.9999993589850548,1,True,0.9999993589850548,CORRECT
pg4_6,8,1,0.9999981211689417,1,True,0.9999981211689417,CORRECT
pg4_6,9,1,0.9999873002431934,1,True,0.9999873002431934,CORRECT
pg4_7,0,1,0.9999910564642276,1,True,0.9999910564642276,CORRECT
pg4_7,1,1,0.9999960421766408,1,True,0.9999960421766408,CORRECT
pg4_7,2,1,0.8846239965590489,1,True,0.8846239965590489,CORRECT
pg4_7,3,0,0.010707685109458694,0,True,0.9892923148905413,CORRECT
pg4_7,4,0,0.0003305389022710892,0,True,0.9996694610977289,CORRECT
pg4_7,5,0,0.007410587318302595,0,True,0.9925894126816974,CORRECT
pg4_7,6,1,0.9999984384313814,1,True,0.9999984384313814,CORRECT
pg4_7,7,1,0.9999815220295173,1,True,0.9999815220295173,CORRECT
pg4_7,8,1,0.9999933380336863,1,True,0.9999933380336863,CORRECT
pg4_7,9,1,0.9999986175964407,1,True,0.9999986175964407,CORRECT
pg4_9,0,0,0.3297808291319732,0,True,0.6702191708680267,CORRECT
pg4_9,1,0,0.00015352078331210662,0,True,0.9998464792166879,CORRECT
pg4_9,2,1,0.9999699025898889,1,True,0.9999699025898889,CORRECT
pg4_9,3,1,0.999998509218859,1,True,0.999998509218859,CORRECT
pg4_9,4,1,0.999877188427353,1,True,0.999877188427353,CORRECT
pg4_9,5,1,0.9999353881681936,1,True,0.9999353881681936,CORRECT
pg4_9,6,1,0.9999940407900482,1,True,0.9999940407900482,CORRECT
pg4_9,7,1,0.9999600726517611,1,True,0.9999600726517611,CORRECT
pg4_9,8,1,0.9999836475263172,1,True,0.9999836475263172,CORRECT
pg4_9,9,1,0.9999986687351009,1,True,0.9999986687351009,CORRECT
pg5_1,0,0,0.008334090950304032,0,True,0.991665909049696,CORRECT
pg5_1,1,1,0.9999984607336972,1,True,0.9999984607336972,CORRECT
pg5_1,2,1,0.9999938566492143,1,True,0.9999938566492143,CORRECT
pg5_1,3,1,0.9922372301261668,1,True,0.9922372301261668,CORRECT
pg5_1,4,1,0.9999912173341758,1,True,0.9999912173341758,CORRECT
pg5_1,5,1,0.9999894236080947,1,True,0.9999894236080947,CORRECT
pg5_1,6,1,0.9999651152267721,1,True,0.9999651152267721,CORRECT
pg5_1,7,1,0.9999968015868926,1,True,0.9999968015868926,CORRECT
pg5_1,8,1,0.9999990931739465,1,True,0.9999990931739465,CORRECT
pg5_1,9,1,0.9999949289313403,1,True,0.9999949289313403,CORRECT
pg5_10,0,0,0.9846463738914408,1,False,0.9846463738914408,FALSE_POSITIVE
pg5_10,1,0,0.9110558050825982,1,False,0.9110558050825982,FALSE_POSITIVE
pg5_10,2,1,0.9999862031180782,1,True,0.9999862031180782,CORRECT
