group,track_id,frame_count,initial_class,final_class,transition_count,first_pg_el_frame,has_pg_el,reversal_count,transition_sequence,final_label,germination_target,rule_prediction
pg1_2,4,97,pg_im,pg_el,1,53.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_2,5,97,pg_im,pg_el,1,24.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_2,6,97,pg_im,pg_el,1,25.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_2,7,97,pg_im,pg_el,1,21.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_2,8,97,pg_im,pg_el,1,54.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_2,9,97,pg_im,pg_el,1,15.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_3,0,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_3,1,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_3,2,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_3,3,97,pg_im,pg_el,1,29.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_3,4,97,pg_im,pg_el,1,31.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_3,5,97,pg_im,pg_el,1,34.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_3,6,97,pg_im,pg_el,1,27.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_3,7,97,pg_im,pg_el,1,18.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_3,8,97,pg_im,pg_el,1,21.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_3,9,97,pg_im,pg_el,1,12.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_4,0,97,pg_im,pg_el,1,28.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_4,1,97,pg_im,pg_el,1,38.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_4,2,97,pg_im,pg_el,3,35.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_4,3,97,pg_im,pg_el,1,29.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_4,4,97,pg_im,pg_el,1,31.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_4,5,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_4,6,97,pg_im,pg_el,1,85.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_4,7,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_4,8,97,pg_im,pg_el,1,26.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_4,9,97,pg_im,pg_el,1,36.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_5,0,97,pg_im,pg_el,1,26.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_5,1,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_5,2,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_5,3,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_5,4,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_5,5,97,pg_im,pg_el,1,24.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_5,6,97,pg_im,pg_el,1,26.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_5,7,97,pg_im,pg_el,1,27.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_5,8,97,pg_im,pg_el,1,26.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_5,9,97,pg_im,pg_el,1,25.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_6,0,97,pg_im,pg_el,1,13.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_6,1,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_6,2,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_6,3,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_6,4,97,pg_im,pg_el,1,15.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_6,5,97,pg_im,pg_el,1,11.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_6,6,97,pg_im,pg_el,1,11.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_6,7,97,pg_im,pg_el,1,14.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_6,8,97,pg_im,pg_el,1,31.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_6,9,97,pg_im,pg_el,1,13.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_7,0,97,pg_im,pg_el,1,29.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_7,1,97,pg_im,pg_el,1,25.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_7,2,97,pg_im,pg_el,1,75.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_7,3,97,pg_im,pg_el,1,24.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_7,4,97,pg_im,pg_el,1,26.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_7,5,97,pg_im,pg_el,1,28.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_7,6,97,pg_im,pg_el,1,48.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_7,7,97,pg_im,pg_el,1,20.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_7,8,97,pg_im,pg_el,1,23.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_7,9,97,pg_im,pg_el,1,26.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_8,0,97,pg_im,pg_el,1,26.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_8,1,97,pg_im,pg_el,3,36.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_8,2,97,pg_im,pg_el,1,27.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_8,3,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_8,4,97,pg_im,pg_el,1,27.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_8,5,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_8,6,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_8,7,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg1_8,8,97,pg_im,pg_el,1,28.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_8,9,97,pg_im,pg_el,5,12.0,True,2,pg_im -> pg_el -> pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_9,0,97,pg_im,pg_el,1,13.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_9,1,97,pg_im,pg_el,1,41.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_9,2,97,pg_im,pg_el,1,64.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_9,3,97,pg_im,pg_el,3,45.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_9,4,97,pg_im,pg_el,1,42.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_9,5,97,pg_im,pg_el,1,30.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_9,6,97,pg_im,pg_el,1,27.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_9,7,97,pg_im,pg_el,1,23.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_9,8,97,pg_im,pg_el,1,33.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg1_9,9,97,pg_im,pg_el,1,41.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_1,0,97,pg_im,pg_el,1,26.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_1,1,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_1,2,97,pg_im,pg_el,1,33.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_1,3,97,pg_im,pg_el,3,26.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_1,4,97,pg_im,pg_el,1,65.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_1,5,97,pg_im,pg_el,1,62.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_1,6,97,pg_im,pg_el,3,14.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_1,7,97,pg_im,pg_el,1,18.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_1,8,97,pg_im,pg_el,1,34.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_1,9,97,pg_im,pg_el,1,31.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_10,0,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_10,1,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_10,2,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_10,3,97,pg_im,pg_el,1,21.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_10,4,97,pg_im,pg_el,1,18.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_10,5,97,pg_im,pg_el,1,19.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_10,6,97,pg_im,pg_el,1,19.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_10,7,97,pg_im,pg_el,1,51.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_10,8,97,pg_im,pg_el,1,18.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_10,9,97,pg_im,pg_el,1,16.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_11,0,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_11,1,97,pg_im,pg_el,1,20.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_11,2,97,pg_im,pg_el,1,15.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_11,3,97,pg_im,pg_el,3,66.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_11,4,97,pg_im,pg_el,1,20.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_11,5,97,pg_im,pg_el,1,39.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_11,6,97,pg_im,pg_el,1,21.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_11,7,97,pg_im,pg_el,1,19.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_11,8,97,pg_im,pg_el,3,18.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_11,9,97,pg_im,pg_el,1,25.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_12,0,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_12,1,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_12,2,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_12,3,97,pg_im,pg_el,1,30.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_12,4,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_12,5,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_12,6,97,pg_im,pg_el,1,25.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_12,7,97,pg_im,pg_el,1,28.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_12,8,97,pg_im,pg_el,1,23.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_12,9,97,pg_im,pg_el,1,31.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_2,0,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_2,1,97,pg_im,pg_el,3,41.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_2,2,97,pg_im,pg_el,1,29.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_2,3,97,pg_im,pg_el,1,24.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_2,4,97,pg_im,pg_el,1,19.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_2,5,97,pg_im,pg_el,1,19.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_2,6,97,pg_im,pg_el,1,28.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_2,7,97,pg_im,pg_el,1,37.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_2,8,97,pg_im,pg_el,1,36.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_2,9,97,pg_im,pg_el,1,17.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_3,0,97,pg_im,pg_el,1,38.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_3,1,97,pg_im,pg_el,1,39.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_3,2,97,pg_im,pg_el,1,28.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_3,3,97,pg_im,pg_el,1,28.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_3,4,97,pg_im,pg_el,1,19.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_3,5,97,pg_im,pg_el,1,33.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_3,6,97,pg_im,pg_el,1,57.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_3,7,97,pg_im,pg_el,1,59.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_3,8,97,pg_im,pg_el,1,19.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_3,9,97,pg_im,pg_el,1,30.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_4,0,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_4,1,97,pg_im,pg_el,1,20.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_4,2,97,pg_im,pg_el,1,65.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_4,3,97,pg_im,pg_el,1,33.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_4,4,97,pg_im,pg_el,1,48.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_4,5,97,pg_im,pg_el,1,29.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_4,6,97,pg_im,pg_el,3,21.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_4,7,97,pg_im,pg_el,1,15.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_4,8,97,pg_im,pg_el,1,38.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_4,9,97,pg_im,pg_el,1,15.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_5,0,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_5,1,97,pg_im,pg_el,1,34.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_5,2,97,pg_im,pg_el,1,26.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_5,3,97,pg_im,pg_el,1,29.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_5,4,97,pg_im,pg_el,1,25.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_5,5,97,pg_im,pg_el,1,37.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_5,6,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_5,7,97,pg_im,pg_el,1,31.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_5,8,97,pg_im,pg_el,1,24.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_5,9,97,pg_im,pg_el,1,21.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_6,0,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_6,1,97,pg_im,pg_el,1,25.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_6,2,97,pg_im,pg_el,1,29.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_6,3,97,pg_im,pg_el,1,41.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_6,4,97,pg_im,pg_el,1,81.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_6,5,97,pg_im,pg_el,1,32.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_6,6,97,pg_im,pg_el,3,27.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_6,7,97,pg_im,pg_el,1,34.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_6,8,97,pg_im,pg_el,1,50.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_6,9,97,pg_im,pg_el,1,22.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_7,0,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_7,1,97,pg_im,pg_el,3,80.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_7,2,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_7,3,97,pg_im,pg_el,1,23.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_7,4,97,pg_im,pg_el,1,14.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_7,5,97,pg_im,pg_el,1,32.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_7,6,97,pg_im,pg_el,1,28.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_7,7,97,pg_im,pg_el,1,28.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_7,8,97,pg_im,pg_el,1,28.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_7,9,97,pg_im,pg_el,1,18.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_8,0,97,pg_im,pg_el,1,16.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_8,1,97,pg_im,pg_el,1,31.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_8,2,97,pg_im,pg_el,1,37.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_8,3,97,pg_im,pg_el,1,24.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_8,4,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_8,5,97,pg_im,pg_el,3,18.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_8,6,97,pg_im,pg_el,3,16.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_8,7,97,pg_im,pg_el,1,40.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_8,8,97,pg_im,pg_el,1,14.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_8,9,97,pg_im,pg_el,1,34.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_9,0,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_9,1,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_9,2,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_9,3,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_9,4,97,pg_im,pg_el,1,52.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_9,5,97,pg_im,pg_el,3,36.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_9,6,97,pg_im,pg_el,3,30.0,True,1,pg_im -> pg_el -> pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_9,7,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
pg2_9,8,97,pg_im,pg_el,1,17.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg2_9,9,97,pg_im,pg_el,1,21.0,True,0,pg_im -> pg_el,GERMINATED,1,GERMINATED
pg3_1,0,97,pg_im,pg_im,0,,False,0,pg_im,NON-GERMINATED,0,NON-GERMINATED
