group,frame,image,image_path
zm1_10,48,zm1_10_img048.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img048.jpg
zm1_10,49,zm1_10_img049.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img049.jpg
zm1_10,50,zm1_10_img050.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img050.jpg
zm1_10,51,zm1_10_img051.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img051.jpg
zm1_10,52,zm1_10_img052.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img052.jpg
zm1_10,53,zm1_10_img053.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img053.jpg
zm1_10,54,zm1_10_img054.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img054.jpg
zm1_10,55,zm1_10_img055.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img055.jpg
zm1_10,56,zm1_10_img056.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img056.jpg
zm1_10,57,zm1_10_img057.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img057.jpg
zm1_10,58,zm1_10_img058.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img058.jpg
zm1_10,59,zm1_10_img059.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img059.jpg
zm1_10,60,zm1_10_img060.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img060.jpg
zm1_10,61,zm1_10_img061.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img061.jpg
zm1_10,62,zm1_10_img062.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img062.jpg
zm1_10,63,zm1_10_img063.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img063.jpg
zm1_10,64,zm1_10_img064.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img064.jpg
zm1_10,65,zm1_10_img065.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img065.jpg
zm1_10,66,zm1_10_img066.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img066.jpg
zm1_10,67,zm1_10_img067.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img067.jpg
zm1_10,68,zm1_10_img068.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img068.jpg
zm1_10,69,zm1_10_img069.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img069.jpg
zm1_10,70,zm1_10_img070.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img070.jpg
zm1_10,71,zm1_10_img071.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img071.jpg
zm1_10,72,zm1_10_img072.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img072.jpg
zm1_10,73,zm1_10_img073.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img073.jpg
zm1_10,74,zm1_10_img074.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img074.jpg
zm1_10,75,zm1_10_img075.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img075.jpg
zm1_10,76,zm1_10_img076.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img076.jpg
zm1_10,77,zm1_10_img077.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img077.jpg
zm1_10,78,zm1_10_img078.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img078.jpg
zm1_10,79,zm1_10_img079.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img079.jpg
zm1_10,80,zm1_10_img080.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img080.jpg
zm1_10,81,zm1_10_img081.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img081.jpg
zm1_10,82,zm1_10_img082.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img082.jpg
zm1_10,83,zm1_10_img083.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img083.jpg
zm1_10,84,zm1_10_img084.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img084.jpg
zm1_10,85,zm1_10_img085.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img085.jpg
zm1_10,86,zm1_10_img086.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img086.jpg
zm1_10,87,zm1_10_img087.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img087.jpg
zm1_10,88,zm1_10_img088.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img088.jpg
zm1_10,89,zm1_10_img089.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img089.jpg
zm1_10,90,zm1_10_img090.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img090.jpg
zm1_10,91,zm1_10_img091.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img091.jpg
zm1_10,92,zm1_10_img092.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img092.jpg
zm1_10,93,zm1_10_img093.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img093.jpg
zm1_10,94,zm1_10_img094.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img094.jpg
zm1_10,95,zm1_10_img095.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img095.jpg
zm1_10,96,zm1_10_img096.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img096.jpg
zm1_10,97,zm1_10_img097.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_10_img097.jpg
zm1_11,1,zm1_11_img001.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img001.jpg
zm1_11,2,zm1_11_img002.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img002.jpg
zm1_11,3,zm1_11_img003.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img003.jpg
zm1_11,4,zm1_11_img004.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img004.jpg
zm1_11,5,zm1_11_img005.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img005.jpg
zm1_11,6,zm1_11_img006.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img006.jpg
zm1_11,7,zm1_11_img007.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img007.jpg
zm1_11,8,zm1_11_img008.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img008.jpg
zm1_11,9,zm1_11_img009.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img009.jpg
zm1_11,10,zm1_11_img010.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img010.jpg
zm1_11,11,zm1_11_img011.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img011.jpg
zm1_11,12,zm1_11_img012.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img012.jpg
zm1_11,13,zm1_11_img013.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img013.jpg
zm1_11,14,zm1_11_img014.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img014.jpg
zm1_11,15,zm1_11_img015.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img015.jpg
zm1_11,16,zm1_11_img016.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img016.jpg
zm1_11,17,zm1_11_img017.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img017.jpg
zm1_11,18,zm1_11_img018.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img018.jpg
zm1_11,19,zm1_11_img019.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img019.jpg
zm1_11,20,zm1_11_img020.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img020.jpg
zm1_11,21,zm1_11_img021.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img021.jpg
zm1_11,22,zm1_11_img022.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img022.jpg
zm1_11,23,zm1_11_img023.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img023.jpg
zm1_11,24,zm1_11_img024.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img024.jpg
zm1_11,25,zm1_11_img025.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img025.jpg
zm1_11,26,zm1_11_img026.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img026.jpg
zm1_11,27,zm1_11_img027.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img027.jpg
zm1_11,28,zm1_11_img028.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img028.jpg
zm1_11,29,zm1_11_img029.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img029.jpg
zm1_11,30,zm1_11_img030.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img030.jpg
zm1_11,31,zm1_11_img031.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img031.jpg
zm1_11,32,zm1_11_img032.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img032.jpg
zm1_11,33,zm1_11_img033.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img033.jpg
zm1_11,34,zm1_11_img034.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img034.jpg
zm1_11,35,zm1_11_img035.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img035.jpg
zm1_11,36,zm1_11_img036.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img036.jpg
zm1_11,37,zm1_11_img037.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img037.jpg
zm1_11,38,zm1_11_img038.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img038.jpg
zm1_11,39,zm1_11_img039.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img039.jpg
zm1_11,40,zm1_11_img040.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img040.jpg
zm1_11,41,zm1_11_img041.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img041.jpg
zm1_11,42,zm1_11_img042.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img042.jpg
zm1_11,43,zm1_11_img043.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img043.jpg
zm1_11,44,zm1_11_img044.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img044.jpg
zm1_11,45,zm1_11_img045.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img045.jpg
zm1_11,46,zm1_11_img046.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img046.jpg
zm1_11,47,zm1_11_img047.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img047.jpg
zm1_11,48,zm1_11_img048.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img048.jpg
zm1_11,49,zm1_11_img049.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img049.jpg
zm1_11,50,zm1_11_img050.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img050.jpg
zm1_11,51,zm1_11_img051.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img051.jpg
zm1_11,52,zm1_11_img052.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img052.jpg
zm1_11,53,zm1_11_img053.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img053.jpg
zm1_11,54,zm1_11_img054.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img054.jpg
zm1_11,55,zm1_11_img055.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img055.jpg
zm1_11,56,zm1_11_img056.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img056.jpg
zm1_11,57,zm1_11_img057.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img057.jpg
zm1_11,58,zm1_11_img058.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img058.jpg
zm1_11,59,zm1_11_img059.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img059.jpg
zm1_11,60,zm1_11_img060.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img060.jpg
zm1_11,61,zm1_11_img061.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img061.jpg
zm1_11,62,zm1_11_img062.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img062.jpg
zm1_11,63,zm1_11_img063.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img063.jpg
zm1_11,64,zm1_11_img064.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img064.jpg
zm1_11,65,zm1_11_img065.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img065.jpg
zm1_11,66,zm1_11_img066.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img066.jpg
zm1_11,67,zm1_11_img067.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img067.jpg
zm1_11,68,zm1_11_img068.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img068.jpg
zm1_11,69,zm1_11_img069.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img069.jpg
zm1_11,70,zm1_11_img070.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img070.jpg
zm1_11,71,zm1_11_img071.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img071.jpg
zm1_11,72,zm1_11_img072.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img072.jpg
zm1_11,73,zm1_11_img073.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img073.jpg
zm1_11,74,zm1_11_img074.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img074.jpg
zm1_11,75,zm1_11_img075.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img075.jpg
zm1_11,76,zm1_11_img076.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img076.jpg
zm1_11,77,zm1_11_img077.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img077.jpg
zm1_11,78,zm1_11_img078.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img078.jpg
zm1_11,79,zm1_11_img079.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img079.jpg
zm1_11,80,zm1_11_img080.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img080.jpg
zm1_11,81,zm1_11_img081.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img081.jpg
zm1_11,82,zm1_11_img082.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img082.jpg
zm1_11,83,zm1_11_img083.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img083.jpg
zm1_11,84,zm1_11_img084.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img084.jpg
zm1_11,85,zm1_11_img085.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img085.jpg
zm1_11,86,zm1_11_img086.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img086.jpg
zm1_11,87,zm1_11_img087.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img087.jpg
zm1_11,88,zm1_11_img088.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img088.jpg
zm1_11,89,zm1_11_img089.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_11_img089.jpg
