group,frame,image,object_index,class,xmin,ymin,xmax,ymax,cx,cy,box_w,box_h,image_width,image_height,track_id,match_cost,center_distance,iou,matched
zm1_1,21,zm1_1_img021.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,22,zm1_1_img022.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,23,zm1_1_img023.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,24,zm1_1_img024.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,25,zm1_1_img025.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,26,zm1_1_img026.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,27,zm1_1_img027.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,28,zm1_1_img028.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,29,zm1_1_img029.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,30,zm1_1_img030.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,31,zm1_1_img031.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,32,zm1_1_img032.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,33,zm1_1_img033.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,34,zm1_1_img034.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,35,zm1_1_img035.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,36,zm1_1_img036.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,37,zm1_1_img037.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,38,zm1_1_img038.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,39,zm1_1_img039.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,40,zm1_1_img040.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,41,zm1_1_img041.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,42,zm1_1_img042.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,43,zm1_1_img043.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,44,zm1_1_img044.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,45,zm1_1_img045.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,46,zm1_1_img046.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,47,zm1_1_img047.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,48,zm1_1_img048.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,49,zm1_1_img049.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,50,zm1_1_img050.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,51,zm1_1_img051.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,52,zm1_1_img052.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,53,zm1_1_img053.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,54,zm1_1_img054.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,55,zm1_1_img055.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,56,zm1_1_img056.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,57,zm1_1_img057.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,58,zm1_1_img058.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,59,zm1_1_img059.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,60,zm1_1_img060.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,61,zm1_1_img061.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,62,zm1_1_img062.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,63,zm1_1_img063.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,64,zm1_1_img064.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,65,zm1_1_img065.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,66,zm1_1_img066.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,67,zm1_1_img067.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,68,zm1_1_img068.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,69,zm1_1_img069.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,70,zm1_1_img070.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,71,zm1_1_img071.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,72,zm1_1_img072.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,73,zm1_1_img073.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,74,zm1_1_img074.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,75,zm1_1_img075.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,76,zm1_1_img076.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,77,zm1_1_img077.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,78,zm1_1_img078.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,79,zm1_1_img079.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,80,zm1_1_img080.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,81,zm1_1_img081.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,82,zm1_1_img082.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,83,zm1_1_img083.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,84,zm1_1_img084.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,85,zm1_1_img085.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,86,zm1_1_img086.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,87,zm1_1_img087.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,88,zm1_1_img088.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,89,zm1_1_img089.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,90,zm1_1_img090.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,91,zm1_1_img091.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,92,zm1_1_img092.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,93,zm1_1_img093.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,94,zm1_1_img094.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,95,zm1_1_img095.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,96,zm1_1_img096.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,97,zm1_1_img097.jpg,1,zm_im,335,123,400,198,367.5,160.5,65,75,624,624,1,0.0,0.0,1.0,True
zm1_1,1,zm1_1_img001.jpg,4,zm_im,169,130,252,202,210.5,166.0,83,72,624,624,2,0.0,0.0,1.0,True
zm1_1,2,zm1_1_img002.jpg,4,zm_im,168,130,253,202,210.5,166.0,85,72,624,624,2,0.008235294117647068,0.0,0.9764705882352941,True
zm1_1,3,zm1_1_img003.jpg,4,zm_im,168,130,253,202,210.5,166.0,85,72,624,624,2,0.0,0.0,1.0,True
zm1_1,4,zm1_1_img004.jpg,4,zm_im,168,130,253,202,210.5,166.0,85,72,624,624,2,0.0,0.0,1.0,True
zm1_1,5,zm1_1_img005.jpg,4,zm_im,168,130,253,202,210.5,166.0,85,72,624,624,2,0.0,0.0,1.0,True
zm1_1,6,zm1_1_img006.jpg,4,zm_im,168,130,253,202,210.5,166.0,85,72,624,624,2,0.0,0.0,1.0,True
zm1_1,7,zm1_1_img007.jpg,4,zm_im,168,130,253,202,210.5,166.0,85,72,624,624,2,0.0,0.0,1.0,True
zm1_1,8,zm1_1_img008.jpg,4,zm_im,167,130,253,202,210.0,166.0,86,72,624,624,2,0.004590600775193805,0.0008012820512820513,0.9883720930232558,True
zm1_1,9,zm1_1_img009.jpg,4,zm_im,167,130,253,202,210.0,166.0,86,72,624,624,2,0.0,0.0,1.0,True
zm1_1,10,zm1_1_img010.jpg,4,zm_im,167,130,254,202,210.5,166.0,87,72,624,624,2,0.004543821839080454,0.0008012820512820513,0.9885057471264368,True
zm1_1,11,zm1_1_img011.jpg,4,zm_im,167,130,254,202,210.5,166.0,87,72,624,624,2,0.0,0.0,1.0,True
zm1_1,12,zm1_1_img012.jpg,4,zm_im,167,130,254,202,210.5,166.0,87,72,624,624,2,0.0,0.0,1.0,True
zm1_1,13,zm1_1_img013.jpg,4,zm_im,167,130,254,202,210.5,166.0,87,72,624,624,2,0.0,0.0,1.0,True
zm1_1,14,zm1_1_img014.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.004498106060606057,0.0008012820512820513,0.9886363636363636,True
zm1_1,15,zm1_1_img015.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,16,zm1_1_img016.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,17,zm1_1_img017.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,18,zm1_1_img018.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,19,zm1_1_img019.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,20,zm1_1_img020.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,21,zm1_1_img021.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,22,zm1_1_img022.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,23,zm1_1_img023.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,24,zm1_1_img024.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,25,zm1_1_img025.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,26,zm1_1_img026.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,27,zm1_1_img027.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,28,zm1_1_img028.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,29,zm1_1_img029.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,30,zm1_1_img030.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,31,zm1_1_img031.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,32,zm1_1_img032.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,33,zm1_1_img033.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,34,zm1_1_img034.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,35,zm1_1_img035.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,36,zm1_1_img036.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,37,zm1_1_img037.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,38,zm1_1_img038.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,39,zm1_1_img039.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,40,zm1_1_img040.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,41,zm1_1_img041.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,42,zm1_1_img042.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,43,zm1_1_img043.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,44,zm1_1_img044.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,45,zm1_1_img045.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,46,zm1_1_img046.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,47,zm1_1_img047.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,48,zm1_1_img048.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,49,zm1_1_img049.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,50,zm1_1_img050.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,51,zm1_1_img051.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,52,zm1_1_img052.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,53,zm1_1_img053.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,54,zm1_1_img054.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,55,zm1_1_img055.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,56,zm1_1_img056.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,57,zm1_1_img057.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,58,zm1_1_img058.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,59,zm1_1_img059.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,60,zm1_1_img060.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,61,zm1_1_img061.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,62,zm1_1_img062.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,63,zm1_1_img063.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,64,zm1_1_img064.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,65,zm1_1_img065.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,66,zm1_1_img066.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,67,zm1_1_img067.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,68,zm1_1_img068.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,69,zm1_1_img069.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,70,zm1_1_img070.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,71,zm1_1_img071.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,72,zm1_1_img072.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,73,zm1_1_img073.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,74,zm1_1_img074.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,75,zm1_1_img075.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,76,zm1_1_img076.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,77,zm1_1_img077.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,78,zm1_1_img078.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,79,zm1_1_img079.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,80,zm1_1_img080.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,81,zm1_1_img081.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,82,zm1_1_img082.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,83,zm1_1_img083.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,84,zm1_1_img084.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,85,zm1_1_img085.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,86,zm1_1_img086.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,87,zm1_1_img087.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,88,zm1_1_img088.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,89,zm1_1_img089.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,90,zm1_1_img090.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,91,zm1_1_img091.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,92,zm1_1_img092.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,93,zm1_1_img093.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,94,zm1_1_img094.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,95,zm1_1_img095.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,96,zm1_1_img096.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,97,zm1_1_img097.jpg,4,zm_im,166,130,254,202,210.0,166.0,88,72,624,624,2,0.0,0.0,1.0,True
zm1_1,1,zm1_1_img001.jpg,2,zm_im,392,195,484,265,438.0,230.0,92,70,624,624,3,0.0,0.0,1.0,True
zm1_1,2,zm1_1_img002.jpg,2,zm_im,392,194,484,265,438.0,229.5,92,71,624,624,3,0.005450410798122059,0.0008012820512820513,0.9859154929577465,True
zm1_1,3,zm1_1_img003.jpg,2,zm_im,392,194,484,265,438.0,229.5,92,71,624,624,3,0.0,0.0,1.0,True
zm1_1,4,zm1_1_img004.jpg,2,zm_im,392,193,484,265,438.0,229.0,92,72,624,624,3,0.005381944444444427,0.0008012820512820513,0.9861111111111112,True
zm1_1,5,zm1_1_img005.jpg,2,zm_im,392,193,484,265,438.0,229.0,92,72,624,624,3,0.0,0.0,1.0,True
zm1_1,6,zm1_1_img006.jpg,2,zm_im,392,193,484,265,438.0,229.0,92,72,624,624,3,0.0,0.0,1.0,True
