group,track_id,mean_movement,median_movement,max_movement,movement_std,std_center_x,std_center_y,range_center_x,range_center_y,max_center_x,max_center_y,mean_width,std_width,min_width,max_width,width_change,mean_height,std_height,min_height,max_height,height_change,mean_area,std_area,min_area,max_area,area_change,mean_iou,std_iou,min_iou,class_transition_count,pg_el_count,observed_pg_el,first_pg_el_frame,last_pg_el_frame,longest_pg_el_run,early_mean_width,early_mean_height,early_mean_area,early_pg_el_count,middle_mean_width,middle_mean_height,middle_mean_area,middle_pg_el_count,late_mean_width,late_mean_height,late_mean_area,late_pg_el_count,germination_target,final_label
pg1_11,6,0.4563205502110595,0.5,2.9154759474226504,0.515489950230273,5.773490419585007,5.348787039817692,18.0,15.0,421.0,330.5,55.329896907216494,16.032648165723177,41.0,91.0,49.0,41.608247422680414,7.361864259960312,34.0,55.0,21.0,2409.278350515464,1130.529743014565,1428.0,5005.0,3577.0,0.9767619787480842,0.0284841032834687,0.8516129032258064,1,68,1,30,97,68,41.96875,34.09375,1430.84375,3,47.625,40.40625,1932.0,32,75.75757575757575,50.06060606060606,3820.878787878788,33,1,GERMINATED
pg1_11,7,0.9013793268720984,0.5,7.5,1.37216172847358,11.872225106646551,3.440589402454819,48.0,16.0,319.5,355.5,75.65979381443299,41.046839374523096,43.0,185.0,138.0,41.07216494845361,15.377884389690571,31.0,96.0,61.0,3666.061855670103,3789.151350228276,1462.0,17760.0,16115.0,0.962265046338968,0.0513625942433049,0.7006020799124247,1,83,1,15,97,83,44.71875,34.625,1549.21875,18,55.0,33.25,1826.40625,32,125.6969696969697,54.90909090909091,7502.666666666667,33,1,GERMINATED
pg1_11,8,0.3274142275231662,0.0,1.8027756377319943,0.4473159848273645,2.231417043375981,3.7980912133207134,12.0,14.0,309.0,409.0,40.597938144329895,3.770913624466117,38.0,52.0,14.0,40.31958762886598,11.683582976559729,32.0,74.0,42.0,1680.2371134020618,695.4402858620681,1216.0,3848.0,2632.0,0.9800958326355002,0.0281575838517714,0.8718703976435935,1,58,1,40,97,58,38.0,32.0,1216.0,0,39.4375,35.5625,1404.59375,25,44.24242424242424,53.0,2397.696969696969,33,1,GERMINATED
pg1_11,9,0.4754241898267428,0.5,1.5811388300841898,0.4738065776885316,1.9496805170071527,9.35802276516434,7.0,33.0,395.5,459.5,38.597938144329895,5.502876087400777,33.0,50.0,17.0,53.628865979381445,24.65360833364229,35.0,115.0,80.0,2200.6494845360826,1396.9556815117585,1155.0,5750.0,4595.0,0.9782371897931682,0.0254699202874659,0.8671171171171171,1,74,1,24,97,74,34.0625,35.3125,1203.71875,9,36.6875,40.71875,1493.5625,32,44.84848484848485,83.9090909090909,3853.030303030303,33,1,GERMINATED
pg1_12,0,0.1073205795597082,0.0,2.5,0.3445150599557321,1.5608601502200672,1.159759449662706,4.0,4.5,332.0,401.5,40.98969072164948,1.7140706078446122,37.0,43.0,5.0,40.90721649484536,2.201604261502053,35.0,44.0,9.0,1680.40206185567,155.20180808502894,1295.0,1848.0,553.0,0.9936001903314798,0.0246542049644786,0.8013318534961155,1,69,1,29,97,69,38.8125,38.125,1481.71875,4,42.125,42.09375,1773.1875,32,42.0,42.45454545454545,1783.090909090909,33,1,GERMINATED
pg1_12,1,0.8041226866890065,0.5,5.656854249492381,1.1566164899187863,7.53259470534588,3.310691158740104,29.0,15.5,230.5,437.5,55.58762886597938,22.822828405777823,35.0,95.0,56.0,51.09278350515464,13.297610415693605,39.0,82.0,42.0,3119.701030927835,2050.788061576352,1365.0,7695.0,6174.0,0.963457770007567,0.0569719012229565,0.7470564352415753,1,82,1,16,97,82,36.875,39.46875,1454.53125,17,43.21875,45.90625,2025.96875,32,85.72727272727273,67.39393939393939,5795.0,33,1,GERMINATED
pg1_12,2,0.8414186744570299,0.5,4.716990566028302,0.9439136335535724,4.881761711384348,8.644927716020502,15.0,33.0,133.0,369.5,46.134020618556704,7.055930993507652,41.0,64.0,22.0,75.87628865979381,45.36774314625664,37.0,187.0,150.0,3805.185567010309,3040.0868589391957,1554.0,11968.0,10414.0,0.9699708506526732,0.0368598553032741,0.7362244897959184,1,77,1,21,97,77,41.4375,41.84375,1734.5625,12,43.46875,52.15625,2267.5625,32,53.27272727272727,131.87878787878788,7304.090909090909,33,1,GERMINATED
pg1_12,3,0.5013251172939167,0.25,5.220153254455275,0.7847678808222471,3.718921237765998,1.99451900684292,13.5,12.5,238.5,320.0,54.74226804123711,20.892102957577286,39.0,115.0,73.0,41.381443298969074,4.3064164521277,37.0,54.0,14.0,2353.381443298969,1240.196313386765,1554.0,6095.0,4457.0,0.9732063255479224,0.0340242813376349,0.841025641025641,1,62,1,36,97,62,42.8125,38.90625,1665.75,0,42.71875,39.09375,1669.78125,29,77.96969696969697,46.0,3683.060606060606,33,1,GERMINATED
pg1_12,4,1.3035599630047874,1.118033988749895,6.519202405202649,1.3554297311864936,10.011416057812353,9.753304717756924,53.0,51.5,452.0,343.0,59.51546391752577,31.543167411529726,39.0,158.0,119.0,84.54639175257732,53.39659447393196,41.0,220.0,177.0,6659.731958762886,8203.138692133683,1599.0,34760.0,33083.0,0.9564348965803924,0.0395834734801865,0.7745327102803738,1,72,1,26,97,72,39.15625,42.0,1644.5625,7,44.5,59.625,2691.28125,32,93.8181818181818,149.96969696969697,15371.121212121212,33,1,GERMINATED
pg1_12,5,0.5329630651786114,0.5,4.0,0.7376146494989232,4.003538927643753,5.220415380160643,11.0,23.0,364.5,271.5,48.79381443298969,12.173097043713566,40.0,101.0,60.0,64.28865979381443,32.84325748340705,39.0,147.0,108.0,3495.8041237113403,2953.8606282485666,1560.0,14847.0,13248.0,0.9731209783122527,0.0325557488470185,0.84,1,84,1,14,97,84,40.9375,39.53125,1618.59375,19,44.90625,47.59375,2151.09375,32,60.18181818181818,104.48484848484848,6620.090909090909,33,1,GERMINATED
pg1_12,6,1.1798874427084545,0.6035533905932737,4.924428900898052,1.303461336546749,8.132942580750688,20.337456249177635,32.5,73.0,399.5,274.5,57.0,25.883163337001463,33.0,113.0,77.0,72.35051546391753,42.75488547164008,38.0,189.0,148.0,5200.938144329897,5521.484267082339,1254.0,21357.0,19881.0,0.9587156201482192,0.0486358262351466,0.7464702271332105,1,69,1,29,97,69,36.46875,42.21875,1541.0625,4,43.40625,50.40625,2252.6875,32,90.0909090909091,122.84848484848484,11608.818181818182,33,1,GERMINATED
pg1_12,7,0.4804381811388922,0.0,2.549509756796392,0.6381222354982518,5.818156115883963,5.7529329602219565,24.0,24.0,329.0,210.5,45.55670103092783,7.290679082769799,36.0,60.0,22.0,51.0,14.628738838327791,41.0,91.0,49.0,2416.5670103092784,1114.7229132590169,1512.0,5278.0,3766.0,0.978150723798628,0.0294564162990157,0.880690737833595,1,71,1,27,97,71,37.71875,41.25,1556.5625,6,44.5625,44.03125,1963.625,32,54.121212121212125,67.21212121212122,3689.727272727273,33,1,GERMINATED
pg1_12,8,0.1279199130095653,0.0,3.1622776601683795,0.391033667590092,1.5653647083697062,1.1109891762429476,7.0,4.0,239.5,250.5,43.628865979381445,3.5531881651099835,37.0,48.0,11.0,46.77319587628866,3.944211874652266,39.0,51.0,12.0,2054.061855670103,327.66826367415706,1443.0,2448.0,1005.0,0.992377323255209,0.0280137761333298,0.8100303951367781,1,66,1,32,97,66,39.15625,41.5,1626.34375,1,44.375,48.5,2153.59375,32,47.24242424242424,50.21212121212121,2372.3030303030305,33,1,GERMINATED
pg1_12,9,1.1176025970489636,0.7071067811865476,8.246211251235321,1.3543624951994002,8.589704703256608,8.816422275071893,33.0,35.0,237.0,142.5,70.91752577319588,35.360491116817535,42.0,140.0,98.0,79.83505154639175,33.569340581238684,43.0,129.0,84.0,6782.505154639175,5756.625153437552,1806.0,17780.0,15974.0,0.9644451181460694,0.0445217750315234,0.6701244813278008,1,80,1,18,97,80,42.09375,46.03125,1938.0625,15,52.03125,70.96875,3899.28125,32,117.1818181818182,121.21212121212122,14276.0,33,1,GERMINATED
pg1_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,131.0,38.0,0.0,38.0,38.0,0.0,36.0,0.0,36.0,36.0,0.0,1368.0,0.0,1368.0,1368.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,38.0,36.0,1368.0,0,38.0,36.0,1368.0,0,38.0,36.0,1368.0,0,0,NON-GERMINATED
pg1_3,1,0.015625,0.0,1.5,0.15229366163764,0.0,0.1515148294505059,0.0,1.5,177.5,213.0,35.0,0.0,35.0,35.0,0.0,37.01030927835052,0.1010098863003372,37.0,38.0,-1.0,1295.360824742268,3.5353460205118044,1295.0,1330.0,-35.0,0.999198717948718,0.0078099313660328,0.9230769230769232,0,0,0,0,0,0,35.0,37.03125,1296.09375,0,35.0,37.0,1295.0,0,35.0,37.0,1295.0,0,0,NON-GERMINATED
pg1_3,2,0.0481387535787462,0.0,2.1213203435596424,0.2399551911028767,0.4224917859226014,0.5513777562797557,1.5,3.0,210.0,392.0,33.69072164948454,0.4621961189991731,33.0,34.0,1.0,33.8041237113402,0.3968737434004156,33.0,34.0,0.0,1138.979381443299,25.117858017155147,1089.0,1156.0,34.0,0.9967946399871424,0.0174251941713021,0.839344262295082,0,0,0,0,0,0,33.875,33.875,1147.5,0,33.1875,33.53125,1112.90625,0,34.0,34.0,1156.0,0,0,NON-GERMINATED
pg1_3,3,0.1457365081761934,0.0,3.1622776601683795,0.394771077357427,0.6269194142478669,1.7454829120440123,3.0,7.0,215.5,295.0,44.05154639175258,3.695556356481427,37.0,50.0,13.0,35.608247422680414,2.7075941351387374,32.0,39.0,7.0,1578.360824742268,246.61431909527263,1184.0,1950.0,766.0,0.9913164583652924,0.0274690745706832,0.789551140544518,1,69,1,29,97,69,39.5,32.25,1274.875,4,44.59375,36.125,1612.65625,32,47.93939393939394,38.36363636363637,1839.3939393939395,33,1,GERMINATED
pg1_3,4,0.9682532946249396,0.5,3.2015621187164243,1.0631057759138005,2.6407151596419567,19.31295339887558,11.0,71.0,386.5,243.5,52.30927835051546,20.05475022770707,33.0,101.0,68.0,83.18556701030928,59.85848085136424,37.0,233.0,196.0,5492.628865979382,5784.439317062199,1221.0,23533.0,22312.0,0.9643141045523376,0.0320386929392894,0.8303378864126527,1,67,1,31,97,67,33.0625,37.96875,1255.34375,2,45.625,52.40625,2531.1875,32,77.45454545454545,156.87878787878788,12473.212121212122,33,1,GERMINATED
pg1_3,5,0.3625973447994617,0.0,8.246211251235321,0.9235248591913378,6.243215043900641,4.109434047153598,17.5,14.5,358.0,258.5,49.65979381443299,13.319148759167296,37.0,74.0,37.0,49.381443298969074,19.530279583183145,33.0,84.0,49.0,2706.505154639175,1808.8692892643,1295.0,6216.0,4921.0,0.9773816966235768,0.0494982100287501,0.5831240582621798,1,64,1,34,97,64,37.0,35.0,1295.0,0,44.59375,37.21875,1684.65625,31,66.84848484848484,75.12121212121212,5066.121212121212,33,1,GERMINATED
pg1_3,6,1.2505494832755062,1.0,6.020797289396148,1.0624661515609322,10.161604707144113,24.73565096224232,34.0,88.0,328.0,312.0,51.50515463917526,17.721280649622496,39.0,104.0,62.0,87.3298969072165,56.05919582077365,38.0,226.0,186.0,5398.8247422680415,5745.265959785166,1596.0,23504.0,21824.0,0.9583338175443852,0.0374252758890653,0.7247292418772563,1,71,1,27,97,71,43.15625,39.625,1709.3125,6,40.875,63.75,2596.1875,32,69.9090909090909,156.45454545454547,11694.242424242424,33,1,GERMINATED
pg1_3,7,1.063673350566731,0.5,8.5,1.249522843579691,17.19286606201847,14.59958163909366,52.0,64.0,414.0,382.5,72.41237113402062,36.23342211112384,40.0,154.0,114.0,67.52577319587628,46.64586760484099,33.0,195.0,162.0,6556.041237113402,7772.749553868662,1320.0,30030.0,28710.0,0.9642441416635992,0.0473943665512126,0.6190975865687304,1,80,1,18,97,80,43.0,34.90625,1502.625,15,54.65625,42.03125,2384.0625,32,118.15151515151516,123.87878787878788,15501.878787878788,33,1,GERMINATED
pg1_3,8,1.116644172676749,0.7071067811865476,4.924428900898052,1.1077292651909092,19.53189847207037,7.362914456898624,71.0,38.0,349.0,448.5,80.97938144329896,55.32918906421804,35.0,204.0,168.0,47.70103092783505,12.12917157356178,36.0,99.0,58.0,4424.051546391753,4396.102599975109,1260.0,20196.0,18720.0,0.963425755870946,0.0380120170372661,0.7674418604651163,1,77,1,21,97,77,35.875,40.03125,1436.59375,12,53.9375,44.15625,2414.53125,32,150.93939393939394,58.57575757575758,9269.60606060606,33,1,GERMINATED
pg1_3,9,1.017710007026562,1.0,5.70087712549569,1.0436792330970253,15.029165325935546,8.977007983454087,51.5,24.5,293.5,561.0,64.14432989690722,43.950297535021775,34.0,172.0,138.0,63.98969072164948,28.629339303876925,35.0,111.0,76.0,5103.123711340206,5289.975059395403,1190.0,19092.0,17902.0,0.962285819819742,0.047195960888534,0.66,1,86,1,12,97,86,35.3125,35.65625,1259.5625,21,38.75,56.625,2245.53125,32,116.72727272727272,98.6060606060606,11601.212121212122,33,1,GERMINATED
pg1_4,0,0.8982689960433682,0.5,7.106335201775948,1.1424062225906797,15.646290575007628,5.635866648454189,48.0,25.5,327.0,436.5,72.10309278350516,48.52345262192516,34.0,171.0,132.0,54.75257731958763,20.074619010306776,39.0,110.0,71.0,4883.6082474226805,5160.499793098645,1428.0,18810.0,17289.0,0.965944216302768,0.0472285947382315,0.647736976942784,1,70,1,28,97,70,37.40625,39.46875,1474.78125,5,43.21875,45.75,2032.875,32,133.75757575757575,78.3030303030303,10953.484848484848,33,1,GERMINATED
pg1_4,1,0.0810449130095653,0.0,3.1622776601683795,0.3589545775469909,1.1239950459982606,0.6044789779080021,3.5,4.0,203.0,416.5,45.78350515463917,3.120358174404241,42.0,49.0,7.0,35.04123711340206,1.7463807981739958,33.0,37.0,-1.0,1600.1958762886595,73.62381942767378,1485.0,1764.0,210.0,0.9946016616905786,0.0254904754943111,0.8133022170361727,1,60,1,38,97,60,42.0,37.0,1554.0,0,46.25,33.625,1552.5,27,49.0,34.51515151515152,1691.2424242424242,33,1,GERMINATED
pg1_4,2,1.0637543366102054,0.5,8.0,1.5782339955394178,7.657368738228426,10.138644580685725,37.5,24.5,440.0,419.0,65.77319587628865,45.843414608668176,34.0,187.0,152.0,61.24742268041237,25.04389174980559,37.0,96.0,59.0,5015.6082474226805,5175.001484250399,1258.0,17952.0,16657.0,0.9609906217171736,0.05504380126907,0.693732755222704,3,62,1,35,97,61,35.28125,38.03125,1342.15625,0,39.1875,51.53125,2085.625,29,121.12121212121212,93.1818181818182,11418.939393939394,33,1,GERMINATED
pg1_4,3,1.043341878039013,1.0,3.8078865529319534,0.9986867504528264,14.993956695252429,4.735248053814185,55.0,21.0,314.5,359.5,55.90721649484536,26.793245215152933,36.0,147.0,111.0,87.1340206185567,49.71581690815244,36.0,156.0,120.0,5909.79381443299,5764.127362068547,1296.0,22932.0,21636.0,0.9637213749071964,0.0353953550951455,0.84,1,69,1,29,97,69,36.3125,37.59375,1366.5,4,46.6875,71.84375,3429.375,32,83.84848484848484,150.0,12720.666666666666,33,1,GERMINATED
pg1_4,4,1.0561116861170987,1.0,3.3541019662496847,1.0404541186970069,17.541984618613018,8.604326534675165,47.5,35.0,180.0,351.5,95.03092783505154,68.99013131402745,38.0,233.0,195.0,53.50515463917526,25.603690017297502,36.0,124.0,85.0,6751.546391752578,8171.888440307876,1368.0,28304.0,26825.0,0.9656340761101756,0.034276388469683,0.8560975609756097,1,67,1,31,97,67,39.0625,36.3125,1418.90625,2,60.96875,41.09375,2558.0625,32,182.33333333333331,82.21212121212122,15989.0,33,1,GERMINATED
pg1_4,5,0.0364583333333333,0.0,1.0,0.1486885669127103,0.0,0.6076355475584072,0.0,3.5,268.0,244.0,44.0,0.0,44.0,44.0,0.0,35.95876288659794,0.1988381600204732,35.0,36.0,-1.0,1582.1855670103091,8.748879040900825,1540.0,1584.0,-44.0,0.9979901776776776,0.0081599149922651,0.945945945945946,0,0,0,0,0,0,44.0,35.9375,1581.25,0,44.0,35.96875,1582.625,0,44.0,35.96969696969697,1582.6666666666667,0,0,NON-GERMINATED
pg1_4,6,0.0677083333333333,0.0,0.5,0.1710840386005921,0.447831064514917,0.7638263924381633,1.0,2.5,219.0,205.0,35.98969072164948,0.1010098863003372,35.0,36.0,0.0,41.8041237113402,1.6846130532958243,41.0,46.0,5.0,1504.5257731958764,60.988268735644894,1435.0,1656.0,180.0,0.995808891189326,0.0134399169083721,0.8913043478260869,1,13,1,85,97,13,35.96875,41.25,1483.71875,0,36.0,41.15625,1481.625,0,36.0,42.96969696969697,1546.909090909091,13,1,GERMINATED
pg1_4,7,0.0563980579413864,0.0,1.4142135623730951,0.2211393054022132,0.5072542103151564,0.6742141932677301,2.0,2.0,155.0,199.5,42.05154639175258,0.2211093875208991,42.0,43.0,0.0,39.01030927835052,0.1010098863003372,39.0,40.0,0.0,1640.4432989690722,9.51934446344444,1638.0,1680.0,0.0,0.9969828835810524,0.0125545741471903,0.9068684516880092,0,0,0,0,0,0,42.0,39.0,1638.0,0,42.15625,39.0,1644.09375,0,42.0,39.03030303030303,1639.2727272727273,0,0,NON-GERMINATED
pg1_4,8,1.0815757318172607,1.0590169943749477,9.12414379544733,1.289777992399192,18.0002597966632,13.551549332778794,55.5,56.5,374.5,220.5,86.12371134020619,57.24810494895506,39.0,224.0,185.0,64.37113402061856,41.81927725655226,32.0,181.0,147.0,7914.701030927835,10016.077207268208,1248.0,40544.0,39218.0,0.957868604574342,0.0562243645919338,0.5421686746987951,1,72,1,26,97,72,39.1875,33.5625,1314.9375,7,59.125,42.78125,2729.3125,32,157.8181818181818,115.1818181818182,19342.727272727272,33,1,GERMINATED
pg1_4,9,0.2160913113081404,0.0,3.2015621187164243,0.4761743852593589,2.242653124890268,2.183657500793961,8.5,8.5,286.5,155.5,41.58762886597938,5.265629806995683,37.0,57.0,20.0,45.44329896907217,6.844320502242836,39.0,66.0,27.0,1925.7113402061852,577.7172454104132,1443.0,3762.0,2319.0,0.9886047392461562,0.0269589534164626,0.8,1,62,1,36,97,62,37.0,39.0,1443.0,0,41.0625,45.0625,1853.28125,29,46.54545454545455,52.06060606060606,2464.030303030303,33,1,GERMINATED
pg1_5,0,0.0500289128930416,0.0,1.8027756377319943,0.2502024670969636,0.850249880433619,0.7964543064212949,2.0,2.0,343.0,151.0,42.90721649484536,1.7115886045040511,40.0,44.0,3.0,38.4639175257732,1.5929086128425902,36.0,40.0,4.0,1652.9278350515465,129.56423773339887,1440.0,1760.0,284.0,0.99725495916687,0.0145322057794331,0.8812729498164015,1,72,1,26,97,72,40.6875,36.4375,1483.5625,7,44.0,38.90625,1711.875,32,44.0,40.0,1760.0,33,1,GERMINATED
