file,stem,object_index,class,xmin,ymin,xmax,ymax,image_width,image_height,group,frame
pg1_10_img003.xml,pg1_10_img003,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,3
pg1_10_img003.xml,pg1_10_img003,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,3
pg1_10_img003.xml,pg1_10_img003,7,pg_im,445.0,366.0,480.0,402.0,624,624,pg1_10,3
pg1_10_img003.xml,pg1_10_img003,8,pg_im,308.0,405.0,339.0,439.0,624,624,pg1_10,3
pg1_10_img003.xml,pg1_10_img003,9,pg_im,186.0,379.0,227.0,415.0,624,624,pg1_10,3
pg1_10_img004.xml,pg1_10_img004,0,pg_im,243.0,212.0,282.0,248.0,624,624,pg1_10,4
pg1_10_img004.xml,pg1_10_img004,1,pg_im,310.0,253.0,351.0,285.0,624,624,pg1_10,4
pg1_10_img004.xml,pg1_10_img004,2,pg_im,257.0,311.0,294.0,349.0,624,624,pg1_10,4
pg1_10_img004.xml,pg1_10_img004,3,pg_im,179.0,180.0,218.0,219.0,624,624,pg1_10,4
pg1_10_img004.xml,pg1_10_img004,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,4
pg1_10_img004.xml,pg1_10_img004,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,4
pg1_10_img004.xml,pg1_10_img004,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,4
pg1_10_img004.xml,pg1_10_img004,7,pg_im,445.0,366.0,480.0,402.0,624,624,pg1_10,4
pg1_10_img004.xml,pg1_10_img004,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,4
pg1_10_img004.xml,pg1_10_img004,9,pg_im,185.0,379.0,227.0,416.0,624,624,pg1_10,4
pg1_10_img005.xml,pg1_10_img005,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,5
pg1_10_img005.xml,pg1_10_img005,1,pg_im,310.0,253.0,351.0,284.0,624,624,pg1_10,5
pg1_10_img005.xml,pg1_10_img005,2,pg_im,257.0,311.0,294.0,349.0,624,624,pg1_10,5
pg1_10_img005.xml,pg1_10_img005,3,pg_im,179.0,180.0,218.0,219.0,624,624,pg1_10,5
pg1_10_img005.xml,pg1_10_img005,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,5
pg1_10_img005.xml,pg1_10_img005,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,5
pg1_10_img005.xml,pg1_10_img005,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,5
pg1_10_img005.xml,pg1_10_img005,7,pg_im,445.0,366.0,480.0,402.0,624,624,pg1_10,5
pg1_10_img005.xml,pg1_10_img005,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,5
pg1_10_img005.xml,pg1_10_img005,9,pg_im,185.0,379.0,227.0,416.0,624,624,pg1_10,5
pg1_10_img006.xml,pg1_10_img006,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,6
pg1_10_img006.xml,pg1_10_img006,1,pg_im,310.0,253.0,351.0,284.0,624,624,pg1_10,6
pg1_10_img006.xml,pg1_10_img006,2,pg_im,257.0,311.0,293.0,349.0,624,624,pg1_10,6
pg1_10_img006.xml,pg1_10_img006,3,pg_im,179.0,180.0,218.0,220.0,624,624,pg1_10,6
pg1_10_img006.xml,pg1_10_img006,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,6
pg1_10_img006.xml,pg1_10_img006,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,6
pg1_10_img006.xml,pg1_10_img006,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,6
pg1_10_img006.xml,pg1_10_img006,7,pg_im,445.0,366.0,480.0,402.0,624,624,pg1_10,6
pg1_10_img006.xml,pg1_10_img006,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,6
pg1_10_img006.xml,pg1_10_img006,9,pg_im,185.0,379.0,227.0,417.0,624,624,pg1_10,6
pg1_10_img007.xml,pg1_10_img007,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,7
pg1_10_img007.xml,pg1_10_img007,1,pg_im,310.0,253.0,351.0,284.0,624,624,pg1_10,7
pg1_10_img007.xml,pg1_10_img007,2,pg_im,257.0,311.0,293.0,349.0,624,624,pg1_10,7
pg1_10_img007.xml,pg1_10_img007,3,pg_im,179.0,180.0,218.0,220.0,624,624,pg1_10,7
pg1_10_img007.xml,pg1_10_img007,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,7
pg1_10_img007.xml,pg1_10_img007,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,7
pg1_10_img007.xml,pg1_10_img007,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,7
pg1_10_img007.xml,pg1_10_img007,7,pg_im,445.0,366.0,480.0,402.0,624,624,pg1_10,7
pg1_10_img007.xml,pg1_10_img007,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,7
pg1_10_img007.xml,pg1_10_img007,9,pg_im,184.0,379.0,227.0,417.0,624,624,pg1_10,7
pg1_10_img008.xml,pg1_10_img008,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,8
pg1_10_img008.xml,pg1_10_img008,1,pg_im,310.0,253.0,351.0,284.0,624,624,pg1_10,8
pg1_10_img008.xml,pg1_10_img008,2,pg_im,257.0,311.0,293.0,349.0,624,624,pg1_10,8
pg1_10_img008.xml,pg1_10_img008,3,pg_im,179.0,180.0,218.0,220.0,624,624,pg1_10,8
pg1_10_img008.xml,pg1_10_img008,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,8
pg1_10_img008.xml,pg1_10_img008,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,8
pg1_10_img008.xml,pg1_10_img008,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,8
pg1_10_img008.xml,pg1_10_img008,7,pg_im,444.0,366.0,480.0,402.0,624,624,pg1_10,8
pg1_10_img008.xml,pg1_10_img008,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,8
pg1_10_img008.xml,pg1_10_img008,9,pg_im,184.0,379.0,227.0,418.0,624,624,pg1_10,8
pg1_10_img009.xml,pg1_10_img009,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,9
pg1_10_img009.xml,pg1_10_img009,1,pg_im,310.0,253.0,351.0,284.0,624,624,pg1_10,9
pg1_10_img009.xml,pg1_10_img009,2,pg_im,257.0,311.0,293.0,349.0,624,624,pg1_10,9
pg1_10_img009.xml,pg1_10_img009,3,pg_im,179.0,180.0,218.0,220.0,624,624,pg1_10,9
pg1_10_img009.xml,pg1_10_img009,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,9
pg1_10_img009.xml,pg1_10_img009,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,9
pg1_10_img009.xml,pg1_10_img009,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,9
pg1_10_img009.xml,pg1_10_img009,7,pg_im,444.0,366.0,480.0,402.0,624,624,pg1_10,9
pg1_10_img009.xml,pg1_10_img009,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,9
pg1_10_img009.xml,pg1_10_img009,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,9
pg1_10_img010.xml,pg1_10_img010,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,10
pg1_10_img010.xml,pg1_10_img010,1,pg_im,310.0,253.0,351.0,284.0,624,624,pg1_10,10
pg1_10_img010.xml,pg1_10_img010,2,pg_im,256.0,311.0,293.0,349.0,624,624,pg1_10,10
pg1_10_img010.xml,pg1_10_img010,3,pg_im,179.0,180.0,218.0,220.0,624,624,pg1_10,10
pg1_10_img010.xml,pg1_10_img010,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,10
pg1_10_img010.xml,pg1_10_img010,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,10
pg1_10_img010.xml,pg1_10_img010,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,10
pg1_10_img010.xml,pg1_10_img010,7,pg_im,444.0,366.0,480.0,402.0,624,624,pg1_10,10
pg1_10_img010.xml,pg1_10_img010,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,10
pg1_10_img010.xml,pg1_10_img010,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,10
pg1_10_img011.xml,pg1_10_img011,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,11
pg1_10_img011.xml,pg1_10_img011,1,pg_im,310.0,253.0,351.0,284.0,624,624,pg1_10,11
pg1_10_img011.xml,pg1_10_img011,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,11
pg1_10_img011.xml,pg1_10_img011,3,pg_im,179.0,180.0,218.0,221.0,624,624,pg1_10,11
pg1_10_img011.xml,pg1_10_img011,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,11
pg1_10_img011.xml,pg1_10_img011,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,11
pg1_10_img011.xml,pg1_10_img011,6,pg_el,442.0,276.0,481.0,315.0,624,624,pg1_10,11
pg1_10_img011.xml,pg1_10_img011,7,pg_im,444.0,366.0,480.0,402.0,624,624,pg1_10,11
pg1_10_img011.xml,pg1_10_img011,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,11
pg1_10_img011.xml,pg1_10_img011,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,11
pg1_10_img012.xml,pg1_10_img012,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,12
pg1_10_img012.xml,pg1_10_img012,1,pg_im,310.0,252.0,351.0,284.0,624,624,pg1_10,12
pg1_10_img012.xml,pg1_10_img012,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,12
pg1_10_img012.xml,pg1_10_img012,3,pg_im,179.0,180.0,218.0,221.0,624,624,pg1_10,12
pg1_10_img012.xml,pg1_10_img012,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,12
pg1_10_img012.xml,pg1_10_img012,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,12
pg1_10_img012.xml,pg1_10_img012,6,pg_el,442.0,275.0,481.0,315.0,624,624,pg1_10,12
pg1_10_img012.xml,pg1_10_img012,7,pg_im,444.0,366.0,479.0,401.0,624,624,pg1_10,12
pg1_10_img012.xml,pg1_10_img012,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,12
pg1_10_img012.xml,pg1_10_img012,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,12
pg1_10_img013.xml,pg1_10_img013,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,13
pg1_10_img013.xml,pg1_10_img013,1,pg_im,310.0,252.0,351.0,284.0,624,624,pg1_10,13
pg1_10_img013.xml,pg1_10_img013,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,13
pg1_10_img013.xml,pg1_10_img013,3,pg_im,179.0,180.0,218.0,221.0,624,624,pg1_10,13
pg1_10_img013.xml,pg1_10_img013,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,13
pg1_10_img013.xml,pg1_10_img013,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,13
pg1_10_img013.xml,pg1_10_img013,6,pg_el,442.0,275.0,481.0,315.0,624,624,pg1_10,13
pg1_10_img013.xml,pg1_10_img013,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,13
pg1_10_img013.xml,pg1_10_img013,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,13
pg1_10_img013.xml,pg1_10_img013,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,13
pg1_10_img014.xml,pg1_10_img014,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,14
pg1_10_img014.xml,pg1_10_img014,1,pg_im,310.0,252.0,351.0,284.0,624,624,pg1_10,14
pg1_10_img014.xml,pg1_10_img014,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,14
pg1_10_img014.xml,pg1_10_img014,3,pg_im,179.0,180.0,218.0,221.0,624,624,pg1_10,14
pg1_10_img014.xml,pg1_10_img014,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,14
pg1_10_img014.xml,pg1_10_img014,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,14
pg1_10_img014.xml,pg1_10_img014,6,pg_el,442.0,275.0,481.0,315.0,624,624,pg1_10,14
pg1_10_img014.xml,pg1_10_img014,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,14
pg1_10_img014.xml,pg1_10_img014,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,14
pg1_10_img014.xml,pg1_10_img014,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,14
pg1_10_img015.xml,pg1_10_img015,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,15
pg1_10_img015.xml,pg1_10_img015,1,pg_im,310.0,252.0,351.0,284.0,624,624,pg1_10,15
pg1_10_img015.xml,pg1_10_img015,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,15
pg1_10_img015.xml,pg1_10_img015,3,pg_im,179.0,180.0,218.0,221.0,624,624,pg1_10,15
pg1_10_img015.xml,pg1_10_img015,4,pg_im,335.0,118.0,369.0,154.0,624,624,pg1_10,15
pg1_10_img015.xml,pg1_10_img015,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,15
pg1_10_img015.xml,pg1_10_img015,6,pg_el,442.0,274.0,481.0,315.0,624,624,pg1_10,15
pg1_10_img015.xml,pg1_10_img015,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,15
pg1_10_img015.xml,pg1_10_img015,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,15
pg1_10_img015.xml,pg1_10_img015,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,15
pg1_10_img016.xml,pg1_10_img016,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,16
pg1_10_img016.xml,pg1_10_img016,1,pg_im,310.0,252.0,351.0,283.0,624,624,pg1_10,16
pg1_10_img016.xml,pg1_10_img016,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,16
pg1_10_img016.xml,pg1_10_img016,3,pg_el,179.0,181.0,217.0,219.0,624,624,pg1_10,16
pg1_10_img016.xml,pg1_10_img016,4,pg_im,335.0,118.0,369.0,154.0,624,624,pg1_10,16
pg1_10_img016.xml,pg1_10_img016,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,16
pg1_10_img016.xml,pg1_10_img016,6,pg_el,442.0,274.0,481.0,315.0,624,624,pg1_10,16
pg1_10_img016.xml,pg1_10_img016,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,16
pg1_10_img016.xml,pg1_10_img016,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,16
pg1_10_img016.xml,pg1_10_img016,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,16
pg1_10_img017.xml,pg1_10_img017,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,17
pg1_10_img017.xml,pg1_10_img017,1,pg_im,310.0,252.0,351.0,283.0,624,624,pg1_10,17
pg1_10_img017.xml,pg1_10_img017,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,17
pg1_10_img017.xml,pg1_10_img017,3,pg_el,179.0,181.0,217.0,220.0,624,624,pg1_10,17
pg1_10_img017.xml,pg1_10_img017,4,pg_im,335.0,118.0,369.0,154.0,624,624,pg1_10,17
pg1_10_img017.xml,pg1_10_img017,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,17
pg1_10_img017.xml,pg1_10_img017,6,pg_el,442.0,274.0,481.0,315.0,624,624,pg1_10,17
pg1_10_img017.xml,pg1_10_img017,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,17
pg1_10_img017.xml,pg1_10_img017,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,17
pg1_10_img017.xml,pg1_10_img017,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,17
pg1_10_img018.xml,pg1_10_img018,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,18
pg1_10_img018.xml,pg1_10_img018,1,pg_im,310.0,252.0,351.0,283.0,624,624,pg1_10,18
pg1_10_img018.xml,pg1_10_img018,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,18
pg1_10_img018.xml,pg1_10_img018,3,pg_el,179.0,181.0,217.0,220.0,624,624,pg1_10,18
pg1_10_img018.xml,pg1_10_img018,4,pg_im,335.0,118.0,370.0,154.0,624,624,pg1_10,18
pg1_10_img018.xml,pg1_10_img018,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,18
pg1_10_img018.xml,pg1_10_img018,6,pg_el,442.0,273.0,481.0,315.0,624,624,pg1_10,18
pg1_10_img018.xml,pg1_10_img018,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,18
pg1_10_img018.xml,pg1_10_img018,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,18
pg1_10_img018.xml,pg1_10_img018,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,18
pg1_10_img019.xml,pg1_10_img019,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,19
pg1_10_img019.xml,pg1_10_img019,1,pg_im,310.0,252.0,351.0,283.0,624,624,pg1_10,19
pg1_10_img019.xml,pg1_10_img019,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,19
pg1_10_img019.xml,pg1_10_img019,3,pg_el,178.0,181.0,217.0,220.0,624,624,pg1_10,19
pg1_10_img019.xml,pg1_10_img019,4,pg_im,335.0,117.0,370.0,153.0,624,624,pg1_10,19
pg1_10_img019.xml,pg1_10_img019,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,19
pg1_10_img019.xml,pg1_10_img019,6,pg_el,441.0,273.0,481.0,315.0,624,624,pg1_10,19
pg1_10_img019.xml,pg1_10_img019,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,19
pg1_10_img019.xml,pg1_10_img019,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,19
pg1_10_img019.xml,pg1_10_img019,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,19
pg1_10_img020.xml,pg1_10_img020,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,20
pg1_10_img020.xml,pg1_10_img020,1,pg_im,310.0,252.0,351.0,283.0,624,624,pg1_10,20
pg1_10_img020.xml,pg1_10_img020,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,20
pg1_10_img020.xml,pg1_10_img020,3,pg_el,178.0,181.0,217.0,220.0,624,624,pg1_10,20
pg1_10_img020.xml,pg1_10_img020,4,pg_im,336.0,117.0,370.0,153.0,624,624,pg1_10,20
pg1_10_img020.xml,pg1_10_img020,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,20
pg1_10_img020.xml,pg1_10_img020,6,pg_el,441.0,273.0,481.0,315.0,624,624,pg1_10,20
pg1_10_img020.xml,pg1_10_img020,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,20
pg1_10_img020.xml,pg1_10_img020,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,20
pg1_10_img020.xml,pg1_10_img020,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,20
pg1_10_img021.xml,pg1_10_img021,0,pg_im,243.0,210.0,282.0,248.0,624,624,pg1_10,21
pg1_10_img021.xml,pg1_10_img021,1,pg_im,310.0,252.0,351.0,283.0,624,624,pg1_10,21
pg1_10_img021.xml,pg1_10_img021,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,21
pg1_10_img021.xml,pg1_10_img021,3,pg_el,178.0,181.0,217.0,220.0,624,624,pg1_10,21
pg1_10_img021.xml,pg1_10_img021,4,pg_im,336.0,117.0,370.0,153.0,624,624,pg1_10,21
pg1_10_img021.xml,pg1_10_img021,5,pg_el,432.0,171.0,469.0,214.0,624,624,pg1_10,21
pg1_10_img021.xml,pg1_10_img021,6,pg_el,441.0,272.0,481.0,315.0,624,624,pg1_10,21
pg1_10_img021.xml,pg1_10_img021,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,21
pg1_10_img021.xml,pg1_10_img021,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,21
pg1_10_img021.xml,pg1_10_img021,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,21
pg1_10_img022.xml,pg1_10_img022,0,pg_im,243.0,210.0,282.0,248.0,624,624,pg1_10,22
pg1_10_img022.xml,pg1_10_img022,1,pg_im,310.0,252.0,351.0,283.0,624,624,pg1_10,22
pg1_10_img022.xml,pg1_10_img022,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,22
pg1_10_img022.xml,pg1_10_img022,3,pg_el,177.0,181.0,217.0,220.0,624,624,pg1_10,22
pg1_10_img022.xml,pg1_10_img022,4,pg_im,336.0,117.0,371.0,153.0,624,624,pg1_10,22
pg1_10_img022.xml,pg1_10_img022,5,pg_el,432.0,171.0,469.0,214.0,624,624,pg1_10,22
pg1_10_img022.xml,pg1_10_img022,6,pg_el,441.0,272.0,481.0,315.0,624,624,pg1_10,22
pg1_10_img022.xml,pg1_10_img022,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,22
pg1_10_img022.xml,pg1_10_img022,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,22
pg1_10_img022.xml,pg1_10_img022,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,22
pg1_10_img023.xml,pg1_10_img023,0,pg_im,243.0,210.0,282.0,248.0,624,624,pg1_10,23
pg1_10_img023.xml,pg1_10_img023,1,pg_im,310.0,252.0,351.0,283.0,624,624,pg1_10,23
pg1_10_img023.xml,pg1_10_img023,2,pg_im,256.0,312.0,292.0,349.0,624,624,pg1_10,23
pg1_10_img023.xml,pg1_10_img023,3,pg_el,177.0,181.0,217.0,220.0,624,624,pg1_10,23
pg1_10_img023.xml,pg1_10_img023,4,pg_im,336.0,117.0,371.0,153.0,624,624,pg1_10,23
pg1_10_img023.xml,pg1_10_img023,5,pg_el,431.0,170.0,469.0,214.0,624,624,pg1_10,23
pg1_10_img023.xml,pg1_10_img023,6,pg_el,441.0,272.0,481.0,315.0,624,624,pg1_10,23
pg1_10_img023.xml,pg1_10_img023,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,23
pg1_10_img023.xml,pg1_10_img023,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,23
pg1_10_img023.xml,pg1_10_img023,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,23
pg1_10_img024.xml,pg1_10_img024,0,pg_im,243.0,210.0,282.0,248.0,624,624,pg1_10,24
pg1_10_img024.xml,pg1_10_img024,1,pg_im,310.0,252.0,351.0,283.0,624,624,pg1_10,24
pg1_10_img024.xml,pg1_10_img024,2,pg_im,256.0,312.0,292.0,349.0,624,624,pg1_10,24
pg1_10_img024.xml,pg1_10_img024,3,pg_el,177.0,181.0,217.0,220.0,624,624,pg1_10,24
pg1_10_img024.xml,pg1_10_img024,4,pg_im,337.0,117.0,371.0,153.0,624,624,pg1_10,24
pg1_10_img024.xml,pg1_10_img024,5,pg_el,431.0,170.0,469.0,214.0,624,624,pg1_10,24
pg1_10_img024.xml,pg1_10_img024,6,pg_el,441.0,272.0,481.0,315.0,624,624,pg1_10,24
pg1_10_img024.xml,pg1_10_img024,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,24
pg1_10_img024.xml,pg1_10_img024,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,24
pg1_10_img024.xml,pg1_10_img024,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,24
pg1_10_img025.xml,pg1_10_img025,0,pg_im,243.0,210.0,282.0,248.0,624,624,pg1_10,25
pg1_10_img025.xml,pg1_10_img025,1,pg_im,310.0,252.0,351.0,283.0,624,624,pg1_10,25
pg1_10_img025.xml,pg1_10_img025,2,pg_im,256.0,312.0,292.0,349.0,624,624,pg1_10,25
pg1_10_img025.xml,pg1_10_img025,3,pg_el,176.0,181.0,217.0,220.0,624,624,pg1_10,25
pg1_10_img025.xml,pg1_10_img025,4,pg_el,337.0,116.0,371.0,152.0,624,624,pg1_10,25
pg1_10_img025.xml,pg1_10_img025,5,pg_el,431.0,169.0,469.0,214.0,624,624,pg1_10,25
pg1_10_img025.xml,pg1_10_img025,6,pg_el,441.0,271.0,481.0,315.0,624,624,pg1_10,25
pg1_10_img025.xml,pg1_10_img025,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,25
