file,stem,object_index,class,xmin,ymin,xmax,ymax,image_width,image_height,group,frame,width,height,area
pg4_10_img002.xml,pg4_10_img002,9,pg_im,292.0,407.0,330.0,445.0,624,624,pg4_10,2,38.0,38.0,1444.0
pg4_10_img002.xml,pg4_10_img002,10,pg_im,141.0,388.0,175.0,423.0,624,624,pg4_10,2,34.0,35.0,1190.0
pg4_10_img003.xml,pg4_10_img003,0,pg_im,230.0,123.0,271.0,156.0,624,624,pg4_10,3,41.0,33.0,1353.0
pg4_10_img003.xml,pg4_10_img003,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,3,45.0,35.0,1575.0
pg4_10_img003.xml,pg4_10_img003,2,pg_im,105.0,317.0,142.0,359.0,624,624,pg4_10,3,37.0,42.0,1554.0
pg4_10_img003.xml,pg4_10_img003,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,3,38.0,37.0,1406.0
pg4_10_img003.xml,pg4_10_img003,4,pg_im,404.0,158.0,449.0,189.0,624,624,pg4_10,3,45.0,31.0,1395.0
pg4_10_img003.xml,pg4_10_img003,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,3,45.0,32.0,1440.0
pg4_10_img003.xml,pg4_10_img003,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,3,41.0,30.0,1230.0
pg4_10_img003.xml,pg4_10_img003,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,3,36.0,34.0,1224.0
pg4_10_img003.xml,pg4_10_img003,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,3,37.0,36.0,1332.0
pg4_10_img003.xml,pg4_10_img003,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,3,38.0,38.0,1444.0
pg4_10_img003.xml,pg4_10_img003,10,pg_im,141.0,388.0,175.0,424.0,624,624,pg4_10,3,34.0,36.0,1224.0
pg4_10_img004.xml,pg4_10_img004,0,pg_im,230.0,123.0,271.0,156.0,624,624,pg4_10,4,41.0,33.0,1353.0
pg4_10_img004.xml,pg4_10_img004,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,4,45.0,35.0,1575.0
pg4_10_img004.xml,pg4_10_img004,2,pg_im,105.0,317.0,142.0,360.0,624,624,pg4_10,4,37.0,43.0,1591.0
pg4_10_img004.xml,pg4_10_img004,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,4,38.0,37.0,1406.0
pg4_10_img004.xml,pg4_10_img004,4,pg_im,404.0,158.0,448.0,189.0,624,624,pg4_10,4,44.0,31.0,1364.0
pg4_10_img004.xml,pg4_10_img004,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,4,45.0,32.0,1440.0
pg4_10_img004.xml,pg4_10_img004,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,4,41.0,30.0,1230.0
pg4_10_img004.xml,pg4_10_img004,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,4,36.0,34.0,1224.0
pg4_10_img004.xml,pg4_10_img004,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,4,37.0,36.0,1332.0
pg4_10_img004.xml,pg4_10_img004,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,4,38.0,38.0,1444.0
pg4_10_img004.xml,pg4_10_img004,10,pg_im,141.0,388.0,176.0,424.0,624,624,pg4_10,4,35.0,36.0,1260.0
pg4_10_img005.xml,pg4_10_img005,0,pg_im,229.0,123.0,271.0,156.0,624,624,pg4_10,5,42.0,33.0,1386.0
pg4_10_img005.xml,pg4_10_img005,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,5,45.0,35.0,1575.0
pg4_10_img005.xml,pg4_10_img005,2,pg_im,105.0,317.0,143.0,360.0,624,624,pg4_10,5,38.0,43.0,1634.0
pg4_10_img005.xml,pg4_10_img005,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,5,38.0,37.0,1406.0
pg4_10_img005.xml,pg4_10_img005,4,pg_im,403.0,159.0,448.0,189.0,624,624,pg4_10,5,45.0,30.0,1350.0
pg4_10_img005.xml,pg4_10_img005,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,5,45.0,32.0,1440.0
pg4_10_img005.xml,pg4_10_img005,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,5,41.0,30.0,1230.0
pg4_10_img005.xml,pg4_10_img005,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,5,36.0,34.0,1224.0
pg4_10_img005.xml,pg4_10_img005,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,5,37.0,36.0,1332.0
pg4_10_img005.xml,pg4_10_img005,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,5,38.0,38.0,1444.0
pg4_10_img005.xml,pg4_10_img005,10,pg_im,141.0,388.0,176.0,424.0,624,624,pg4_10,5,35.0,36.0,1260.0
pg4_10_img006.xml,pg4_10_img006,0,pg_im,229.0,123.0,271.0,156.0,624,624,pg4_10,6,42.0,33.0,1386.0
pg4_10_img006.xml,pg4_10_img006,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,6,45.0,35.0,1575.0
pg4_10_img006.xml,pg4_10_img006,2,pg_im,105.0,317.0,143.0,360.0,624,624,pg4_10,6,38.0,43.0,1634.0
pg4_10_img006.xml,pg4_10_img006,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,6,38.0,37.0,1406.0
pg4_10_img006.xml,pg4_10_img006,4,pg_im,403.0,159.0,447.0,190.0,624,624,pg4_10,6,44.0,31.0,1364.0
pg4_10_img006.xml,pg4_10_img006,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,6,45.0,32.0,1440.0
pg4_10_img006.xml,pg4_10_img006,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,6,41.0,30.0,1230.0
pg4_10_img006.xml,pg4_10_img006,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,6,36.0,34.0,1224.0
pg4_10_img006.xml,pg4_10_img006,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,6,37.0,36.0,1332.0
pg4_10_img006.xml,pg4_10_img006,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,6,38.0,38.0,1444.0
pg4_10_img006.xml,pg4_10_img006,10,pg_im,141.0,388.0,176.0,424.0,624,624,pg4_10,6,35.0,36.0,1260.0
pg4_10_img007.xml,pg4_10_img007,0,pg_im,229.0,123.0,271.0,156.0,624,624,pg4_10,7,42.0,33.0,1386.0
pg4_10_img007.xml,pg4_10_img007,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,7,45.0,35.0,1575.0
pg4_10_img007.xml,pg4_10_img007,2,pg_im,105.0,317.0,143.0,360.0,624,624,pg4_10,7,38.0,43.0,1634.0
pg4_10_img007.xml,pg4_10_img007,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,7,38.0,37.0,1406.0
pg4_10_img007.xml,pg4_10_img007,4,pg_im,403.0,159.0,447.0,190.0,624,624,pg4_10,7,44.0,31.0,1364.0
pg4_10_img007.xml,pg4_10_img007,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,7,45.0,32.0,1440.0
pg4_10_img007.xml,pg4_10_img007,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,7,41.0,30.0,1230.0
pg4_10_img007.xml,pg4_10_img007,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,7,36.0,34.0,1224.0
pg4_10_img007.xml,pg4_10_img007,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,7,37.0,36.0,1332.0
pg4_10_img007.xml,pg4_10_img007,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,7,38.0,38.0,1444.0
pg4_10_img007.xml,pg4_10_img007,10,pg_im,141.0,388.0,176.0,425.0,624,624,pg4_10,7,35.0,37.0,1295.0
pg4_10_img008.xml,pg4_10_img008,0,pg_im,229.0,123.0,271.0,156.0,624,624,pg4_10,8,42.0,33.0,1386.0
pg4_10_img008.xml,pg4_10_img008,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,8,45.0,35.0,1575.0
pg4_10_img008.xml,pg4_10_img008,2,pg_im,105.0,317.0,143.0,360.0,624,624,pg4_10,8,38.0,43.0,1634.0
pg4_10_img008.xml,pg4_10_img008,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,8,38.0,37.0,1406.0
pg4_10_img008.xml,pg4_10_img008,4,pg_im,402.0,159.0,446.0,191.0,624,624,pg4_10,8,44.0,32.0,1408.0
pg4_10_img008.xml,pg4_10_img008,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,8,45.0,32.0,1440.0
pg4_10_img008.xml,pg4_10_img008,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,8,41.0,30.0,1230.0
pg4_10_img008.xml,pg4_10_img008,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,8,36.0,34.0,1224.0
pg4_10_img008.xml,pg4_10_img008,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,8,37.0,36.0,1332.0
pg4_10_img008.xml,pg4_10_img008,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,8,38.0,38.0,1444.0
pg4_10_img008.xml,pg4_10_img008,10,pg_im,141.0,388.0,177.0,425.0,624,624,pg4_10,8,36.0,37.0,1332.0
pg4_10_img009.xml,pg4_10_img009,0,pg_im,229.0,123.0,271.0,156.0,624,624,pg4_10,9,42.0,33.0,1386.0
pg4_10_img009.xml,pg4_10_img009,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,9,45.0,35.0,1575.0
pg4_10_img009.xml,pg4_10_img009,2,pg_im,105.0,317.0,143.0,360.0,624,624,pg4_10,9,38.0,43.0,1634.0
pg4_10_img009.xml,pg4_10_img009,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,9,38.0,37.0,1406.0
pg4_10_img009.xml,pg4_10_img009,4,pg_im,402.0,160.0,446.0,191.0,624,624,pg4_10,9,44.0,31.0,1364.0
pg4_10_img009.xml,pg4_10_img009,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,9,45.0,32.0,1440.0
pg4_10_img009.xml,pg4_10_img009,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,9,41.0,30.0,1230.0
pg4_10_img009.xml,pg4_10_img009,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,9,36.0,34.0,1224.0
pg4_10_img009.xml,pg4_10_img009,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,9,37.0,36.0,1332.0
pg4_10_img009.xml,pg4_10_img009,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,9,38.0,38.0,1444.0
pg4_10_img009.xml,pg4_10_img009,10,pg_im,141.0,388.0,177.0,425.0,624,624,pg4_10,9,36.0,37.0,1332.0
pg4_10_img010.xml,pg4_10_img010,0,pg_im,229.0,123.0,271.0,156.0,624,624,pg4_10,10,42.0,33.0,1386.0
pg4_10_img010.xml,pg4_10_img010,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,10,45.0,35.0,1575.0
pg4_10_img010.xml,pg4_10_img010,2,pg_im,105.0,317.0,143.0,360.0,624,624,pg4_10,10,38.0,43.0,1634.0
pg4_10_img010.xml,pg4_10_img010,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,10,38.0,37.0,1406.0
pg4_10_img010.xml,pg4_10_img010,4,pg_im,401.0,160.0,445.0,191.0,624,624,pg4_10,10,44.0,31.0,1364.0
pg4_10_img010.xml,pg4_10_img010,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,10,45.0,32.0,1440.0
pg4_10_img010.xml,pg4_10_img010,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,10,41.0,30.0,1230.0
pg4_10_img010.xml,pg4_10_img010,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,10,36.0,34.0,1224.0
pg4_10_img010.xml,pg4_10_img010,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,10,37.0,36.0,1332.0
pg4_10_img010.xml,pg4_10_img010,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,10,38.0,38.0,1444.0
pg4_10_img010.xml,pg4_10_img010,10,pg_im,141.0,388.0,177.0,425.0,624,624,pg4_10,10,36.0,37.0,1332.0
pg4_10_img011.xml,pg4_10_img011,0,pg_im,229.0,123.0,271.0,156.0,624,624,pg4_10,11,42.0,33.0,1386.0
pg4_10_img011.xml,pg4_10_img011,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,11,45.0,35.0,1575.0
pg4_10_img011.xml,pg4_10_img011,2,pg_im,105.0,317.0,143.0,360.0,624,624,pg4_10,11,38.0,43.0,1634.0
pg4_10_img011.xml,pg4_10_img011,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,11,38.0,37.0,1406.0
pg4_10_img011.xml,pg4_10_img011,4,pg_im,402.0,159.0,445.0,191.0,624,624,pg4_10,11,43.0,32.0,1376.0
pg4_10_img011.xml,pg4_10_img011,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,11,45.0,32.0,1440.0
pg4_10_img011.xml,pg4_10_img011,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,11,41.0,30.0,1230.0
pg4_10_img011.xml,pg4_10_img011,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,11,36.0,34.0,1224.0
pg4_10_img011.xml,pg4_10_img011,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,11,37.0,36.0,1332.0
pg4_10_img011.xml,pg4_10_img011,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,11,38.0,38.0,1444.0
pg4_10_img011.xml,pg4_10_img011,10,pg_im,141.0,388.0,178.0,426.0,624,624,pg4_10,11,37.0,38.0,1406.0
pg4_10_img012.xml,pg4_10_img012,0,pg_im,229.0,123.0,271.0,157.0,624,624,pg4_10,12,42.0,34.0,1428.0
pg4_10_img012.xml,pg4_10_img012,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,12,45.0,35.0,1575.0
pg4_10_img012.xml,pg4_10_img012,2,pg_im,105.0,317.0,143.0,360.0,624,624,pg4_10,12,38.0,43.0,1634.0
pg4_10_img012.xml,pg4_10_img012,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,12,38.0,37.0,1406.0
pg4_10_img012.xml,pg4_10_img012,4,pg_im,402.0,159.0,446.0,190.0,624,624,pg4_10,12,44.0,31.0,1364.0
pg4_10_img012.xml,pg4_10_img012,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,12,45.0,32.0,1440.0
pg4_10_img012.xml,pg4_10_img012,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,12,41.0,30.0,1230.0
pg4_10_img012.xml,pg4_10_img012,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,12,36.0,34.0,1224.0
pg4_10_img012.xml,pg4_10_img012,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,12,37.0,36.0,1332.0
pg4_10_img012.xml,pg4_10_img012,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,12,38.0,38.0,1444.0
pg4_10_img012.xml,pg4_10_img012,10,pg_im,141.0,388.0,178.0,426.0,624,624,pg4_10,12,37.0,38.0,1406.0
pg4_10_img013.xml,pg4_10_img013,0,pg_im,229.0,123.0,271.0,157.0,624,624,pg4_10,13,42.0,34.0,1428.0
pg4_10_img013.xml,pg4_10_img013,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,13,45.0,35.0,1575.0
pg4_10_img013.xml,pg4_10_img013,2,pg_im,105.0,317.0,143.0,360.0,624,624,pg4_10,13,38.0,43.0,1634.0
pg4_10_img013.xml,pg4_10_img013,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,13,38.0,37.0,1406.0
pg4_10_img013.xml,pg4_10_img013,4,pg_im,403.0,158.0,446.0,190.0,624,624,pg4_10,13,43.0,32.0,1376.0
pg4_10_img013.xml,pg4_10_img013,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,13,45.0,32.0,1440.0
pg4_10_img013.xml,pg4_10_img013,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,13,41.0,30.0,1230.0
pg4_10_img013.xml,pg4_10_img013,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,13,36.0,34.0,1224.0
pg4_10_img013.xml,pg4_10_img013,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,13,37.0,36.0,1332.0
pg4_10_img013.xml,pg4_10_img013,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,13,38.0,38.0,1444.0
pg4_10_img013.xml,pg4_10_img013,10,pg_im,141.0,388.0,178.0,426.0,624,624,pg4_10,13,37.0,38.0,1406.0
pg4_10_img014.xml,pg4_10_img014,0,pg_im,229.0,123.0,271.0,157.0,624,624,pg4_10,14,42.0,34.0,1428.0
pg4_10_img014.xml,pg4_10_img014,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,14,45.0,35.0,1575.0
pg4_10_img014.xml,pg4_10_img014,2,pg_im,105.0,317.0,143.0,360.0,624,624,pg4_10,14,38.0,43.0,1634.0
pg4_10_img014.xml,pg4_10_img014,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,14,38.0,37.0,1406.0
pg4_10_img014.xml,pg4_10_img014,4,pg_im,403.0,158.0,446.0,189.0,624,624,pg4_10,14,43.0,31.0,1333.0
pg4_10_img014.xml,pg4_10_img014,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,14,45.0,32.0,1440.0
pg4_10_img014.xml,pg4_10_img014,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,14,41.0,30.0,1230.0
pg4_10_img014.xml,pg4_10_img014,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,14,36.0,34.0,1224.0
pg4_10_img014.xml,pg4_10_img014,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,14,37.0,36.0,1332.0
pg4_10_img014.xml,pg4_10_img014,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,14,38.0,38.0,1444.0
pg4_10_img014.xml,pg4_10_img014,10,pg_im,141.0,388.0,178.0,426.0,624,624,pg4_10,14,37.0,38.0,1406.0
pg4_10_img015.xml,pg4_10_img015,0,pg_im,229.0,123.0,271.0,157.0,624,624,pg4_10,15,42.0,34.0,1428.0
pg4_10_img015.xml,pg4_10_img015,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,15,45.0,35.0,1575.0
pg4_10_img015.xml,pg4_10_img015,2,pg_im,105.0,317.0,143.0,360.0,624,624,pg4_10,15,38.0,43.0,1634.0
pg4_10_img015.xml,pg4_10_img015,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,15,38.0,37.0,1406.0
pg4_10_img015.xml,pg4_10_img015,4,pg_im,403.0,158.0,446.0,189.0,624,624,pg4_10,15,43.0,31.0,1333.0
pg4_10_img015.xml,pg4_10_img015,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,15,45.0,32.0,1440.0
pg4_10_img015.xml,pg4_10_img015,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,15,41.0,30.0,1230.0
pg4_10_img015.xml,pg4_10_img015,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,15,36.0,34.0,1224.0
pg4_10_img015.xml,pg4_10_img015,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,15,37.0,36.0,1332.0
pg4_10_img015.xml,pg4_10_img015,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,15,38.0,38.0,1444.0
pg4_10_img015.xml,pg4_10_img015,10,pg_im,141.0,388.0,178.0,426.0,624,624,pg4_10,15,37.0,38.0,1406.0
pg4_10_img016.xml,pg4_10_img016,0,pg_im,229.0,123.0,271.0,157.0,624,624,pg4_10,16,42.0,34.0,1428.0
pg4_10_img016.xml,pg4_10_img016,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,16,45.0,35.0,1575.0
pg4_10_img016.xml,pg4_10_img016,2,pg_im,105.0,317.0,143.0,360.0,624,624,pg4_10,16,38.0,43.0,1634.0
pg4_10_img016.xml,pg4_10_img016,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,16,38.0,37.0,1406.0
pg4_10_img016.xml,pg4_10_img016,4,pg_im,403.0,158.0,446.0,189.0,624,624,pg4_10,16,43.0,31.0,1333.0
pg4_10_img016.xml,pg4_10_img016,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,16,45.0,32.0,1440.0
pg4_10_img016.xml,pg4_10_img016,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,16,41.0,30.0,1230.0
pg4_10_img016.xml,pg4_10_img016,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,16,36.0,34.0,1224.0
pg4_10_img016.xml,pg4_10_img016,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,16,37.0,36.0,1332.0
pg4_10_img016.xml,pg4_10_img016,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,16,38.0,38.0,1444.0
pg4_10_img016.xml,pg4_10_img016,10,pg_im,141.0,388.0,178.0,426.0,624,624,pg4_10,16,37.0,38.0,1406.0
pg4_10_img017.xml,pg4_10_img017,0,pg_im,229.0,123.0,271.0,157.0,624,624,pg4_10,17,42.0,34.0,1428.0
pg4_10_img017.xml,pg4_10_img017,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,17,45.0,35.0,1575.0
pg4_10_img017.xml,pg4_10_img017,2,pg_im,105.0,317.0,143.0,360.0,624,624,pg4_10,17,38.0,43.0,1634.0
pg4_10_img017.xml,pg4_10_img017,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,17,38.0,37.0,1406.0
pg4_10_img017.xml,pg4_10_img017,4,pg_im,403.0,158.0,446.0,189.0,624,624,pg4_10,17,43.0,31.0,1333.0
pg4_10_img017.xml,pg4_10_img017,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,17,45.0,32.0,1440.0
pg4_10_img017.xml,pg4_10_img017,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,17,41.0,30.0,1230.0
pg4_10_img017.xml,pg4_10_img017,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,17,36.0,34.0,1224.0
pg4_10_img017.xml,pg4_10_img017,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,17,37.0,36.0,1332.0
pg4_10_img017.xml,pg4_10_img017,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,17,38.0,38.0,1444.0
pg4_10_img017.xml,pg4_10_img017,10,pg_im,141.0,388.0,178.0,426.0,624,624,pg4_10,17,37.0,38.0,1406.0
pg4_10_img018.xml,pg4_10_img018,0,pg_im,229.0,123.0,271.0,157.0,624,624,pg4_10,18,42.0,34.0,1428.0
pg4_10_img018.xml,pg4_10_img018,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,18,45.0,35.0,1575.0
pg4_10_img018.xml,pg4_10_img018,2,pg_im,105.0,317.0,143.0,360.0,624,624,pg4_10,18,38.0,43.0,1634.0
pg4_10_img018.xml,pg4_10_img018,3,pg_im,483.0,304.0,521.0,341.0,624,624,pg4_10,18,38.0,37.0,1406.0
pg4_10_img018.xml,pg4_10_img018,4,pg_im,403.0,158.0,446.0,189.0,624,624,pg4_10,18,43.0,31.0,1333.0
pg4_10_img018.xml,pg4_10_img018,5,pg_im,325.0,178.0,370.0,210.0,624,624,pg4_10,18,45.0,32.0,1440.0
pg4_10_img018.xml,pg4_10_img018,6,pg_im,359.0,278.0,400.0,308.0,624,624,pg4_10,18,41.0,30.0,1230.0
pg4_10_img018.xml,pg4_10_img018,7,pg_im,387.0,378.0,423.0,412.0,624,624,pg4_10,18,36.0,34.0,1224.0
pg4_10_img018.xml,pg4_10_img018,8,pg_im,233.0,326.0,270.0,362.0,624,624,pg4_10,18,37.0,36.0,1332.0
pg4_10_img018.xml,pg4_10_img018,9,pg_im,291.0,407.0,329.0,445.0,624,624,pg4_10,18,38.0,38.0,1444.0
pg4_10_img018.xml,pg4_10_img018,10,pg_im,141.0,388.0,178.0,426.0,624,624,pg4_10,18,37.0,38.0,1406.0
pg4_10_img019.xml,pg4_10_img019,0,pg_im,229.0,123.0,271.0,157.0,624,624,pg4_10,19,42.0,34.0,1428.0
pg4_10_img019.xml,pg4_10_img019,1,pg_im,189.0,216.0,234.0,251.0,624,624,pg4_10,19,45.0,35.0,1575.0
pg4_10_img019.xml,pg4_10_img019,2,pg_im,105.0,317.0,143.0,361.0,624,624,pg4_10,19,38.0,44.0,1672.0
