group,frame,object_count,previous_frame_count,next_frame_count,anomaly_type
pg4_10,27,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,28,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,29,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,30,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,31,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,32,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,33,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,34,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,35,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,36,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,37,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,38,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,39,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,40,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,41,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,42,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,43,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,44,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,45,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,46,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,47,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,48,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,49,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,50,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,51,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,52,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,53,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,54,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,55,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,56,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,57,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,58,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,59,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,60,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,61,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,62,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,63,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,64,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,65,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,66,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,67,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,68,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,69,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,70,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,71,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,72,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,73,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,74,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,75,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,76,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,77,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,78,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,79,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,80,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,81,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,82,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,83,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,84,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,85,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,86,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,87,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,88,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,89,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,90,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,91,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,92,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,93,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,94,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,95,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,96,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg4_10,97,11,11.0,,BOUNDARY_ANOMALY
pg6_5,1,11,,11.0,BOUNDARY_ANOMALY
pg6_5,2,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,3,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,4,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,5,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,6,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,7,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,8,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,9,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,10,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,11,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,12,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,13,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,14,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,15,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,16,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,17,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,18,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,19,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,20,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,21,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,22,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,23,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,24,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,25,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,26,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,27,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,28,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,29,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,30,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,31,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,32,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,33,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,34,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,35,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,36,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,37,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,38,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,39,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,40,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,41,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,42,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,43,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,44,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,45,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,46,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,47,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,48,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,49,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,50,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,51,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,52,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,53,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,54,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,55,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,56,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,57,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,58,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,59,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,60,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,61,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,62,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,63,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,64,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,65,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,66,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,67,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,68,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,69,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,70,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,71,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,72,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,73,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,74,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,75,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,76,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,77,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,78,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,79,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,80,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,81,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,82,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,83,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,84,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,85,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,86,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,87,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,88,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,89,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,90,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,91,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,92,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,93,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,94,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,95,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,96,11,11.0,11.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg6_5,97,11,11.0,,BOUNDARY_ANOMALY
pg8_1,1,12,,12.0,BOUNDARY_ANOMALY
pg8_1,2,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,3,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,4,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,5,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,6,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,7,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,8,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,9,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,10,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,11,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,12,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,13,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,14,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,15,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,16,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,17,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,18,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,19,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,20,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,21,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,22,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,23,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,24,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,25,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,26,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,27,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,28,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,29,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,30,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,31,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,32,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,33,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,34,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,35,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,36,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,37,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,38,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,39,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,40,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,41,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,42,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,43,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,44,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,45,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,46,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,47,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,48,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,49,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,50,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,51,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,52,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,53,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,54,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,55,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,56,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,57,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,58,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,59,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,60,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,61,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,62,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,63,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,64,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,65,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,66,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,67,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,68,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,69,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,70,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,71,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,72,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,73,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,74,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,75,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,76,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,77,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,78,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,79,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,80,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,81,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,82,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,83,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,84,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,85,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,86,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,87,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,88,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,89,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,90,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,91,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,92,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,93,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,94,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,95,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,96,12,12.0,12.0,PERSISTENT_EXTRA_OBJECT_PATTERN
pg8_1,97,12,12.0,,BOUNDARY_ANOMALY
