group,track_id,median_movement,max_movement,movement_std,std_center_x,std_center_y,min_center_x,min_center_y,mean_height,max_width,max_height,height_change,width_growth_ratio,mean_area,max_area,area_growth_ratio,mean_match_cost,zm_el_count_75pct,observed_zm_el_75pct,width_growth_early_late,height_growth_early_late,germination_target,final_label
zm1_4,3,0.0,0.0016025641025641,0.0002586126700191,0.0005542156160073,0.0003762495883274,0.6402243589743589,0.4182692307692308,0.1558271011396011,0.1041666666666666,0.157051282051282,0.0096153846153846,1.0,0.0162319897020417,0.0163595085470085,1.065217391304348,0.0004956726645326,0,0,0.0,0.0036725427350427,0,NON-GERMINATED
zm1_4,4,0.0,0.0011331839442092,0.0003041159009482,0.0006617730033528,0.0007432250648621,0.2475961538461538,0.4631410256410256,0.1371527777777778,0.1330128205128205,0.1378205128205128,0.0,1.077922077922078,0.0178528879825955,0.0183318951347797,1.077922077922078,0.0007784628436077,0,0,0.0033386752136752,0.0014690170940171,1,GERMINATED
zm1_4,5,0.0,0.0011331839442092,0.0002249820934037,0.0005742995836645,0.0005700787248426,0.8084935897435898,0.4831730769230769,0.1265135327635327,0.1282051282051282,0.1266025641025641,0.001602564102564,1.0389610389610389,0.0161721361015231,0.0162310979618671,1.052281052281052,0.0004018186810367,0,0,0.0011351495726495,0.000267094017094,0,NON-GERMINATED
zm1_4,6,0.0,0.0017917211358171,0.0004331495882149,0.0014048467533138,0.0009149432162155,0.484775641025641,0.5657051282051282,0.1523993945868945,0.1137820512820512,0.1602564102564102,0.0144230769230769,1.028985507246377,0.0168837804304551,0.0182343030900723,1.130753304666348,0.0012622600374941,19,1,0.0007345085470085,0.0046073717948718,1,GERMINATED
zm1_4,7,0.0,0.0011331839442092,0.000254029438731,0.0009583154632105,0.0004614140945875,0.6778846153846154,0.6322115384615384,0.1038773148148148,0.1474358974358974,0.1073717948717948,-0.0032051282051281,1.0454545454545454,0.0151456004821389,0.0153579059829059,1.0142469470827682,0.000562685678126,1,1,0.0037393162393162,0.0,1,GERMINATED
zm1_4,8,0.0,0.0011331839442092,0.0003506483573441,0.0017355403035628,0.0016518852666737,0.3028846153846153,0.6658653846153846,0.1246883903133903,0.1121794871794871,0.1298076923076923,0.0128205128205128,1.0606060606060606,0.0133184605340054,0.0145617603550295,1.1784511784511784,0.0016163731687523,21,1,0.0018696581196581,0.008346688034188,1,GERMINATED
zm1_4,9,0.0,0.0011331839442092,0.0002412767349718,0.0008648393327316,0.0006263909935662,0.5368589743589743,0.7948717948717948,0.1132478632478632,0.1025641025641025,0.1137820512820512,0.0048076923076923,1.0666666666666669,0.0115341241142523,0.0116699539776462,1.1137254901960782,0.0005595093379536,0,0,0.0022035256410256,0.0016025641025641,0,NON-GERMINATED
zm1_4,10,0.0,0.0011331839442092,0.0002068132400547,0.0008321424253886,0.0005199717942585,0.3477564102564102,0.8509615384615384,0.1404691951566951,0.1266025641025641,0.141025641025641,0.0032051282051281,1.0128205128205128,0.0177560806692417,0.0178542077580539,1.036374478234943,0.0003220014417333,0,0,0.0006009615384615,0.0016693376068376,0,NON-GERMINATED
zm1_5,1,0.0,0.000801282051282,0.0001835428074081,0.0002518186542687,0.0004078410390359,0.5881410256410257,0.2323717948717948,0.1374866452991452,0.0993589743589743,0.1378205128205128,0.0048076923076923,1.0508474576271185,0.0136305695951128,0.013693704799474,1.0888298958546048,0.000436407966739,0,0,0.000667735042735,0.0010016025641025,0,NON-GERMINATED
zm1_5,2,0.0,0.0040064102564102,0.0010031963354811,0.0111992966912607,0.0044325934463612,0.4575320512820512,0.3189102564102564,0.1292957621082621,0.2179487179487179,0.1682692307692307,0.048076923076923,1.7894736842105263,0.0186743233618233,0.0366740631163708,2.5052631578947366,0.0049938055283387,47,1,0.0450721153846153,0.0147569444444444,1,GERMINATED
zm1_5,3,0.0,0.0011331839442092,0.0003317788796524,0.0019746851949135,0.000400641025641,0.6658653846153846,0.3261217948717949,0.1210381054131054,0.1426282051282051,0.1233974358974359,0.0096153846153846,1.1125,0.0168478968058294,0.017599954799474,1.2065140845070423,0.0010054095442765,0,0,0.0081463675213675,0.0053418803418803,1,GERMINATED
zm1_5,4,0.0,0.0011331839442092,0.0002673723292281,0.0006435555686788,0.0004875177197696,0.3661858974358974,0.3950320512820512,0.1216390669515669,0.141025641025641,0.1233974358974359,0.0064102564102564,1.0357142857142858,0.0169548699571736,0.0172044501972386,1.0924657534246576,0.0005977717152362,6,1,0.000934829059829,0.0016693376068376,1,GERMINATED
zm1_5,5,0.0,0.0011331839442092,0.0002053623676167,0.0002771078080036,9.37739246480626e-05,0.7900641025641025,0.4559294871794871,0.1366853632478632,0.1185897435897435,0.1378205128205128,0.0064102564102564,1.0422535211267605,0.0161331135514829,0.0163440992767915,1.0930951563036757,0.000460412981458,0,0,0.0017361111111111,0.0034054487179487,0,NON-GERMINATED
zm1_5,6,0.0,0.000801282051282,0.0002771078080036,0.0003531568654874,0.0008686260817791,0.5168269230769231,0.5160256410256411,0.1408475783475783,0.1201923076923077,0.1458333333333333,0.016025641025641,1.0563380281690142,0.0167511965012966,0.0175280448717948,1.1867501304121022,0.0008982327161159,3,1,0.0034054487179487,0.008079594017094,1,GERMINATED
zm1_5,7,0.0,0.000801282051282,0.0003082127498247,0.0017850381054035,0.0004751669791713,0.2668269230769231,0.5368589743589743,0.1125578703703703,0.1362179487179487,0.1137820512820512,0.0064102564102564,1.148648648648649,0.0147088618142304,0.0153168145956607,1.2182637182637182,0.0011806211966386,0,0,0.0096821581196581,0.0011351495726495,0,NON-GERMINATED
zm1_5,8,0.0,0.0011331839442092,0.0001850023592338,0.0005447488537446,9.377392464806296e-05,0.7948717948717948,0.6915064102564102,0.1147836538461538,0.1474358974358974,0.1153846153846153,0.0048076923076923,1.0337078651685394,0.0168683354906311,0.0170118343195266,1.0786516853932586,0.0003886707424749,0,0,0.001469017094017,0.0018028846153846,0,NON-GERMINATED
zm1_5,9,0.0,0.0011331839442092,0.0003041159009482,0.0010678542729513,0.0003402974726544,0.4334935897435897,0.7043269230769231,0.1247996794871794,0.1378205128205128,0.1282051282051282,0.0048076923076922,1.1466666666666667,0.0155666088533676,0.0176692965154503,1.1913419913419911,0.0009219459926038,19,1,0.0062099358974358,0.0015357905982905,1,GERMINATED
zm1_5,10,0.0,0.000801282051282,0.0002771078080036,0.0012017169681884,0.000400641025641,0.6418269230769231,0.7668269230769231,0.1279380341880341,0.141025641025641,0.1298076923076923,0.0112179487179487,1.0116279069767442,0.0179980632830192,0.0183062130177514,1.1073224387177878,0.0008930603163256,0,0,0.000534188034188,0.0040731837606837,1,GERMINATED
zm1_6,1,0.0,0.0011331839442092,0.0002796377362368,0.0005084100685764,0.0007035025208902,0.5352564102564102,0.2259615384615384,0.1239761396011396,0.0929487179487179,0.125,0.0080128205128205,1.0545454545454545,0.0114780158224669,0.0116185897435897,1.126774595267746,0.0007673925412227,0,0,0.0011351495726495,0.001469017094017,0,NON-GERMINATED
zm1_6,2,0.0,0.000801282051282,0.0002373879207587,0.0008386656441693,0.0002882797775772,0.6506410256410257,0.3125,0.1071269586894586,0.141025641025641,0.1073717948717948,0.0,1.0864197530864197,0.014709717884798,0.0151421761998685,1.0864197530864197,0.0005922623577724,17,1,0.0055422008547008,0.0007345085470085,1,GERMINATED
zm1_6,3,0.0,0.000801282051282,0.0002036926328539,0.0002986201893028,0.000677677054293,0.3493589743589743,0.3453525641025641,0.1350160256410256,0.1009615384615384,0.1362179487179487,0.0032051282051281,1.05,0.0134110588337351,0.013752773668639,1.075301204819277,0.0003864847521676,0,0,0.0034722222222222,0.0028712606837606,0,NON-GERMINATED
zm1_6,4,0.0,0.0011331839442092,0.0003014510721445,0.0004977003155047,0.0006643879788372,0.7796474358974359,0.40625,0.1277154558404558,0.1201923076923077,0.1298076923076923,0.0080128205128204,1.0714285714285714,0.0151731017491233,0.0156018860946745,1.1428571428571426,0.0008465087409747,0,0,0.0036057692307692,0.0034722222222222,1,GERMINATED
zm1_6,5,0.0,0.0011331839442092,0.0003317788796524,0.0014305746050766,0.0012785668281131,0.2227564102564102,0.4919871794871794,0.1269364316239316,0.1169871794871794,0.1298076923076923,0.0080128205128205,1.0285714285714287,0.0146194381095222,0.0149778106508875,1.0962406015037596,0.0010611414550462,3,1,0.000667735042735,0.0046073717948717,1,GERMINATED
zm1_6,6,0.0,0.0011331839442092,0.0002796377362368,0.0003762495883274,0.00126100996238,0.4495192307692308,0.5024038461538461,0.0784588675213675,0.1522435897435897,0.0801282051282051,-0.0016025641025641,1.0555555555555556,0.011876338323654,0.01195502547666,1.0344444444444445,0.0008214545338388,18,1,0.0026041666666666,-0.000267094017094,1,GERMINATED
zm1_6,7,0.0,0.000801282051282,0.0001835428074081,0.0006735523838752,0.0002518186542687,0.6666666666666666,0.5152243589743589,0.1023860398860398,0.1041666666666666,0.1025641025641025,0.001602564102564,1.0483870967741935,0.0106042887994009,0.0106837606837606,1.0650281618023554,0.0003327917260208,0,0,0.0018028846153846,0.000534188034188,0,NON-GERMINATED
zm1_6,8,0.0,0.0011331839442092,0.0003675154078055,0.0014434596248237,0.001447957262045,0.5264423076923077,0.686698717948718,0.1181000712250712,0.1041666666666666,0.1314102564102564,0.0176282051282051,1.140350877192983,0.0116510134163379,0.0136885683760683,1.3170249567580927,0.001601205698424,40,1,0.0056757478632478,0.0049412393162393,1,GERMINATED
zm1_6,9,0.0,0.0011331839442092,0.0002673723292281,0.000353332172952,0.0008636929006349,0.3157051282051282,0.7267628205128205,0.1132256054131054,0.141025641025641,0.1137820512820512,0.0032051282051282,1.0602409638554218,0.0158930214268755,0.0160461867192636,1.0909725859961583,0.0006176224428036,2,1,0.0020032051282051,0.001469017094017,1,GERMINATED
zm1_6,10,0.0,0.0011331839442092,0.0003286764136971,0.0009419561952234,0.0007837002266496,0.6786858974358975,0.8125,0.111667556980057,0.1490384615384615,0.1137820512820512,0.0080128205128205,1.120481927710843,0.0157685344985024,0.0169579018737672,1.205366922234392,0.0011142775887796,19,1,0.0050747863247863,0.0030048076923077,1,GERMINATED
zm1_7,1,0.0,0.000801282051282,0.0002986201893028,0.0002476027806856,0.0005661546181435,0.5833333333333334,0.2371794871794871,0.1327012108262107,0.1201923076923077,0.1346153846153846,0.0080128205128205,1.1029411764705883,0.0153912570654357,0.0161797337278106,1.172747580044676,0.0008562761633632,0,0,0.0058760683760683,0.0043402777777777,1,GERMINATED
zm1_7,2,0.0,0.0011331839442092,0.0003506483573441,0.0018695256278519,0.000420990925912,0.3581730769230769,0.2780448717948718,0.1121572293447293,0.1746794871794871,0.1137820512820512,0.0064102564102564,1.1473684210526316,0.0184490697937212,0.0198753903681788,1.2158680282796543,0.001070104455493,24,1,0.0140224358974358,0.0036725427350427,1,GERMINATED
zm1_7,3,0.0,0.0016025641025641,0.00036886504001,0.0006542440552305,0.0019500708790784,0.1947115384615384,0.3036858974358974,0.151397792022792,0.1025641025641025,0.1554487179487179,0.0128205128205128,1.0491803278688523,0.0151275159913982,0.0159434582511505,1.1434886719469517,0.0011849447960568,0,0,0.0030048076923077,0.0066105769230769,1,GERMINATED
zm1_7,4,0.0,0.0017917211358171,0.0004741125128893,0.0008857807295485,0.0016879306436651,0.6995192307692307,0.3886217948717949,0.1056356837606837,0.1394230769230769,0.110576923076923,-0.0064102564102564,1.074074074074074,0.0146387710365074,0.0147980358316896,1.0118089103596348,0.0012855014976832,0,0,0.0024706196581196,-0.0030715811965811,0,NON-GERMINATED
zm1_7,5,0.0,0.0011331839442092,0.0002796377362368,0.0006481579317379,0.0006094543077854,0.3918269230769231,0.4647435897435897,0.1280493233618233,0.1217948717948717,0.1282051282051282,0.001602564102564,1.0704225352112675,0.0154936645070859,0.0156147271531886,1.083972187555714,0.0007060572535095,0,0,0.0024038461538461,0.0004674145299145,0,NON-GERMINATED
zm1_7,6,0.0,0.0016025641025641,0.0003469758137711,0.0009931584542967,0.0016786598677853,0.6282051282051282,0.5520833333333334,0.1429398148148147,0.1089743589743589,0.1490384615384615,0.016025641025641,0.9705882352941176,0.0153340430158338,0.0158304569362261,1.0875265768958184,0.001071803188185,14,1,-0.000400641025641,0.008346688034188,1,GERMINATED
zm1_7,7,0.0,0.000801282051282,0.0002518186542686,0.0010236184372833,0.0003696074142052,0.7596153846153846,0.5745192307692307,0.1012063746438746,0.141025641025641,0.1041666666666666,-0.0032051282051282,1.073170731707317,0.0140416261459931,0.0142381656804733,1.0401500938086303,0.0005498783600212,0,0,0.0034722222222222,-0.0007345085470085,0,NON-GERMINATED
