group,frame_from,frame_to,object_position,class_from,class_to
zm1_11,84,85,6,zm_im,zm_el
zm1_11,84,85,8,zm_el,zm_im
zm1_11,85,86,1,zm_el,zm_im
zm1_11,85,86,4,zm_im,zm_el
zm1_11,85,86,5,zm_el,zm_im
zm1_11,85,86,8,zm_im,zm_el
zm1_11,85,86,9,zm_el,zm_im
zm1_11,85,86,10,zm_im,zm_el
zm1_11,86,87,3,zm_im,zm_el
zm1_11,86,87,5,zm_im,zm_el
zm1_11,86,87,6,zm_el,zm_im
zm1_11,86,87,8,zm_el,zm_im
zm1_11,87,88,1,zm_im,zm_el
zm1_11,87,88,3,zm_el,zm_im
zm1_11,87,88,8,zm_im,zm_el
zm1_11,87,88,10,zm_el,zm_im
zm1_11,88,89,1,zm_el,zm_im
zm1_11,88,89,2,zm_el,zm_im
zm1_11,88,89,3,zm_im,zm_el
zm1_11,88,89,6,zm_im,zm_el
zm1_11,88,89,8,zm_el,zm_im
zm1_11,88,89,9,zm_im,zm_el
zm1_11,89,90,2,zm_im,zm_el
zm1_11,89,90,4,zm_el,zm_im
zm1_11,89,90,6,zm_el,zm_im
zm1_11,89,90,7,zm_im,zm_el
zm1_11,90,91,4,zm_im,zm_el
zm1_11,90,91,7,zm_el,zm_im
zm1_11,90,91,8,zm_im,zm_el
zm1_11,90,91,9,zm_el,zm_im
zm1_11,91,92,1,zm_im,zm_el
zm1_11,91,92,3,zm_el,zm_im
zm1_11,91,92,4,zm_el,zm_im
zm1_11,91,92,6,zm_im,zm_el
zm1_11,92,93,1,zm_el,zm_im
zm1_11,92,93,3,zm_im,zm_el
zm1_11,92,93,4,zm_im,zm_el
zm1_11,92,93,5,zm_el,zm_im
zm1_11,92,93,6,zm_el,zm_im
zm1_11,92,93,9,zm_im,zm_el
zm1_11,93,94,1,zm_im,zm_el
zm1_11,93,94,2,zm_el,zm_im
zm1_11,93,94,4,zm_el,zm_im
zm1_11,93,94,5,zm_im,zm_el
zm1_11,93,94,6,zm_im,zm_el
zm1_11,93,94,7,zm_im,zm_el
zm1_11,93,94,8,zm_el,zm_im
zm1_11,93,94,9,zm_el,zm_im
zm1_11,94,95,2,zm_im,zm_el
zm1_11,94,95,4,zm_im,zm_el
zm1_11,94,95,5,zm_el,zm_im
zm1_11,94,95,6,zm_el,zm_im
zm1_11,94,95,7,zm_el,zm_im
zm1_11,94,95,10,zm_im,zm_el
zm1_11,95,96,1,zm_el,zm_im
zm1_11,95,96,4,zm_el,zm_im
zm1_11,95,96,7,zm_im,zm_el
zm1_11,95,96,8,zm_im,zm_el
zm1_11,95,96,9,zm_im,zm_el
zm1_11,95,96,10,zm_el,zm_im
zm1_11,96,97,1,zm_im,zm_el
zm1_11,96,97,2,zm_el,zm_im
zm1_11,96,97,3,zm_el,zm_im
zm1_11,96,97,4,zm_im,zm_el
zm1_11,96,97,5,zm_im,zm_el
zm1_11,96,97,8,zm_el,zm_im
zm1_12,36,37,2,zm_im,zm_el
zm1_12,44,45,4,zm_im,zm_el
zm1_12,50,51,1,zm_im,zm_el
zm1_12,55,56,7,zm_im,zm_el
zm1_12,68,69,3,zm_im,zm_el
zm1_12,77,78,6,zm_im,zm_el
zm1_12,80,81,9,zm_im,zm_el
zm1_12,92,93,10,zm_im,zm_el
zm1_2,67,68,7,zm_im,zm_el
zm1_2,70,71,6,zm_im,zm_el
zm1_2,77,78,8,zm_im,zm_el
zm1_2,94,95,3,zm_im,zm_el
zm1_2,94,95,4,zm_im,zm_el
zm1_2,94,95,5,zm_im,zm_el
zm1_3,48,49,3,zm_im,zm_el
zm1_3,56,57,6,zm_im,zm_el
zm1_3,59,60,1,zm_im,zm_el
zm1_3,68,69,7,zm_im,zm_el
zm1_3,75,76,5,zm_im,zm_el
zm1_3,77,78,9,zm_im,zm_el
zm1_3,78,79,10,zm_im,zm_el
zm1_3,83,84,8,zm_im,zm_el
zm1_3,92,93,2,zm_im,zm_el
zm1_4,51,52,10,zm_im,zm_el
zm1_4,53,54,9,zm_im,zm_el
zm1_4,71,72,8,zm_im,zm_el
zm1_4,75,76,7,zm_im,zm_el
zm1_4,77,78,6,zm_im,zm_el
zm1_5,25,26,4,zm_im,zm_el
zm1_5,53,54,8,zm_im,zm_el
zm1_5,66,67,5,zm_im,zm_el
zm1_5,69,70,6,zm_im,zm_el
zm1_5,80,81,9,zm_im,zm_el
zm1_5,88,89,3,zm_im,zm_el
zm1_6,32,33,8,zm_im,zm_el
zm1_6,33,34,1,zm_im,zm_el
zm1_6,33,34,8,zm_el,zm_im
zm1_6,34,35,1,zm_el,zm_im
zm1_6,34,35,10,zm_im,zm_el
zm1_6,35,36,3,zm_im,zm_el
zm1_6,35,36,10,zm_el,zm_im
zm1_6,36,37,3,zm_el,zm_im
zm1_6,36,37,4,zm_im,zm_el
zm1_6,37,38,4,zm_el,zm_im
zm1_6,37,38,9,zm_im,zm_el
zm1_6,39,40,7,zm_im,zm_el
zm1_6,39,40,9,zm_el,zm_im
zm1_6,40,41,2,zm_im,zm_el
zm1_6,40,41,7,zm_el,zm_im
zm1_6,41,42,2,zm_el,zm_im
zm1_6,41,42,8,zm_im,zm_el
zm1_6,42,43,2,zm_im,zm_el
zm1_6,42,43,8,zm_el,zm_im
zm1_6,43,44,2,zm_el,zm_im
zm1_6,43,44,4,zm_im,zm_el
zm1_6,44,45,4,zm_el,zm_im
zm1_6,44,45,7,zm_im,zm_el
zm1_6,45,46,5,zm_im,zm_el
zm1_6,45,46,7,zm_el,zm_im
zm1_6,46,47,2,zm_im,zm_el
zm1_6,46,47,5,zm_el,zm_im
zm1_6,47,48,2,zm_el,zm_im
zm1_6,47,48,7,zm_im,zm_el
zm1_6,48,49,7,zm_el,zm_im
zm1_6,48,49,8,zm_im,zm_el
zm1_6,49,50,8,zm_el,zm_im
zm1_6,49,50,10,zm_im,zm_el
zm1_6,50,51,2,zm_im,zm_el
zm1_6,50,51,10,zm_el,zm_im
zm1_6,51,52,2,zm_el,zm_im
zm1_6,51,52,6,zm_im,zm_el
zm1_6,52,53,6,zm_el,zm_im
zm1_6,52,53,7,zm_im,zm_el
zm1_6,53,54,1,zm_im,zm_el
zm1_6,53,54,2,zm_im,zm_el
zm1_6,53,54,7,zm_el,zm_im
zm1_6,54,55,1,zm_el,zm_im
zm1_6,54,55,3,zm_im,zm_el
zm1_6,54,55,4,zm_im,zm_el
zm1_6,55,56,2,zm_el,zm_im
zm1_6,55,56,3,zm_el,zm_im
zm1_6,55,56,7,zm_im,zm_el
zm1_6,55,56,9,zm_im,zm_el
zm1_6,55,56,10,zm_im,zm_el
zm1_6,56,57,6,zm_im,zm_el
zm1_6,56,57,7,zm_el,zm_im
zm1_6,56,57,8,zm_im,zm_el
zm1_6,56,57,9,zm_el,zm_im
zm1_6,57,58,1,zm_im,zm_el
zm1_6,57,58,3,zm_im,zm_el
zm1_6,57,58,4,zm_el,zm_im
zm1_6,57,58,6,zm_el,zm_im
zm1_6,58,59,1,zm_el,zm_im
zm1_6,58,59,2,zm_im,zm_el
zm1_6,58,59,9,zm_im,zm_el
zm1_6,58,59,10,zm_el,zm_im
zm1_6,59,60,3,zm_el,zm_im
zm1_6,59,60,6,zm_im,zm_el
zm1_6,59,60,7,zm_im,zm_el
zm1_6,59,60,8,zm_el,zm_im
zm1_6,59,60,9,zm_el,zm_im
zm1_6,59,60,10,zm_im,zm_el
zm1_6,60,61,1,zm_im,zm_el
zm1_6,60,61,2,zm_el,zm_im
zm1_6,60,61,4,zm_im,zm_el
zm1_6,60,61,7,zm_el,zm_im
zm1_6,60,61,9,zm_im,zm_el
zm1_6,60,61,10,zm_el,zm_im
zm1_6,61,62,1,zm_el,zm_im
zm1_6,61,62,6,zm_el,zm_im
zm1_6,61,62,7,zm_im,zm_el
zm1_6,61,62,8,zm_im,zm_el
zm1_6,62,63,7,zm_el,zm_im
zm1_6,62,63,10,zm_im,zm_el
zm1_6,63,64,5,zm_im,zm_el
zm1_6,63,64,7,zm_im,zm_el
zm1_6,63,64,8,zm_el,zm_im
zm1_6,63,64,10,zm_el,zm_im
zm1_6,64,65,1,zm_im,zm_el
zm1_6,64,65,3,zm_im,zm_el
zm1_6,64,65,4,zm_el,zm_im
zm1_6,64,65,5,zm_el,zm_im
zm1_6,65,66,7,zm_el,zm_im
zm1_6,65,66,10,zm_im,zm_el
zm1_6,66,67,4,zm_im,zm_el
zm1_6,66,67,5,zm_im,zm_el
zm1_6,66,67,9,zm_el,zm_im
zm1_6,66,67,10,zm_el,zm_im
zm1_6,67,68,1,zm_el,zm_im
zm1_6,67,68,2,zm_im,zm_el
zm1_6,67,68,5,zm_el,zm_im
zm1_6,67,68,7,zm_im,zm_el
zm1_6,68,69,3,zm_el,zm_im
zm1_6,68,69,4,zm_el,zm_im
zm1_6,68,69,8,zm_im,zm_el
zm1_6,68,69,10,zm_im,zm_el
zm1_6,69,70,3,zm_im,zm_el
zm1_6,69,70,5,zm_im,zm_el
zm1_6,69,70,6,zm_im,zm_el
zm1_6,69,70,8,zm_el,zm_im
zm1_6,69,70,10,zm_el,zm_im
zm1_6,70,71,4,zm_im,zm_el
zm1_6,70,71,5,zm_el,zm_im
zm1_6,70,71,6,zm_el,zm_im
zm1_6,70,71,8,zm_im,zm_el
zm1_6,70,71,10,zm_im,zm_el
zm1_6,71,72,1,zm_im,zm_el
zm1_6,71,72,2,zm_el,zm_im
zm1_6,71,72,3,zm_el,zm_im
zm1_6,71,72,4,zm_el,zm_im
zm1_6,71,72,6,zm_im,zm_el
zm1_6,71,72,9,zm_im,zm_el
zm1_6,72,73,1,zm_el,zm_im
zm1_6,72,73,2,zm_im,zm_el
zm1_6,72,73,3,zm_im,zm_el
zm1_6,72,73,5,zm_im,zm_el
zm1_6,72,73,7,zm_el,zm_im
zm1_6,72,73,10,zm_el,zm_im
zm1_6,73,74,1,zm_im,zm_el
zm1_6,73,74,2,zm_el,zm_im
zm1_6,73,74,5,zm_el,zm_im
zm1_6,73,74,7,zm_im,zm_el
zm1_6,73,74,9,zm_el,zm_im
zm1_6,73,74,10,zm_im,zm_el
zm1_6,74,75,1,zm_el,zm_im
zm1_6,74,75,2,zm_im,zm_el
zm1_6,74,75,3,zm_el,zm_im
zm1_6,74,75,4,zm_im,zm_el
zm1_6,74,75,8,zm_el,zm_im
zm1_6,74,75,9,zm_im,zm_el
zm1_6,75,76,1,zm_im,zm_el
zm1_6,75,76,2,zm_el,zm_im
zm1_6,75,76,3,zm_im,zm_el
zm1_6,75,76,5,zm_im,zm_el
zm1_6,75,76,7,zm_el,zm_im
zm1_6,75,76,9,zm_el,zm_im
zm1_6,76,77,8,zm_im,zm_el
zm1_6,76,77,10,zm_el,zm_im
zm1_6,77,78,4,zm_el,zm_im
zm1_6,77,78,5,zm_el,zm_im
zm1_6,77,78,7,zm_im,zm_el
zm1_6,77,78,10,zm_im,zm_el
zm1_6,78,79,3,zm_el,zm_im
zm1_6,78,79,5,zm_im,zm_el
zm1_6,79,80,1,zm_el,zm_im
zm1_6,79,80,3,zm_im,zm_el
zm1_6,79,80,4,zm_im,zm_el
zm1_6,79,80,5,zm_el,zm_im
zm1_6,80,81,2,zm_im,zm_el
zm1_6,80,81,4,zm_el,zm_im
zm1_6,80,81,8,zm_el,zm_im
zm1_6,80,81,9,zm_im,zm_el
zm1_6,81,82,1,zm_im,zm_el
zm1_6,81,82,2,zm_el,zm_im
zm1_6,81,82,3,zm_el,zm_im
zm1_6,81,82,4,zm_im,zm_el
zm1_6,82,83,2,zm_im,zm_el
zm1_6,82,83,4,zm_el,zm_im
zm1_6,82,83,5,zm_im,zm_el
zm1_6,82,83,6,zm_el,zm_im
zm1_6,82,83,8,zm_im,zm_el
zm1_6,83,84,1,zm_el,zm_im
zm1_6,83,84,3,zm_im,zm_el
zm1_6,83,84,4,zm_im,zm_el
zm1_6,83,84,6,zm_im,zm_el
zm1_6,83,84,8,zm_el,zm_im
zm1_6,83,84,10,zm_el,zm_im
zm1_6,84,85,2,zm_el,zm_im
zm1_6,84,85,10,zm_im,zm_el
zm1_6,85,86,2,zm_im,zm_el
zm1_6,85,86,7,zm_el,zm_im
zm1_6,86,87,1,zm_im,zm_el
zm1_6,86,87,2,zm_el,zm_im
zm1_6,86,87,4,zm_el,zm_im
zm1_6,86,87,7,zm_im,zm_el
zm1_6,86,87,8,zm_im,zm_el
zm1_6,86,87,9,zm_el,zm_im
zm1_6,87,88,2,zm_im,zm_el
zm1_6,87,88,3,zm_el,zm_im
zm1_6,87,88,4,zm_im,zm_el
zm1_6,87,88,8,zm_el,zm_im
zm1_6,88,89,7,zm_el,zm_im
zm1_6,88,89,9,zm_im,zm_el
zm1_6,89,90,6,zm_el,zm_im
zm1_6,89,90,7,zm_im,zm_el
zm1_6,90,91,1,zm_el,zm_im
zm1_6,90,91,5,zm_el,zm_im
zm1_6,90,91,6,zm_im,zm_el
zm1_6,90,91,8,zm_im,zm_el
zm1_6,91,92,1,zm_im,zm_el
zm1_6,91,92,5,zm_im,zm_el
zm1_6,91,92,6,zm_el,zm_im
zm1_6,91,92,9,zm_el,zm_im
zm1_6,92,93,8,zm_el,zm_im
zm1_6,92,93,9,zm_im,zm_el
zm1_6,93,94,1,zm_el,zm_im
zm1_6,93,94,3,zm_im,zm_el
zm1_6,93,94,5,zm_el,zm_im
zm1_6,93,94,6,zm_im,zm_el
zm1_6,93,94,7,zm_el,zm_im
zm1_6,93,94,8,zm_im,zm_el
zm1_6,94,95,1,zm_im,zm_el
zm1_6,94,95,4,zm_el,zm_im
zm1_6,94,95,5,zm_im,zm_el
zm1_6,94,95,6,zm_el,zm_im
zm1_6,94,95,7,zm_im,zm_el
zm1_6,94,95,8,zm_el,zm_im
zm1_6,95,96,2,zm_el,zm_im
zm1_6,95,96,3,zm_el,zm_im
zm1_6,95,96,4,zm_im,zm_el
zm1_6,95,96,8,zm_im,zm_el
zm1_6,96,97,3,zm_im,zm_el
zm1_6,96,97,4,zm_el,zm_im
zm1_6,96,97,6,zm_im,zm_el
zm1_6,96,97,10,zm_el,zm_im
zm1_7,48,49,7,zm_im,zm_el
zm1_7,58,59,3,zm_im,zm_el
zm1_7,69,70,10,zm_im,zm_el
zm1_7,76,77,5,zm_im,zm_el
zm1_7,79,80,8,zm_im,zm_el
zm1_7,80,81,6,zm_im,zm_el
zm1_8,43,44,10,zm_im,zm_el
zm1_8,63,64,5,zm_im,zm_el
zm1_8,72,73,1,zm_im,zm_el
zm1_8,83,84,2,zm_im,zm_el
zm1_8,83,84,3,zm_im,zm_el
zm1_8,95,96,8,zm_im,zm_el
zm1_9,46,47,10,zm_im,zm_el
zm1_9,47,48,1,zm_im,zm_el
zm1_9,47,48,10,zm_el,zm_im
zm1_9,48,49,1,zm_el,zm_im
zm1_9,48,49,10,zm_im,zm_el
zm1_9,49,50,1,zm_im,zm_el
zm1_9,49,50,6,zm_im,zm_el
zm1_9,49,50,10,zm_el,zm_im
zm1_9,50,51,1,zm_el,zm_im
zm1_9,50,51,2,zm_im,zm_el
zm1_9,50,51,4,zm_im,zm_el
zm1_9,50,51,6,zm_el,zm_im
zm1_9,51,52,2,zm_el,zm_im
zm1_9,51,52,3,zm_im,zm_el
zm1_9,51,52,4,zm_el,zm_im
zm1_9,51,52,7,zm_im,zm_el
zm1_9,51,52,8,zm_im,zm_el
zm1_9,52,53,2,zm_im,zm_el
zm1_9,52,53,3,zm_el,zm_im
zm1_9,52,53,5,zm_im,zm_el
zm1_9,52,53,6,zm_im,zm_el
zm1_9,52,53,7,zm_el,zm_im
zm1_9,52,53,8,zm_el,zm_im
zm1_9,53,54,2,zm_el,zm_im
zm1_9,53,54,4,zm_im,zm_el
zm1_9,53,54,5,zm_el,zm_im
zm1_9,53,54,6,zm_el,zm_im
zm1_9,53,54,7,zm_im,zm_el
zm1_9,53,54,10,zm_im,zm_el
zm1_9,54,55,3,zm_im,zm_el
zm1_9,54,55,4,zm_el,zm_im
zm1_9,54,55,7,zm_el,zm_im
zm1_9,54,55,8,zm_im,zm_el
zm1_9,54,55,9,zm_im,zm_el
zm1_9,54,55,10,zm_el,zm_im
zm1_9,55,56,2,zm_im,zm_el
zm1_9,55,56,3,zm_el,zm_im
zm1_9,55,56,9,zm_el,zm_im
zm1_9,55,56,10,zm_im,zm_el
zm1_9,56,57,2,zm_el,zm_im
zm1_9,56,57,4,zm_im,zm_el
zm1_9,56,57,7,zm_im,zm_el
zm1_9,56,57,10,zm_el,zm_im
zm1_9,57,58,1,zm_im,zm_el
zm1_9,57,58,4,zm_el,zm_im
zm1_9,57,58,5,zm_im,zm_el
zm1_9,57,58,7,zm_el,zm_im
zm1_9,57,58,8,zm_el,zm_im
zm1_9,57,58,10,zm_im,zm_el
zm1_9,58,59,5,zm_el,zm_im
zm1_9,58,59,6,zm_im,zm_el
zm1_9,58,59,9,zm_im,zm_el
zm1_9,58,59,10,zm_el,zm_im
zm1_9,59,60,1,zm_el,zm_im
zm1_9,59,60,3,zm_im,zm_el
zm1_9,59,60,5,zm_im,zm_el
zm1_9,59,60,6,zm_el,zm_im
zm1_9,59,60,7,zm_im,zm_el
zm1_9,59,60,9,zm_el,zm_im
zm1_9,60,61,3,zm_el,zm_im
zm1_9,60,61,5,zm_el,zm_im
zm1_9,60,61,6,zm_im,zm_el
zm1_9,60,61,9,zm_im,zm_el
zm1_9,61,62,4,zm_im,zm_el
zm1_9,61,62,7,zm_el,zm_im
zm1_9,61,62,9,zm_el,zm_im
zm1_9,61,62,10,zm_im,zm_el
zm1_9,62,63,6,zm_el,zm_im
zm1_9,62,63,9,zm_im,zm_el
zm1_9,63,64,2,zm_im,zm_el
zm1_9,63,64,3,zm_im,zm_el
zm1_9,63,64,4,zm_el,zm_im
zm1_9,63,64,6,zm_im,zm_el
zm1_9,63,64,8,zm_im,zm_el
zm1_9,63,64,9,zm_el,zm_im
zm1_9,64,65,2,zm_el,zm_im
zm1_9,64,65,5,zm_im,zm_el
zm1_9,64,65,6,zm_el,zm_im
zm1_9,64,65,7,zm_im,zm_el
zm1_9,65,66,6,zm_im,zm_el
zm1_9,65,66,7,zm_el,zm_im
zm1_9,65,66,9,zm_im,zm_el
zm1_9,65,66,10,zm_el,zm_im
zm1_9,66,67,2,zm_im,zm_el
zm1_9,66,67,3,zm_el,zm_im
zm1_9,66,67,4,zm_im,zm_el
zm1_9,66,67,5,zm_el,zm_im
zm1_9,66,67,8,zm_el,zm_im
zm1_9,66,67,10,zm_im,zm_el
zm1_9,67,68,1,zm_im,zm_el
zm1_9,67,68,2,zm_el,zm_im
zm1_9,67,68,5,zm_im,zm_el
zm1_9,67,68,6,zm_el,zm_im
zm1_9,67,68,7,zm_im,zm_el
zm1_9,67,68,10,zm_el,zm_im
zm1_9,68,69,1,zm_el,zm_im
zm1_9,68,69,3,zm_im,zm_el
zm1_9,68,69,5,zm_el,zm_im
zm1_9,68,69,8,zm_im,zm_el
zm1_9,69,70,4,zm_el,zm_im
zm1_9,69,70,6,zm_im,zm_el
zm1_9,69,70,7,zm_el,zm_im
zm1_9,69,70,10,zm_im,zm_el
zm1_9,70,71,3,zm_el,zm_im
zm1_9,70,71,4,zm_im,zm_el
zm1_9,70,71,6,zm_el,zm_im
zm1_9,70,71,7,zm_im,zm_el
zm1_9,71,72,2,zm_im,zm_el
zm1_9,71,72,3,zm_im,zm_el
zm1_9,71,72,5,zm_im,zm_el
zm1_9,71,72,8,zm_el,zm_im
zm1_9,71,72,9,zm_el,zm_im
zm1_9,72,73,1,zm_im,zm_el
zm1_9,72,73,4,zm_el,zm_im
zm1_9,72,73,6,zm_im,zm_el
zm1_9,72,73,7,zm_el,zm_im
zm1_9,72,73,9,zm_im,zm_el
zm1_9,72,73,10,zm_el,zm_im
zm1_9,73,74,3,zm_el,zm_im
zm1_9,73,74,4,zm_im,zm_el
zm1_9,73,74,6,zm_el,zm_im
zm1_9,73,74,7,zm_im,zm_el
zm1_9,74,75,3,zm_im,zm_el
zm1_9,74,75,5,zm_el,zm_im
zm1_9,74,75,7,zm_el,zm_im
zm1_9,74,75,8,zm_im,zm_el
zm1_9,75,76,2,zm_el,zm_im
zm1_9,75,76,3,zm_el,zm_im
zm1_9,75,76,4,zm_el,zm_im
zm1_9,75,76,5,zm_im,zm_el
zm1_9,75,76,6,zm_im,zm_el
zm1_9,75,76,7,zm_im,zm_el
zm1_9,75,76,9,zm_el,zm_im
zm1_9,75,76,10,zm_im,zm_el
zm1_9,76,77,1,zm_el,zm_im
zm1_9,76,77,2,zm_im,zm_el
zm1_9,76,77,4,zm_im,zm_el
zm1_9,76,77,5,zm_el,zm_im
zm1_9,76,77,6,zm_el,zm_im
zm1_9,76,77,9,zm_im,zm_el
zm1_9,77,78,1,zm_im,zm_el
zm1_9,77,78,2,zm_el,zm_im
zm1_9,77,78,3,zm_im,zm_el
zm1_9,77,78,4,zm_el,zm_im
zm1_9,78,79,2,zm_im,zm_el
zm1_9,78,79,6,zm_im,zm_el
zm1_9,78,79,8,zm_el,zm_im
zm1_9,78,79,10,zm_el,zm_im
zm1_9,79,80,8,zm_im,zm_el
zm1_9,79,80,9,zm_el,zm_im
zm1_9,80,81,1,zm_el,zm_im
zm1_9,80,81,5,zm_im,zm_el
zm1_9,80,81,10,zm_im,zm_el
zm1_9,81,82,1,zm_im,zm_el
zm1_9,81,82,4,zm_im,zm_el
zm1_9,81,82,5,zm_el,zm_im
zm1_9,81,82,7,zm_el,zm_im
zm1_9,82,83,1,zm_el,zm_im
zm1_9,82,83,4,zm_el,zm_im
zm1_9,82,83,5,zm_im,zm_el
zm1_9,82,83,7,zm_im,zm_el
zm1_9,82,83,9,zm_im,zm_el
zm1_9,82,83,10,zm_el,zm_im
zm1_9,83,84,4,zm_im,zm_el
zm1_9,83,84,7,zm_el,zm_im
zm1_9,83,84,9,zm_el,zm_im
zm1_9,83,84,10,zm_im,zm_el
zm1_9,84,85,1,zm_im,zm_el
