group,frame,image,object_index,track_id,class,xmin,ymin,xmax,ymax,cx,cy,box_w,box_h,area,match_cost,matched,identity_source
pg1_1,10,pg1_1_img010.jpg,8,8,pg_im,237.0,219.0,278.0,261.0,257.5,240.0,41.0,42.0,1722.0,0.0,True,spatial_assignment
pg1_1,10,pg1_1_img010.jpg,9,9,pg_im,307.0,173.0,349.0,219.0,328.0,196.0,42.0,46.0,1932.0,0.0,True,spatial_assignment
pg1_1,11,pg1_1_img011.jpg,0,0,pg_im,312.0,478.0,351.0,512.0,331.5,495.0,39.0,34.0,1326.0,0.0,True,spatial_assignment
pg1_1,11,pg1_1_img011.jpg,1,1,pg_im,218.0,388.0,266.0,429.0,242.0,408.5,48.0,41.0,1968.0,0.0,True,spatial_assignment
pg1_1,11,pg1_1_img011.jpg,2,2,pg_im,181.0,229.0,217.0,265.0,199.0,247.0,36.0,36.0,1296.0,0.0,True,spatial_assignment
pg1_1,11,pg1_1_img011.jpg,3,3,pg_im,417.0,187.0,461.0,228.0,439.0,207.5,44.0,41.0,1804.0,0.0,True,spatial_assignment
pg1_1,11,pg1_1_img011.jpg,4,4,pg_im,426.0,384.0,469.0,418.0,447.5,401.0,43.0,34.0,1462.0,0.0,True,spatial_assignment
pg1_1,11,pg1_1_img011.jpg,5,5,pg_im,472.0,311.0,512.0,346.0,492.0,328.5,40.0,35.0,1400.0,0.7071067811865476,True,spatial_assignment
pg1_1,11,pg1_1_img011.jpg,6,6,pg_im,366.0,337.0,407.0,375.0,386.5,356.0,41.0,38.0,1558.0,0.0,True,spatial_assignment
pg1_1,11,pg1_1_img011.jpg,7,7,pg_im,331.0,261.0,371.0,296.0,351.0,278.5,40.0,35.0,1400.0,0.0,True,spatial_assignment
pg1_1,11,pg1_1_img011.jpg,8,8,pg_im,237.0,219.0,278.0,261.0,257.5,240.0,41.0,42.0,1722.0,0.0,True,spatial_assignment
pg1_1,11,pg1_1_img011.jpg,9,9,pg_im,307.0,173.0,350.0,219.0,328.5,196.0,43.0,46.0,1978.0,0.5,True,spatial_assignment
pg1_1,12,pg1_1_img012.jpg,0,0,pg_im,312.0,478.0,351.0,512.0,331.5,495.0,39.0,34.0,1326.0,0.0,True,spatial_assignment
pg1_1,12,pg1_1_img012.jpg,1,1,pg_im,218.0,388.0,266.0,429.0,242.0,408.5,48.0,41.0,1968.0,0.0,True,spatial_assignment
pg1_1,12,pg1_1_img012.jpg,2,2,pg_im,181.0,229.0,217.0,265.0,199.0,247.0,36.0,36.0,1296.0,0.0,True,spatial_assignment
pg1_1,12,pg1_1_img012.jpg,3,3,pg_im,417.0,187.0,461.0,228.0,439.0,207.5,44.0,41.0,1804.0,0.0,True,spatial_assignment
pg1_1,12,pg1_1_img012.jpg,4,4,pg_im,425.0,383.0,469.0,418.0,447.0,400.5,44.0,35.0,1540.0,0.7071067811865476,True,spatial_assignment
pg1_1,12,pg1_1_img012.jpg,5,5,pg_im,472.0,311.0,512.0,346.0,492.0,328.5,40.0,35.0,1400.0,0.0,True,spatial_assignment
pg1_1,12,pg1_1_img012.jpg,6,6,pg_im,366.0,337.0,407.0,375.0,386.5,356.0,41.0,38.0,1558.0,0.0,True,spatial_assignment
pg1_1,12,pg1_1_img012.jpg,7,7,pg_im,331.0,261.0,371.0,296.0,351.0,278.5,40.0,35.0,1400.0,0.0,True,spatial_assignment
pg1_1,12,pg1_1_img012.jpg,8,8,pg_im,237.0,219.0,278.0,262.0,257.5,240.5,41.0,43.0,1763.0,0.5,True,spatial_assignment
pg1_1,12,pg1_1_img012.jpg,9,9,pg_im,307.0,173.0,350.0,219.0,328.5,196.0,43.0,46.0,1978.0,0.0,True,spatial_assignment
pg1_1,13,pg1_1_img013.jpg,0,0,pg_im,312.0,478.0,351.0,512.0,331.5,495.0,39.0,34.0,1326.0,0.0,True,spatial_assignment
pg1_1,13,pg1_1_img013.jpg,1,1,pg_im,218.0,388.0,266.0,429.0,242.0,408.5,48.0,41.0,1968.0,0.0,True,spatial_assignment
pg1_1,13,pg1_1_img013.jpg,2,2,pg_im,181.0,229.0,217.0,265.0,199.0,247.0,36.0,36.0,1296.0,0.0,True,spatial_assignment
pg1_1,13,pg1_1_img013.jpg,3,3,pg_im,417.0,187.0,461.0,228.0,439.0,207.5,44.0,41.0,1804.0,0.0,True,spatial_assignment
pg1_1,13,pg1_1_img013.jpg,4,4,pg_im,425.0,383.0,469.0,418.0,447.0,400.5,44.0,35.0,1540.0,0.0,True,spatial_assignment
pg1_1,13,pg1_1_img013.jpg,5,5,pg_im,472.0,311.0,512.0,346.0,492.0,328.5,40.0,35.0,1400.0,0.0,True,spatial_assignment
pg1_1,13,pg1_1_img013.jpg,6,6,pg_im,366.0,337.0,407.0,374.0,386.5,355.5,41.0,37.0,1517.0,0.5,True,spatial_assignment
pg1_1,13,pg1_1_img013.jpg,7,7,pg_im,330.0,261.0,371.0,297.0,350.5,279.0,41.0,36.0,1476.0,0.7071067811865476,True,spatial_assignment
pg1_1,13,pg1_1_img013.jpg,8,8,pg_im,237.0,219.0,278.0,262.0,257.5,240.5,41.0,43.0,1763.0,0.0,True,spatial_assignment
pg1_1,13,pg1_1_img013.jpg,9,9,pg_im,307.0,173.0,350.0,219.0,328.5,196.0,43.0,46.0,1978.0,0.0,True,spatial_assignment
pg1_1,14,pg1_1_img014.jpg,0,0,pg_im,312.0,478.0,351.0,512.0,331.5,495.0,39.0,34.0,1326.0,0.0,True,spatial_assignment
pg1_1,14,pg1_1_img014.jpg,1,1,pg_im,218.0,388.0,266.0,429.0,242.0,408.5,48.0,41.0,1968.0,0.0,True,spatial_assignment
pg1_1,14,pg1_1_img014.jpg,2,2,pg_im,181.0,229.0,217.0,265.0,199.0,247.0,36.0,36.0,1296.0,0.0,True,spatial_assignment
pg1_1,14,pg1_1_img014.jpg,3,3,pg_im,417.0,187.0,461.0,228.0,439.0,207.5,44.0,41.0,1804.0,0.0,True,spatial_assignment
pg1_1,14,pg1_1_img014.jpg,4,4,pg_im,425.0,383.0,469.0,418.0,447.0,400.5,44.0,35.0,1540.0,0.0,True,spatial_assignment
pg1_1,14,pg1_1_img014.jpg,5,5,pg_im,472.0,311.0,512.0,346.0,492.0,328.5,40.0,35.0,1400.0,0.0,True,spatial_assignment
pg1_1,14,pg1_1_img014.jpg,6,6,pg_im,365.0,337.0,407.0,374.0,386.0,355.5,42.0,37.0,1554.0,0.5,True,spatial_assignment
pg1_1,14,pg1_1_img014.jpg,7,7,pg_im,330.0,261.0,371.0,297.0,350.5,279.0,41.0,36.0,1476.0,0.0,True,spatial_assignment
pg1_1,14,pg1_1_img014.jpg,8,8,pg_im,237.0,219.0,278.0,262.0,257.5,240.5,41.0,43.0,1763.0,0.0,True,spatial_assignment
pg1_1,14,pg1_1_img014.jpg,9,9,pg_im,307.0,173.0,350.0,219.0,328.5,196.0,43.0,46.0,1978.0,0.0,True,spatial_assignment
pg1_1,15,pg1_1_img015.jpg,0,0,pg_im,312.0,478.0,351.0,512.0,331.5,495.0,39.0,34.0,1326.0,0.0,True,spatial_assignment
pg1_1,15,pg1_1_img015.jpg,1,1,pg_im,218.0,388.0,266.0,429.0,242.0,408.5,48.0,41.0,1968.0,0.0,True,spatial_assignment
pg1_1,15,pg1_1_img015.jpg,2,2,pg_im,180.0,229.0,217.0,265.0,198.5,247.0,37.0,36.0,1332.0,0.5,True,spatial_assignment
pg1_1,15,pg1_1_img015.jpg,3,3,pg_im,417.0,187.0,461.0,228.0,439.0,207.5,44.0,41.0,1804.0,0.0,True,spatial_assignment
pg1_1,15,pg1_1_img015.jpg,4,4,pg_im,425.0,383.0,469.0,418.0,447.0,400.5,44.0,35.0,1540.0,0.0,True,spatial_assignment
pg1_1,15,pg1_1_img015.jpg,5,5,pg_im,472.0,311.0,512.0,346.0,492.0,328.5,40.0,35.0,1400.0,0.0,True,spatial_assignment
pg1_1,15,pg1_1_img015.jpg,6,6,pg_im,365.0,337.0,407.0,374.0,386.0,355.5,42.0,37.0,1554.0,0.0,True,spatial_assignment
pg1_1,15,pg1_1_img015.jpg,7,7,pg_im,330.0,261.0,371.0,297.0,350.5,279.0,41.0,36.0,1476.0,0.0,True,spatial_assignment
pg1_1,15,pg1_1_img015.jpg,8,8,pg_im,236.0,219.0,278.0,262.0,257.0,240.5,42.0,43.0,1806.0,0.5,True,spatial_assignment
pg1_1,15,pg1_1_img015.jpg,9,9,pg_im,307.0,173.0,350.0,219.0,328.5,196.0,43.0,46.0,1978.0,0.0,True,spatial_assignment
pg1_1,16,pg1_1_img016.jpg,0,0,pg_im,312.0,478.0,351.0,512.0,331.5,495.0,39.0,34.0,1326.0,0.0,True,spatial_assignment
pg1_1,16,pg1_1_img016.jpg,1,1,pg_im,218.0,387.0,266.0,429.0,242.0,408.0,48.0,42.0,2016.0,0.5,True,spatial_assignment
pg1_1,16,pg1_1_img016.jpg,2,2,pg_im,180.0,228.0,217.0,265.0,198.5,246.5,37.0,37.0,1369.0,0.5,True,spatial_assignment
pg1_1,16,pg1_1_img016.jpg,3,3,pg_im,417.0,187.0,461.0,228.0,439.0,207.5,44.0,41.0,1804.0,0.0,True,spatial_assignment
pg1_1,16,pg1_1_img016.jpg,4,4,pg_im,425.0,383.0,469.0,418.0,447.0,400.5,44.0,35.0,1540.0,0.0,True,spatial_assignment
pg1_1,16,pg1_1_img016.jpg,5,5,pg_im,472.0,311.0,512.0,346.0,492.0,328.5,40.0,35.0,1400.0,0.0,True,spatial_assignment
pg1_1,16,pg1_1_img016.jpg,6,6,pg_im,365.0,337.0,407.0,374.0,386.0,355.5,42.0,37.0,1554.0,0.0,True,spatial_assignment
pg1_1,16,pg1_1_img016.jpg,7,7,pg_im,330.0,261.0,371.0,297.0,350.5,279.0,41.0,36.0,1476.0,0.0,True,spatial_assignment
pg1_1,16,pg1_1_img016.jpg,8,8,pg_im,236.0,219.0,278.0,262.0,257.0,240.5,42.0,43.0,1806.0,0.0,True,spatial_assignment
pg1_1,16,pg1_1_img016.jpg,9,9,pg_el,307.0,173.0,350.0,219.0,328.5,196.0,43.0,46.0,1978.0,0.0,True,spatial_assignment
pg1_1,17,pg1_1_img017.jpg,0,0,pg_im,312.0,478.0,351.0,512.0,331.5,495.0,39.0,34.0,1326.0,0.0,True,spatial_assignment
pg1_1,17,pg1_1_img017.jpg,1,1,pg_im,218.0,387.0,266.0,429.0,242.0,408.0,48.0,42.0,2016.0,0.0,True,spatial_assignment
pg1_1,17,pg1_1_img017.jpg,2,2,pg_im,180.0,228.0,217.0,265.0,198.5,246.5,37.0,37.0,1369.0,0.0,True,spatial_assignment
pg1_1,17,pg1_1_img017.jpg,3,3,pg_im,417.0,187.0,461.0,228.0,439.0,207.5,44.0,41.0,1804.0,0.0,True,spatial_assignment
pg1_1,17,pg1_1_img017.jpg,4,4,pg_im,425.0,383.0,469.0,418.0,447.0,400.5,44.0,35.0,1540.0,0.0,True,spatial_assignment
pg1_1,17,pg1_1_img017.jpg,5,5,pg_im,472.0,311.0,512.0,346.0,492.0,328.5,40.0,35.0,1400.0,0.0,True,spatial_assignment
pg1_1,17,pg1_1_img017.jpg,6,6,pg_im,365.0,337.0,407.0,374.0,386.0,355.5,42.0,37.0,1554.0,0.0,True,spatial_assignment
pg1_1,17,pg1_1_img017.jpg,7,7,pg_im,330.0,261.0,371.0,297.0,350.5,279.0,41.0,36.0,1476.0,0.0,True,spatial_assignment
pg1_1,17,pg1_1_img017.jpg,8,8,pg_im,236.0,219.0,278.0,262.0,257.0,240.5,42.0,43.0,1806.0,0.0,True,spatial_assignment
pg1_1,17,pg1_1_img017.jpg,9,9,pg_el,307.0,173.0,350.0,219.0,328.5,196.0,43.0,46.0,1978.0,0.0,True,spatial_assignment
