file,stem,object_index,class,xmin,ymin,xmax,ymax,image_width,image_height,group,frame,center_x,center_y,width,height,area
pg1_10_img004.xml,pg1_10_img004,3,pg_im,179.0,180.0,218.0,219.0,624,624,pg1_10,4,198.5,199.5,39.0,39.0,1521.0
pg1_10_img004.xml,pg1_10_img004,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,4,352.5,138.0,35.0,36.0,1260.0
pg1_10_img004.xml,pg1_10_img004,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,4,450.5,194.0,37.0,44.0,1628.0
pg1_10_img004.xml,pg1_10_img004,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,4,461.0,295.5,44.0,41.0,1804.0
pg1_10_img004.xml,pg1_10_img004,7,pg_im,445.0,366.0,480.0,402.0,624,624,pg1_10,4,462.5,384.0,35.0,36.0,1260.0
pg1_10_img004.xml,pg1_10_img004,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,4,323.5,422.5,31.0,35.0,1085.0
pg1_10_img004.xml,pg1_10_img004,9,pg_im,185.0,379.0,227.0,416.0,624,624,pg1_10,4,206.0,397.5,42.0,37.0,1554.0
pg1_10_img005.xml,pg1_10_img005,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,5,262.5,229.5,39.0,37.0,1443.0
pg1_10_img005.xml,pg1_10_img005,1,pg_im,310.0,253.0,351.0,284.0,624,624,pg1_10,5,330.5,268.5,41.0,31.0,1271.0
pg1_10_img005.xml,pg1_10_img005,2,pg_im,257.0,311.0,294.0,349.0,624,624,pg1_10,5,275.5,330.0,37.0,38.0,1406.0
pg1_10_img005.xml,pg1_10_img005,3,pg_im,179.0,180.0,218.0,219.0,624,624,pg1_10,5,198.5,199.5,39.0,39.0,1521.0
pg1_10_img005.xml,pg1_10_img005,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,5,352.5,138.0,35.0,36.0,1260.0
pg1_10_img005.xml,pg1_10_img005,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,5,450.5,194.0,37.0,44.0,1628.0
pg1_10_img005.xml,pg1_10_img005,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,5,461.0,295.5,44.0,41.0,1804.0
pg1_10_img005.xml,pg1_10_img005,7,pg_im,445.0,366.0,480.0,402.0,624,624,pg1_10,5,462.5,384.0,35.0,36.0,1260.0
pg1_10_img005.xml,pg1_10_img005,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,5,323.5,422.5,31.0,35.0,1085.0
pg1_10_img005.xml,pg1_10_img005,9,pg_im,185.0,379.0,227.0,416.0,624,624,pg1_10,5,206.0,397.5,42.0,37.0,1554.0
pg1_10_img006.xml,pg1_10_img006,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,6,262.5,229.5,39.0,37.0,1443.0
pg1_10_img006.xml,pg1_10_img006,1,pg_im,310.0,253.0,351.0,284.0,624,624,pg1_10,6,330.5,268.5,41.0,31.0,1271.0
pg1_10_img006.xml,pg1_10_img006,2,pg_im,257.0,311.0,293.0,349.0,624,624,pg1_10,6,275.0,330.0,36.0,38.0,1368.0
pg1_10_img006.xml,pg1_10_img006,3,pg_im,179.0,180.0,218.0,220.0,624,624,pg1_10,6,198.5,200.0,39.0,40.0,1560.0
pg1_10_img006.xml,pg1_10_img006,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,6,352.5,138.0,35.0,36.0,1260.0
pg1_10_img006.xml,pg1_10_img006,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,6,450.5,194.0,37.0,44.0,1628.0
pg1_10_img006.xml,pg1_10_img006,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,6,461.0,295.5,44.0,41.0,1804.0
pg1_10_img006.xml,pg1_10_img006,7,pg_im,445.0,366.0,480.0,402.0,624,624,pg1_10,6,462.5,384.0,35.0,36.0,1260.0
pg1_10_img006.xml,pg1_10_img006,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,6,323.5,422.5,31.0,35.0,1085.0
pg1_10_img006.xml,pg1_10_img006,9,pg_im,185.0,379.0,227.0,417.0,624,624,pg1_10,6,206.0,398.0,42.0,38.0,1596.0
pg1_10_img007.xml,pg1_10_img007,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,7,262.5,229.5,39.0,37.0,1443.0
pg1_10_img007.xml,pg1_10_img007,1,pg_im,310.0,253.0,351.0,284.0,624,624,pg1_10,7,330.5,268.5,41.0,31.0,1271.0
pg1_10_img007.xml,pg1_10_img007,2,pg_im,257.0,311.0,293.0,349.0,624,624,pg1_10,7,275.0,330.0,36.0,38.0,1368.0
pg1_10_img007.xml,pg1_10_img007,3,pg_im,179.0,180.0,218.0,220.0,624,624,pg1_10,7,198.5,200.0,39.0,40.0,1560.0
pg1_10_img007.xml,pg1_10_img007,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,7,352.5,138.0,35.0,36.0,1260.0
pg1_10_img007.xml,pg1_10_img007,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,7,450.5,194.0,37.0,44.0,1628.0
pg1_10_img007.xml,pg1_10_img007,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,7,461.0,295.5,44.0,41.0,1804.0
pg1_10_img007.xml,pg1_10_img007,7,pg_im,445.0,366.0,480.0,402.0,624,624,pg1_10,7,462.5,384.0,35.0,36.0,1260.0
pg1_10_img007.xml,pg1_10_img007,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,7,323.5,422.5,31.0,35.0,1085.0
pg1_10_img007.xml,pg1_10_img007,9,pg_im,184.0,379.0,227.0,417.0,624,624,pg1_10,7,205.5,398.0,43.0,38.0,1634.0
pg1_10_img008.xml,pg1_10_img008,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,8,262.5,229.5,39.0,37.0,1443.0
pg1_10_img008.xml,pg1_10_img008,1,pg_im,310.0,253.0,351.0,284.0,624,624,pg1_10,8,330.5,268.5,41.0,31.0,1271.0
pg1_10_img008.xml,pg1_10_img008,2,pg_im,257.0,311.0,293.0,349.0,624,624,pg1_10,8,275.0,330.0,36.0,38.0,1368.0
pg1_10_img008.xml,pg1_10_img008,3,pg_im,179.0,180.0,218.0,220.0,624,624,pg1_10,8,198.5,200.0,39.0,40.0,1560.0
pg1_10_img008.xml,pg1_10_img008,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,8,352.5,138.0,35.0,36.0,1260.0
pg1_10_img008.xml,pg1_10_img008,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,8,450.5,194.0,37.0,44.0,1628.0
pg1_10_img008.xml,pg1_10_img008,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,8,461.0,295.5,44.0,41.0,1804.0
pg1_10_img008.xml,pg1_10_img008,7,pg_im,444.0,366.0,480.0,402.0,624,624,pg1_10,8,462.0,384.0,36.0,36.0,1296.0
pg1_10_img008.xml,pg1_10_img008,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,8,323.5,422.5,31.0,35.0,1085.0
pg1_10_img008.xml,pg1_10_img008,9,pg_im,184.0,379.0,227.0,418.0,624,624,pg1_10,8,205.5,398.5,43.0,39.0,1677.0
pg1_10_img009.xml,pg1_10_img009,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,9,262.5,229.5,39.0,37.0,1443.0
pg1_10_img009.xml,pg1_10_img009,1,pg_im,310.0,253.0,351.0,284.0,624,624,pg1_10,9,330.5,268.5,41.0,31.0,1271.0
pg1_10_img009.xml,pg1_10_img009,2,pg_im,257.0,311.0,293.0,349.0,624,624,pg1_10,9,275.0,330.0,36.0,38.0,1368.0
pg1_10_img009.xml,pg1_10_img009,3,pg_im,179.0,180.0,218.0,220.0,624,624,pg1_10,9,198.5,200.0,39.0,40.0,1560.0
pg1_10_img009.xml,pg1_10_img009,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,9,352.5,138.0,35.0,36.0,1260.0
pg1_10_img009.xml,pg1_10_img009,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,9,450.5,194.0,37.0,44.0,1628.0
pg1_10_img009.xml,pg1_10_img009,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,9,461.0,295.5,44.0,41.0,1804.0
pg1_10_img009.xml,pg1_10_img009,7,pg_im,444.0,366.0,480.0,402.0,624,624,pg1_10,9,462.0,384.0,36.0,36.0,1296.0
pg1_10_img009.xml,pg1_10_img009,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,9,323.5,422.5,31.0,35.0,1085.0
pg1_10_img009.xml,pg1_10_img009,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,9,207.5,399.0,43.0,36.0,1548.0
pg1_10_img010.xml,pg1_10_img010,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,10,262.5,229.5,39.0,37.0,1443.0
pg1_10_img010.xml,pg1_10_img010,1,pg_im,310.0,253.0,351.0,284.0,624,624,pg1_10,10,330.5,268.5,41.0,31.0,1271.0
pg1_10_img010.xml,pg1_10_img010,2,pg_im,256.0,311.0,293.0,349.0,624,624,pg1_10,10,274.5,330.0,37.0,38.0,1406.0
pg1_10_img010.xml,pg1_10_img010,3,pg_im,179.0,180.0,218.0,220.0,624,624,pg1_10,10,198.5,200.0,39.0,40.0,1560.0
pg1_10_img010.xml,pg1_10_img010,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,10,352.5,138.0,35.0,36.0,1260.0
pg1_10_img010.xml,pg1_10_img010,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,10,450.5,194.0,37.0,44.0,1628.0
pg1_10_img010.xml,pg1_10_img010,6,pg_im,439.0,275.0,483.0,316.0,624,624,pg1_10,10,461.0,295.5,44.0,41.0,1804.0
pg1_10_img010.xml,pg1_10_img010,7,pg_im,444.0,366.0,480.0,402.0,624,624,pg1_10,10,462.0,384.0,36.0,36.0,1296.0
pg1_10_img010.xml,pg1_10_img010,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,10,323.5,422.5,31.0,35.0,1085.0
pg1_10_img010.xml,pg1_10_img010,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,10,207.5,399.0,43.0,36.0,1548.0
pg1_10_img011.xml,pg1_10_img011,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,11,262.5,229.5,39.0,37.0,1443.0
pg1_10_img011.xml,pg1_10_img011,1,pg_im,310.0,253.0,351.0,284.0,624,624,pg1_10,11,330.5,268.5,41.0,31.0,1271.0
pg1_10_img011.xml,pg1_10_img011,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,11,274.5,330.5,37.0,37.0,1369.0
pg1_10_img011.xml,pg1_10_img011,3,pg_im,179.0,180.0,218.0,221.0,624,624,pg1_10,11,198.5,200.5,39.0,41.0,1599.0
pg1_10_img011.xml,pg1_10_img011,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,11,352.5,138.0,35.0,36.0,1260.0
pg1_10_img011.xml,pg1_10_img011,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,11,450.5,194.0,37.0,44.0,1628.0
pg1_10_img011.xml,pg1_10_img011,6,pg_el,442.0,276.0,481.0,315.0,624,624,pg1_10,11,461.5,295.5,39.0,39.0,1521.0
pg1_10_img011.xml,pg1_10_img011,7,pg_im,444.0,366.0,480.0,402.0,624,624,pg1_10,11,462.0,384.0,36.0,36.0,1296.0
pg1_10_img011.xml,pg1_10_img011,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,11,323.5,422.5,31.0,35.0,1085.0
pg1_10_img011.xml,pg1_10_img011,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,11,207.5,399.0,43.0,36.0,1548.0
pg1_10_img012.xml,pg1_10_img012,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,12,262.5,229.5,39.0,37.0,1443.0
pg1_10_img012.xml,pg1_10_img012,1,pg_im,310.0,252.0,351.0,284.0,624,624,pg1_10,12,330.5,268.0,41.0,32.0,1312.0
pg1_10_img012.xml,pg1_10_img012,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,12,274.5,330.5,37.0,37.0,1369.0
pg1_10_img012.xml,pg1_10_img012,3,pg_im,179.0,180.0,218.0,221.0,624,624,pg1_10,12,198.5,200.5,39.0,41.0,1599.0
pg1_10_img012.xml,pg1_10_img012,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,12,352.5,138.0,35.0,36.0,1260.0
pg1_10_img012.xml,pg1_10_img012,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,12,450.5,194.0,37.0,44.0,1628.0
pg1_10_img012.xml,pg1_10_img012,6,pg_el,442.0,275.0,481.0,315.0,624,624,pg1_10,12,461.5,295.0,39.0,40.0,1560.0
pg1_10_img012.xml,pg1_10_img012,7,pg_im,444.0,366.0,479.0,401.0,624,624,pg1_10,12,461.5,383.5,35.0,35.0,1225.0
pg1_10_img012.xml,pg1_10_img012,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,12,323.5,422.5,31.0,35.0,1085.0
pg1_10_img012.xml,pg1_10_img012,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,12,207.5,399.0,43.0,36.0,1548.0
pg1_10_img013.xml,pg1_10_img013,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,13,262.5,229.5,39.0,37.0,1443.0
pg1_10_img013.xml,pg1_10_img013,1,pg_im,310.0,252.0,351.0,284.0,624,624,pg1_10,13,330.5,268.0,41.0,32.0,1312.0
pg1_10_img013.xml,pg1_10_img013,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,13,274.5,330.5,37.0,37.0,1369.0
pg1_10_img013.xml,pg1_10_img013,3,pg_im,179.0,180.0,218.0,221.0,624,624,pg1_10,13,198.5,200.5,39.0,41.0,1599.0
pg1_10_img013.xml,pg1_10_img013,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,13,352.5,138.0,35.0,36.0,1260.0
pg1_10_img013.xml,pg1_10_img013,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,13,450.5,194.0,37.0,44.0,1628.0
pg1_10_img013.xml,pg1_10_img013,6,pg_el,442.0,275.0,481.0,315.0,624,624,pg1_10,13,461.5,295.0,39.0,40.0,1560.0
pg1_10_img013.xml,pg1_10_img013,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,13,461.5,383.0,35.0,36.0,1260.0
pg1_10_img013.xml,pg1_10_img013,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,13,323.5,422.5,31.0,35.0,1085.0
pg1_10_img013.xml,pg1_10_img013,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,13,207.5,399.0,43.0,36.0,1548.0
pg1_10_img014.xml,pg1_10_img014,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,14,262.5,229.5,39.0,37.0,1443.0
pg1_10_img014.xml,pg1_10_img014,1,pg_im,310.0,252.0,351.0,284.0,624,624,pg1_10,14,330.5,268.0,41.0,32.0,1312.0
pg1_10_img014.xml,pg1_10_img014,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,14,274.5,330.5,37.0,37.0,1369.0
pg1_10_img014.xml,pg1_10_img014,3,pg_im,179.0,180.0,218.0,221.0,624,624,pg1_10,14,198.5,200.5,39.0,41.0,1599.0
pg1_10_img014.xml,pg1_10_img014,4,pg_im,335.0,120.0,370.0,156.0,624,624,pg1_10,14,352.5,138.0,35.0,36.0,1260.0
pg1_10_img014.xml,pg1_10_img014,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,14,450.5,194.0,37.0,44.0,1628.0
pg1_10_img014.xml,pg1_10_img014,6,pg_el,442.0,275.0,481.0,315.0,624,624,pg1_10,14,461.5,295.0,39.0,40.0,1560.0
pg1_10_img014.xml,pg1_10_img014,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,14,461.5,383.0,35.0,36.0,1260.0
pg1_10_img014.xml,pg1_10_img014,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,14,323.5,422.5,31.0,35.0,1085.0
pg1_10_img014.xml,pg1_10_img014,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,14,207.5,399.0,43.0,36.0,1548.0
pg1_10_img015.xml,pg1_10_img015,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,15,262.5,229.5,39.0,37.0,1443.0
pg1_10_img015.xml,pg1_10_img015,1,pg_im,310.0,252.0,351.0,284.0,624,624,pg1_10,15,330.5,268.0,41.0,32.0,1312.0
pg1_10_img015.xml,pg1_10_img015,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,15,274.5,330.5,37.0,37.0,1369.0
pg1_10_img015.xml,pg1_10_img015,3,pg_im,179.0,180.0,218.0,221.0,624,624,pg1_10,15,198.5,200.5,39.0,41.0,1599.0
pg1_10_img015.xml,pg1_10_img015,4,pg_im,335.0,118.0,369.0,154.0,624,624,pg1_10,15,352.0,136.0,34.0,36.0,1224.0
pg1_10_img015.xml,pg1_10_img015,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,15,450.5,194.0,37.0,44.0,1628.0
pg1_10_img015.xml,pg1_10_img015,6,pg_el,442.0,274.0,481.0,315.0,624,624,pg1_10,15,461.5,294.5,39.0,41.0,1599.0
pg1_10_img015.xml,pg1_10_img015,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,15,461.5,383.0,35.0,36.0,1260.0
pg1_10_img015.xml,pg1_10_img015,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,15,323.5,422.5,31.0,35.0,1085.0
pg1_10_img015.xml,pg1_10_img015,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,15,207.5,399.0,43.0,36.0,1548.0
pg1_10_img016.xml,pg1_10_img016,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,16,262.5,229.5,39.0,37.0,1443.0
pg1_10_img016.xml,pg1_10_img016,1,pg_im,310.0,252.0,351.0,283.0,624,624,pg1_10,16,330.5,267.5,41.0,31.0,1271.0
pg1_10_img016.xml,pg1_10_img016,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,16,274.5,330.5,37.0,37.0,1369.0
pg1_10_img016.xml,pg1_10_img016,3,pg_el,179.0,181.0,217.0,219.0,624,624,pg1_10,16,198.0,200.0,38.0,38.0,1444.0
pg1_10_img016.xml,pg1_10_img016,4,pg_im,335.0,118.0,369.0,154.0,624,624,pg1_10,16,352.0,136.0,34.0,36.0,1224.0
pg1_10_img016.xml,pg1_10_img016,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,16,450.5,194.0,37.0,44.0,1628.0
pg1_10_img016.xml,pg1_10_img016,6,pg_el,442.0,274.0,481.0,315.0,624,624,pg1_10,16,461.5,294.5,39.0,41.0,1599.0
pg1_10_img016.xml,pg1_10_img016,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,16,461.5,383.0,35.0,36.0,1260.0
pg1_10_img016.xml,pg1_10_img016,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,16,323.5,422.5,31.0,35.0,1085.0
pg1_10_img016.xml,pg1_10_img016,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,16,207.5,399.0,43.0,36.0,1548.0
pg1_10_img017.xml,pg1_10_img017,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,17,262.5,229.5,39.0,37.0,1443.0
pg1_10_img017.xml,pg1_10_img017,1,pg_im,310.0,252.0,351.0,283.0,624,624,pg1_10,17,330.5,267.5,41.0,31.0,1271.0
pg1_10_img017.xml,pg1_10_img017,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,17,274.5,330.5,37.0,37.0,1369.0
pg1_10_img017.xml,pg1_10_img017,3,pg_el,179.0,181.0,217.0,220.0,624,624,pg1_10,17,198.0,200.5,38.0,39.0,1482.0
pg1_10_img017.xml,pg1_10_img017,4,pg_im,335.0,118.0,369.0,154.0,624,624,pg1_10,17,352.0,136.0,34.0,36.0,1224.0
pg1_10_img017.xml,pg1_10_img017,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,17,450.5,194.0,37.0,44.0,1628.0
pg1_10_img017.xml,pg1_10_img017,6,pg_el,442.0,274.0,481.0,315.0,624,624,pg1_10,17,461.5,294.5,39.0,41.0,1599.0
pg1_10_img017.xml,pg1_10_img017,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,17,461.5,383.0,35.0,36.0,1260.0
pg1_10_img017.xml,pg1_10_img017,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,17,323.5,422.5,31.0,35.0,1085.0
pg1_10_img017.xml,pg1_10_img017,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,17,207.5,399.0,43.0,36.0,1548.0
pg1_10_img018.xml,pg1_10_img018,0,pg_im,243.0,211.0,282.0,248.0,624,624,pg1_10,18,262.5,229.5,39.0,37.0,1443.0
pg1_10_img018.xml,pg1_10_img018,1,pg_im,310.0,252.0,351.0,283.0,624,624,pg1_10,18,330.5,267.5,41.0,31.0,1271.0
pg1_10_img018.xml,pg1_10_img018,2,pg_im,256.0,312.0,293.0,349.0,624,624,pg1_10,18,274.5,330.5,37.0,37.0,1369.0
pg1_10_img018.xml,pg1_10_img018,3,pg_el,179.0,181.0,217.0,220.0,624,624,pg1_10,18,198.0,200.5,38.0,39.0,1482.0
pg1_10_img018.xml,pg1_10_img018,4,pg_im,335.0,118.0,370.0,154.0,624,624,pg1_10,18,352.5,136.0,35.0,36.0,1260.0
pg1_10_img018.xml,pg1_10_img018,5,pg_im,432.0,172.0,469.0,216.0,624,624,pg1_10,18,450.5,194.0,37.0,44.0,1628.0
pg1_10_img018.xml,pg1_10_img018,6,pg_el,442.0,273.0,481.0,315.0,624,624,pg1_10,18,461.5,294.0,39.0,42.0,1638.0
pg1_10_img018.xml,pg1_10_img018,7,pg_im,444.0,365.0,479.0,401.0,624,624,pg1_10,18,461.5,383.0,35.0,36.0,1260.0
pg1_10_img018.xml,pg1_10_img018,8,pg_im,308.0,405.0,339.0,440.0,624,624,pg1_10,18,323.5,422.5,31.0,35.0,1085.0
pg1_10_img018.xml,pg1_10_img018,9,pg_im,186.0,381.0,229.0,417.0,624,624,pg1_10,18,207.5,399.0,43.0,36.0,1548.0
