group,object_index,first_class,last_class,transition_count,transition_frames
pg2_6,9,pg_im,pg_el,1,22
pg2_7,0,pg_im,pg_im,0,
pg2_7,1,pg_im,pg_im,0,
pg2_7,2,pg_im,pg_el,3,"80,81,82"
pg2_7,3,pg_im,pg_el,1,23
pg2_7,4,pg_im,pg_el,1,14
pg2_7,5,pg_im,pg_el,1,32
pg2_7,6,pg_im,pg_el,1,28
pg2_7,7,pg_im,pg_el,1,28
pg2_7,8,pg_im,pg_el,1,28
pg2_7,9,pg_im,pg_el,1,18
pg2_8,0,pg_im,pg_el,1,16
pg2_8,1,pg_im,pg_el,1,31
pg2_8,2,pg_im,pg_el,1,37
pg2_8,3,pg_im,pg_el,1,24
pg2_8,4,pg_im,pg_im,0,
pg2_8,5,pg_im,pg_el,3,"18,19,20"
pg2_8,6,pg_im,pg_el,3,"16,17,18"
pg2_8,7,pg_im,pg_el,1,40
pg2_8,8,pg_im,pg_el,1,14
pg2_8,9,pg_im,pg_el,1,34
pg2_9,0,pg_im,pg_im,0,
pg2_9,1,pg_im,pg_im,0,
pg2_9,2,pg_im,pg_im,0,
pg2_9,3,pg_im,pg_im,0,
pg2_9,4,pg_im,pg_el,1,52
pg2_9,5,pg_im,pg_el,3,"36,37,40"
pg2_9,6,pg_im,pg_el,3,"30,31,32"
pg2_9,7,pg_im,pg_im,0,
pg2_9,8,pg_im,pg_el,1,17
pg2_9,9,pg_im,pg_el,1,21
pg3_1,0,pg_im,pg_im,0,
pg3_1,1,pg_im,pg_el,3,"31,32,37"
pg3_1,2,pg_im,pg_el,1,20
pg3_1,3,pg_im,pg_el,1,34
pg3_1,4,pg_im,pg_el,1,15
pg3_1,5,pg_im,pg_el,1,25
pg3_1,6,pg_im,pg_el,1,20
pg3_1,7,pg_im,pg_el,1,20
pg3_1,8,pg_im,pg_el,1,17
pg3_1,9,pg_im,pg_el,1,36
pg3_10,0,pg_im,pg_im,0,
pg3_10,1,pg_im,pg_im,0,
pg3_10,2,pg_im,pg_im,0,
pg3_10,3,pg_im,pg_el,1,17
pg3_10,4,pg_im,pg_el,1,17
pg3_10,5,pg_im,pg_el,1,14
pg3_10,6,pg_im,pg_el,1,56
pg3_10,7,pg_im,pg_el,1,18
pg3_10,8,pg_im,pg_el,1,16
pg3_10,9,pg_im,pg_el,1,18
pg3_11,0,pg_im,pg_im,0,
pg3_11,1,pg_im,pg_im,0,
pg3_11,2,pg_im,pg_el,1,23
pg3_11,3,pg_im,pg_el,1,38
pg3_11,4,pg_im,pg_el,1,27
pg3_11,5,pg_im,pg_el,1,17
pg3_11,6,pg_im,pg_el,1,20
pg3_11,7,pg_im,pg_el,1,18
pg3_11,8,pg_im,pg_el,1,11
pg3_11,9,pg_im,pg_el,1,21
pg3_12,0,pg_im,pg_im,0,
pg3_12,1,pg_im,pg_im,0,
pg3_12,2,pg_im,pg_im,0,
pg3_12,3,pg_im,pg_el,1,24
pg3_12,4,pg_im,pg_el,1,18
pg3_12,5,pg_im,pg_el,1,31
pg3_12,6,pg_im,pg_el,1,15
pg3_12,7,pg_im,pg_el,1,16
pg3_12,8,pg_im,pg_el,1,15
pg3_12,9,pg_im,pg_el,1,22
pg3_2,0,pg_im,pg_el,1,31
pg3_2,1,pg_im,pg_el,1,83
pg3_2,2,pg_im,pg_el,1,61
pg3_2,3,pg_im,pg_el,3,"30,31,33"
pg3_2,4,pg_im,pg_el,1,17
pg3_2,5,pg_im,pg_el,1,21
pg3_2,6,pg_im,pg_el,1,26
pg3_2,7,pg_im,pg_el,1,37
pg3_2,8,pg_im,pg_el,1,27
pg3_2,9,pg_im,pg_el,1,12
pg3_3,0,pg_im,pg_im,0,
pg3_3,1,pg_im,pg_im,0,
pg3_3,2,pg_im,pg_el,1,33
pg3_3,3,pg_im,pg_el,1,21
pg3_3,4,pg_im,pg_im,0,
pg3_3,5,pg_im,pg_el,1,64
pg3_3,6,pg_im,pg_el,1,37
pg3_3,7,pg_im,pg_im,0,
pg3_3,8,pg_im,pg_im,0,
pg3_3,9,pg_im,pg_im,0,
pg3_4,0,pg_im,pg_el,1,20
pg3_4,1,pg_im,pg_el,1,13
pg3_4,2,pg_im,pg_el,1,26
pg3_4,3,pg_im,pg_el,1,33
pg3_4,4,pg_im,pg_el,1,16
pg3_4,5,pg_im,pg_el,1,24
pg3_4,6,pg_im,pg_im,0,
pg3_4,7,pg_im,pg_el,1,30
pg3_4,8,pg_im,pg_el,1,27
pg3_4,9,pg_im,pg_el,1,36
pg3_5,0,pg_im,pg_el,1,36
pg3_5,1,pg_im,pg_el,1,17
pg3_5,2,pg_im,pg_el,1,26
pg3_5,3,pg_im,pg_el,1,18
pg3_5,4,pg_im,pg_el,1,32
pg3_5,5,pg_im,pg_el,1,30
pg3_5,6,pg_im,pg_el,1,31
pg3_5,7,pg_im,pg_el,1,12
pg3_5,8,pg_im,pg_el,1,16
pg3_5,9,pg_im,pg_el,1,13
pg3_7,0,pg_im,pg_im,0,
pg3_7,1,pg_im,pg_im,0,
pg3_7,2,pg_im,pg_im,0,
pg3_7,3,pg_im,pg_el,1,14
pg3_7,4,pg_im,pg_el,1,35
pg3_7,5,pg_im,pg_el,1,28
pg3_7,6,pg_im,pg_el,1,8
pg3_7,7,pg_im,pg_el,3,"17,23,24"
pg3_7,8,pg_im,pg_el,1,16
pg3_7,9,pg_im,pg_el,1,14
pg3_8,0,pg_im,pg_im,0,
pg3_8,1,pg_im,pg_im,0,
pg3_8,2,pg_im,pg_im,0,
pg3_8,3,pg_im,pg_el,1,23
pg3_8,4,pg_im,pg_el,1,35
pg3_8,5,pg_im,pg_el,1,9
pg3_8,6,pg_im,pg_el,1,14
pg3_8,7,pg_im,pg_el,1,21
pg3_8,8,pg_im,pg_el,1,12
pg3_8,9,pg_im,pg_el,1,14
pg3_9,0,pg_im,pg_im,0,
pg3_9,1,pg_im,pg_im,0,
pg3_9,2,pg_im,pg_el,3,"44,45,46"
pg3_9,3,pg_im,pg_el,1,18
pg3_9,4,pg_im,pg_el,1,10
pg3_9,5,pg_im,pg_el,1,30
pg3_9,6,pg_im,pg_el,1,17
pg3_9,7,pg_im,pg_el,1,29
pg3_9,8,pg_im,pg_el,1,25
pg3_9,9,pg_im,pg_el,1,30
pg4_1,0,pg_im,pg_el,1,3
pg4_1,1,pg_im,pg_el,1,26
pg4_1,2,pg_im,pg_im,0,
pg4_1,3,pg_im,pg_el,1,3
pg4_1,4,pg_im,pg_el,1,14
pg4_1,5,pg_im,pg_el,1,48
pg4_1,6,pg_im,pg_el,3,"34,35,36"
pg4_1,7,pg_im,pg_im,0,
pg4_1,8,pg_im,pg_el,1,38
pg4_1,9,pg_im,pg_el,1,25
pg4_10,0,pg_im,pg_el,1,33
pg4_10,1,pg_im,pg_el,3,"37,38,40"
pg4_10,2,pg_im,pg_el,1,50
pg4_10,3,pg_im,pg_el,3,"25,26,28"
pg4_10,4,pg_im,pg_el,1,35
pg4_10,5,pg_im,pg_el,1,41
pg4_10,6,pg_im,pg_el,1,32
pg4_10,7,pg_im,pg_el,1,20
pg4_10,8,pg_im,pg_el,1,31
pg4_10,9,pg_im,pg_el,1,22
pg4_10,10,pg_im,pg_el,1,29
pg4_11,0,pg_im,pg_el,1,29
pg4_11,1,pg_im,pg_el,1,45
pg4_11,2,pg_im,pg_el,1,82
pg4_11,3,pg_im,pg_el,1,26
pg4_11,4,pg_im,pg_el,1,21
pg4_11,5,pg_im,pg_el,3,"13,14,15"
pg4_11,6,pg_im,pg_el,1,31
pg4_11,7,pg_im,pg_el,3,"24,25,27"
pg4_11,8,pg_im,pg_el,1,33
pg4_11,9,pg_im,pg_el,1,28
pg4_12,0,pg_im,pg_el,1,66
pg4_12,1,pg_im,pg_el,1,69
pg4_12,2,pg_im,pg_im,0,
pg4_12,3,pg_im,pg_el,1,43
pg4_12,4,pg_im,pg_el,1,45
pg4_12,5,pg_im,pg_el,1,28
pg4_12,6,pg_im,pg_el,1,18
pg4_12,7,pg_im,pg_el,1,47
pg4_12,8,pg_im,pg_el,1,21
pg4_12,9,pg_im,pg_el,3,"11,12,13"
pg4_2,0,pg_im,pg_el,1,30
pg4_2,1,pg_im,pg_im,0,
pg4_2,2,pg_im,pg_im,0,
pg4_2,3,pg_im,pg_el,1,23
pg4_2,4,pg_im,pg_el,1,15
pg4_2,5,pg_im,pg_el,1,24
pg4_2,6,pg_im,pg_el,1,26
pg4_2,7,pg_im,pg_el,1,24
pg4_2,8,pg_im,pg_el,1,22
pg4_2,9,pg_im,pg_el,1,23
pg4_3,0,pg_im,pg_el,1,44
pg4_3,1,pg_im,pg_el,1,57
pg4_3,2,pg_im,pg_el,1,47
pg4_3,3,pg_im,pg_el,1,24
pg4_3,4,pg_im,pg_el,1,12
pg4_3,5,pg_im,pg_el,1,31
pg4_3,6,pg_im,pg_el,3,"31,32,33"
pg4_3,7,pg_im,pg_el,1,20
pg4_3,8,pg_im,pg_el,1,16
pg4_3,9,pg_im,pg_el,1,27
pg4_4,0,pg_im,pg_el,1,49
pg4_4,1,pg_im,pg_el,1,29
pg4_4,2,pg_im,pg_el,1,37
pg4_4,3,pg_im,pg_el,1,40
pg4_4,4,pg_im,pg_el,3,"18,19,21"
pg4_4,5,pg_im,pg_el,1,20
pg4_4,6,pg_im,pg_el,1,18
pg4_4,7,pg_im,pg_el,1,39
pg4_4,8,pg_im,pg_el,1,50
pg4_4,9,pg_im,pg_el,1,31
pg4_5,0,pg_im,pg_el,1,89
pg4_5,1,pg_im,pg_el,1,14
pg4_5,2,pg_im,pg_el,1,29
pg4_5,3,pg_im,pg_el,1,39
pg4_5,4,pg_im,pg_el,1,24
pg4_5,5,pg_im,pg_el,1,12
pg4_5,6,pg_im,pg_el,1,19
pg4_5,7,pg_im,pg_el,1,18
pg4_5,8,pg_im,pg_el,1,13
pg4_5,9,pg_im,pg_el,1,27
pg4_6,0,pg_im,pg_im,0,
pg4_6,1,pg_im,pg_el,1,43
pg4_6,2,pg_im,pg_el,1,24
pg4_6,3,pg_im,pg_el,1,23
pg4_6,4,pg_im,pg_el,1,22
pg4_6,5,pg_im,pg_el,1,27
pg4_6,6,pg_im,pg_el,1,19
pg4_6,7,pg_im,pg_el,1,33
pg4_6,8,pg_im,pg_el,1,29
pg4_6,9,pg_im,pg_el,1,17
pg4_7,0,pg_im,pg_el,1,16
pg4_7,1,pg_im,pg_el,1,32
pg4_7,2,pg_im,pg_el,1,66
pg4_7,3,pg_im,pg_im,0,
pg4_7,4,pg_im,pg_im,0,
pg4_7,5,pg_im,pg_im,0,
pg4_7,6,pg_im,pg_el,1,30
pg4_7,7,pg_im,pg_el,1,42
pg4_7,8,pg_im,pg_el,1,35
pg4_7,9,pg_im,pg_el,1,23
pg4_8,0,pg_im,pg_im,0,
pg4_8,1,pg_im,pg_el,1,46
pg4_8,2,pg_im,pg_el,1,40
pg4_8,3,pg_im,pg_el,1,16
pg4_8,4,pg_im,pg_el,1,34
pg4_8,5,pg_im,pg_el,1,27
pg4_8,6,pg_im,pg_el,1,37
pg4_8,7,pg_im,pg_el,1,18
pg4_8,8,pg_im,pg_el,3,"17,18,19"
pg4_8,9,pg_im,pg_el,1,29
pg4_9,0,pg_im,pg_im,0,
pg4_9,1,pg_im,pg_im,0,
pg4_9,2,pg_im,pg_el,1,35
pg4_9,3,pg_im,pg_el,1,39
pg4_9,4,pg_im,pg_el,3,"29,30,31"
pg4_9,5,pg_im,pg_el,1,37
pg4_9,6,pg_im,pg_el,1,27
pg4_9,7,pg_im,pg_el,1,44
pg4_9,8,pg_im,pg_el,1,37
pg4_9,9,pg_im,pg_el,1,29
pg5_1,0,pg_im,pg_im,0,
pg5_1,1,pg_im,pg_el,1,20
pg5_1,2,pg_im,pg_el,1,37
pg5_1,3,pg_im,pg_el,1,45
pg5_1,4,pg_im,pg_el,1,31
pg5_1,5,pg_im,pg_el,1,26
pg5_1,6,pg_im,pg_el,1,38
pg5_1,7,pg_im,pg_el,1,16
pg5_1,8,pg_im,pg_el,1,30
pg5_1,9,pg_im,pg_el,1,22
pg5_10,0,pg_im,pg_im,0,
pg5_10,1,pg_im,pg_im,0,
pg5_10,2,pg_im,pg_el,1,48
pg5_10,3,pg_im,pg_el,1,22
pg5_10,4,pg_im,pg_el,1,30
pg5_10,5,pg_im,pg_el,1,29
pg5_10,6,pg_im,pg_el,1,31
pg5_10,7,pg_im,pg_el,1,33
pg5_10,8,pg_im,pg_el,1,24
pg5_10,9,pg_im,pg_el,1,40
pg5_11,0,pg_im,pg_el,1,22
pg5_11,1,pg_im,pg_el,1,22
pg5_11,2,pg_im,pg_el,1,34
pg5_11,3,pg_im,pg_el,1,36
pg5_11,4,pg_im,pg_el,1,24
pg5_11,5,pg_im,pg_el,1,36
pg5_11,6,pg_im,pg_im,0,
pg5_11,7,pg_im,pg_im,0,
pg5_11,8,pg_im,pg_el,1,22
pg5_11,9,pg_im,pg_el,1,63
pg5_12,0,pg_im,pg_el,1,39
pg5_12,1,pg_im,pg_el,1,34
pg5_12,2,pg_im,pg_el,1,32
pg5_12,3,pg_im,pg_el,1,66
pg5_12,4,pg_im,pg_im,0,
pg5_12,5,pg_im,pg_im,0,
pg5_12,6,pg_im,pg_el,1,59
pg5_12,7,pg_im,pg_el,1,53
pg5_12,8,pg_im,pg_el,1,49
pg5_12,9,pg_im,pg_el,3,"28,29,30"
pg5_2,0,pg_im,pg_el,1,37
pg5_2,1,pg_im,pg_el,1,30
pg5_2,2,pg_im,pg_el,1,27
pg5_2,3,pg_im,pg_el,1,25
pg5_2,4,pg_im,pg_el,1,29
pg5_2,5,pg_im,pg_el,1,17
pg5_2,6,pg_im,pg_el,1,27
pg5_2,7,pg_im,pg_el,1,24
pg5_2,8,pg_im,pg_el,1,26
pg5_2,9,pg_im,pg_el,1,32
pg5_3,0,pg_im,pg_im,0,
pg5_3,1,pg_im,pg_el,3,"33,34,35"
pg5_3,2,pg_im,pg_el,1,33
pg5_3,3,pg_im,pg_el,1,31
pg5_3,4,pg_im,pg_el,1,85
pg5_3,5,pg_im,pg_el,1,37
pg5_3,6,pg_im,pg_el,1,17
pg5_3,7,pg_im,pg_el,1,46
pg5_3,8,pg_im,pg_el,1,25
pg5_3,9,pg_im,pg_el,1,26
pg5_5,0,pg_im,pg_el,1,78
pg5_5,1,pg_im,pg_el,1,24
pg5_5,2,pg_im,pg_el,1,28
pg5_5,3,pg_im,pg_el,1,39
pg5_5,4,pg_im,pg_el,1,55
pg5_5,5,pg_im,pg_el,1,19
pg5_5,6,pg_im,pg_el,1,36
pg5_5,7,pg_im,pg_el,1,22
pg5_5,8,pg_im,pg_el,1,33
pg5_5,9,pg_im,pg_el,1,25
pg5_6,0,pg_im,pg_el,1,24
pg5_6,1,pg_im,pg_el,3,"35,36,38"
pg5_6,2,pg_im,pg_im,0,
pg5_6,3,pg_im,pg_el,1,27
pg5_6,4,pg_im,pg_el,1,31
pg5_6,5,pg_im,pg_el,1,32
pg5_6,6,pg_im,pg_el,3,"29,30,31"
pg5_6,7,pg_im,pg_el,1,19
pg5_6,8,pg_im,pg_el,1,39
pg5_6,9,pg_im,pg_el,1,39
pg5_7,0,pg_im,pg_el,1,43
pg5_7,1,pg_im,pg_el,1,38
pg5_7,2,pg_im,pg_el,1,31
pg5_7,3,pg_im,pg_el,1,27
pg5_7,4,pg_im,pg_im,0,
pg5_7,5,pg_im,pg_el,1,40
pg5_7,6,pg_im,pg_el,1,38
pg5_7,7,pg_im,pg_el,1,28
pg5_7,8,pg_im,pg_el,1,29
pg5_7,9,pg_im,pg_el,1,41
pg5_8,0,pg_im,pg_el,1,56
pg5_8,1,pg_im,pg_el,1,19
pg5_8,2,pg_im,pg_el,1,28
pg5_8,3,pg_im,pg_el,3,"42,43,44"
pg5_8,4,pg_im,pg_el,1,26
pg5_8,5,pg_im,pg_el,1,63
pg5_8,6,pg_im,pg_el,1,36
pg5_8,7,pg_im,pg_el,1,40
pg5_8,8,pg_im,pg_el,3,"29,30,31"
pg5_8,9,pg_im,pg_el,1,22
pg6_1,0,pg_im,pg_el,1,78
pg6_1,1,pg_im,pg_el,1,24
pg6_1,2,pg_im,pg_el,1,14
pg6_1,3,pg_im,pg_el,1,8
pg6_1,4,pg_im,pg_el,1,21
pg6_1,5,pg_im,pg_el,1,31
pg6_1,6,pg_im,pg_el,1,22
pg6_1,7,pg_im,pg_el,1,20
pg6_1,8,pg_im,pg_el,1,20
pg6_1,9,pg_im,pg_el,1,18
pg6_10,0,pg_im,pg_el,1,19
pg6_10,1,pg_im,pg_el,1,26
